case,patch_index,patch_kind,candidate_state,action,state_shape,channels,spatial_resolution,tensor_memory_mb,normalized_mse,delta_rms,delta_l2_norm,relative_delta_norm,relative_delta_norm_valid,gamma_vs_blur_delta_cosine,gamma_vs_blur_delta_cosine_valid,state_variance,delta_variance
CYST_PA20.nii.gz,2,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0019049340626224875,0.03000071831047535,443.13104248046875,0.043150708079338074,True,-0.15972299873828888,True,0.3099696934223175,0.000899766106158495
CYST_PA20.nii.gz,2,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.04665781930088997,0.14871478080749512,2198.9658203125,0.21412837505340576,True,-0.15972299873828888,True,0.3099696934223175,0.022115295752882957
CYST_PA20.nii.gz,3,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.006106012035161257,0.10036326944828033,200.2610626220703,0.07765539735555649,True,-0.09966734051704407,True,1.5988938808441162,0.01007136981934309
CYST_PA20.nii.gz,3,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.084177166223526,0.3743377923965454,746.9115600585938,0.2896305024623871,True,-0.09966734051704407,True,1.5988938808441162,0.1400739997625351
CYST_PA20.nii.gz,3,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.001374883926473558,0.0791325569152832,726.519287109375,0.03692582994699478,True,-0.09942231327295303,True,4.538272380828857,0.006257179193198681
CYST_PA20.nii.gz,3,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.018050039187073708,0.28718486428260803,2629.94873046875,0.1336688995361328,True,-0.09942231327295303,True,4.538272380828857,0.08247514814138412
CYST_PA20.nii.gz,3,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.00571223022416234,0.07396533340215683,1547.2431640625,0.07740601152181625,True,-0.1538088619709015,True,0.916167140007019,0.005445061717182398
CYST_PA20.nii.gz,3,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.10004044324159622,0.3057909309864044,6462.3408203125,0.32330018281936646,True,-0.1538088619709015,True,0.916167140007019,0.09349965304136276
CYST_PA20.nii.gz,3,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0024494922254234552,0.033991388976573944,501.84844970703125,0.04891952872276306,True,-0.13192391395568848,True,0.31051045656204224,0.001155409263446927
CYST_PA20.nii.gz,3,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.05392007529735565,0.15970121324062347,2364.642333984375,0.23050223290920258,True,-0.13192391395568848,True,0.31051045656204224,0.025504231452941895
CYST_PA56.nii.gz,0,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.0026023676618933678,0.11540128290653229,230.26025390625,0.051202718168497086,True,-0.07809697836637497,True,5.0406951904296875,0.013315037824213505
CYST_PA56.nii.gz,0,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.04121088609099388,0.45191720128059387,901.715576171875,0.20051349699497223,True,-0.07809697836637497,True,5.0406951904296875,0.20419719815254211
CYST_PA56.nii.gz,0,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0003188314731232822,0.07639080286026001,702.57470703125,0.017924189567565918,True,-0.21152950823307037,True,17.92434310913086,0.005833717994391918
CYST_PA56.nii.gz,0,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.008361371234059334,0.3664146661758423,3368.0068359375,0.08592507988214493,True,-0.21152950823307037,True,17.92434310913086,0.13393816351890564
CYST_PA56.nii.gz,0,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.0021338160149753094,0.07212354242801666,1519.752197265625,0.04735158756375313,True,-0.22061945497989655,True,2.3370790481567383,0.005172139964997768
CYST_PA56.nii.gz,0,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.03508386015892029,0.27704760432243347,5837.43310546875,0.18187947571277618,True,-0.22061945497989655,True,2.3370790481567383,0.07670066505670547
CYST_PA56.nii.gz,0,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0017665706109255552,0.02953178435564041,436.7989196777344,0.04143620654940605,True,-0.156182661652565,True,0.31622686982154846,0.0008717429591342807
CYST_PA56.nii.gz,0,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.034089040011167526,0.129925936460495,1918.2430419921875,0.18197095394134521,True,-0.156182661652565,True,0.31622686982154846,0.016880620270967484
CYST_PA56.nii.gz,1,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.00685249175876379,0.11997401714324951,239.38894653320312,0.08315196633338928,True,-0.062390439212322235,True,2.015489101409912,0.014393419027328491
CYST_PA56.nii.gz,1,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.1253257542848587,0.4936317503452301,984.9374389648438,0.34211891889572144,True,-0.062390439212322235,True,2.015489101409912,0.24344512820243835
CYST_PA56.nii.gz,1,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0014549745246767998,0.08765624463558197,805.0060424804688,0.038405641913414,True,-0.04758239537477493,True,5.135928153991699,0.0076772416941821575
CYST_PA56.nii.gz,1,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.03025251068174839,0.3754265308380127,3447.943359375,0.1644962579011917,True,-0.04758239537477493,True,5.135928153991699,0.1407950073480606
CYST_PA56.nii.gz,1,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.004849474411457777,0.07144639641046524,1482.8121337890625,0.07195087522268295,True,-0.19951032102108002,True,0.9817504286766052,0.0050528752617537975
CYST_PA56.nii.gz,1,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.11008135229349136,0.32278603315353394,6792.43896484375,0.3295912742614746,True,-0.19951032102108002,True,0.9817504286766052,0.1041826382279396
CYST_PA56.nii.gz,1,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.003088725497946143,0.03814871236681938,563.89306640625,0.05495195835828781,True,-0.13168872892856598,True,0.30571043491363525,0.0014551118947565556
CYST_PA56.nii.gz,1,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.06778450310230255,0.17883652448654175,2641.578857421875,0.25742456316947937,True,-0.13168872892856598,True,0.30571043491363525,0.03198198601603508
CYST_PA56.nii.gz,2,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.009223300963640213,0.11897300183773041,237.39169311523438,0.09660378843545914,True,-0.13252732157707214,True,1.4418801069259644,0.014148203656077385
CYST_PA56.nii.gz,2,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.1423686444759369,0.44950437545776367,896.8924560546875,0.36497995257377625,True,-0.13252732157707214,True,1.4418801069259644,0.20171339809894562
CYST_PA56.nii.gz,2,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.001779101206921041,0.09000243246555328,825.9140625,0.04221900552511215,True,-0.23907046020030975,True,4.495203495025635,0.008090372197329998
CYST_PA56.nii.gz,2,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.03257495164871216,0.3769819438457489,3458.43310546875,0.17678788304328918,True,-0.23907046020030975,True,4.495203495025635,0.1419052630662918
CYST_PA56.nii.gz,2,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.0058250525034964085,0.07393208891153336,1529.5733642578125,0.07797111570835114,True,-0.20086665451526642,True,0.886584460735321,0.005406934302300215
CYST_PA56.nii.gz,2,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.11643537133932114,0.3218168318271637,6772.361328125,0.3452260494232178,True,-0.20086665451526642,True,0.886584460735321,0.10353516042232513
CYST_PA56.nii.gz,2,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0029666959308087826,0.03755180910229683,554.869384765625,0.05381441488862038,True,-0.14651505649089813,True,0.31345415115356445,0.0014100015396252275
CYST_PA56.nii.gz,2,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.06302046030759811,0.17313331365585327,2556.099853515625,0.2479052096605301,True,-0.14651505649089813,True,0.31345415115356445,0.029974713921546936
CYST_PA56.nii.gz,3,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.006977344863116741,0.10683358460664749,213.17112731933594,0.08381292968988419,True,-0.0737323984503746,True,1.5497500896453857,0.01140822097659111
CYST_PA56.nii.gz,3,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.12537845969200134,0.442003458738327,881.9207153320312,0.346746563911438,True,-0.0737323984503746,True,1.5497500896453857,0.19529327750205994
CYST_PA56.nii.gz,3,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.001188292633742094,0.07430604845285416,682.0482177734375,0.03442443162202835,True,-0.10138629376888275,True,4.609031677246094,0.005521202925592661
CYST_PA56.nii.gz,3,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.023406654596328735,0.3282012641429901,3008.697998046875,0.15185540914535522,True,-0.10138629376888275,True,4.609031677246094,0.10764514654874802
CYST_PA56.nii.gz,3,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.004726758226752281,0.06723067909479141,1402.7469482421875,0.07039227336645126,True,-0.15920358896255493,True,0.913914144039154,0.0044636535458266735
CYST_PA56.nii.gz,3,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.09705638140439987,0.30157670378685,6364.64697265625,0.3193890154361725,True,-0.15920358896255493,True,0.913914144039154,0.09091929346323013
CYST_PA56.nii.gz,3,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.002325797453522682,0.033180270344018936,490.94964599609375,0.04772069677710533,True,-0.15154358744621277,True,0.3101498782634735,0.0011007250286638737
CYST_PA56.nii.gz,3,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.05760398507118225,0.16524164378643036,2442.212158203125,0.23738497495651245,True,-0.15154358744621277,True,0.3101498782634735,0.027303775772452354
HCC_10136895_20170421.nii.gz,0,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.08617507666349411,0.4345642030239105,867.1044921875,0.25197941064834595,True,0.7317076921463013,True,2.9197702407836914,0.1883942037820816
HCC_10136895_20170421.nii.gz,0,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.27992063760757446,0.7260213494300842,1448.645263671875,0.42097437381744385,True,0.7317076921463013,True,2.9197702407836914,0.5255990028381348
HCC_10136895_20170421.nii.gz,0,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.22968603670597076,1.1279162168502808,10365.5302734375,0.3766915202140808,True,0.9796860814094543,True,8.83933162689209,1.2668009996414185
HCC_10136895_20170421.nii.gz,0,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.38939446210861206,1.3859776258468628,12739.5400390625,0.46296489238739014,True,0.9796860814094543,True,8.83933162689209,1.9116129875183105
HCC_10136895_20170421.nii.gz,0,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.11255116760730743,0.3504573404788971,7109.07177734375,0.2812793552875519,True,0.8859650492668152,True,1.4572181701660156,0.12127049267292023
HCC_10136895_20170421.nii.gz,0,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.23049311339855194,0.48236116766929626,9909.373046875,0.3920767903327942,True,0.8859650492668152,True,1.4572181701660156,0.23097719252109528
HCC_10136895_20170421.nii.gz,0,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.017747288569808006,0.09118814021348953,1351.2100830078125,0.13157254457473755,True,0.4512726068496704,True,0.3021729588508606,0.008279758505523205
HCC_10136895_20170421.nii.gz,0,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.05760922655463219,0.1644696593284607,2419.507568359375,0.23559680581092834,True,0.4512726068496704,True,0.3021729588508606,0.027015622705221176
HCC_10136895_20170421.nii.gz,1,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.009209023788571358,0.1268353909254074,253.07986450195312,0.09624728560447693,True,0.033166032284498215,True,1.6681445837020874,0.016085874289274216
HCC_10136895_20170421.nii.gz,1,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.08322525769472122,0.36644670367240906,731.1719360351562,0.27806761860847473,True,0.033166032284498215,True,1.6681445837020874,0.134170800447464
HCC_10136895_20170421.nii.gz,1,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.001357508823275566,0.0844268724322319,775.03076171875,0.036794424057006836,True,0.12813447415828705,True,5.197953224182129,0.007126935292035341
HCC_10136895_20170421.nii.gz,1,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.01610916666686535,0.28594401478767395,2624.421630859375,0.12459386885166168,True,0.12813447415828705,True,5.197953224182129,0.08167634159326553
HCC_10136895_20170421.nii.gz,1,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.006179073825478554,0.08051899075508118,1697.67919921875,0.08070142567157745,True,-0.09662452340126038,True,1.0175228118896484,0.00645134411752224
HCC_10136895_20170421.nii.gz,1,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.056691039353609085,0.24175426363945007,5105.1240234375,0.24267882108688354,True,-0.09662452340126038,True,1.0175228118896484,0.058429501950740814
HCC_10136895_20170421.nii.gz,1,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.003143184119835496,0.03847118839621544,568.2457885742188,0.055371012538671494,True,-0.012474579736590385,True,0.30571380257606506,0.0014795158058404922
HCC_10136895_20170421.nii.gz,1,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.035827524960041046,0.1299242526292801,1915.930419921875,0.18669211864471436,True,-0.012474579736590385,True,0.30571380257606506,0.01688021793961525
HCC_10136895_20170421.nii.gz,2,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.017357008531689644,0.1645066887140274,328.2481384277344,0.13126514852046967,True,0.07047006487846375,True,1.4941731691360474,0.027061080560088158
HCC_10136895_20170421.nii.gz,2,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.12222015857696533,0.41709497570991516,832.2252807617188,0.3328036367893219,True,0.07047006487846375,True,1.4941731691360474,0.1736566722393036
HCC_10136895_20170421.nii.gz,2,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0029611324425786734,0.11188800632953644,1026.809326171875,0.05437831953167915,True,0.10694524645805359,True,4.181129455566406,0.012517290189862251
HCC_10136895_20170421.nii.gz,2,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.02983270026743412,0.35072699189186096,3218.441162109375,0.17044393718242645,True,0.10694524645805359,True,4.181129455566406,0.12281854450702667
HCC_10136895_20170421.nii.gz,2,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.012000171467661858,0.10551175475120544,2209.781982421875,0.11170126497745514,True,-0.026992255821824074,True,0.8890935778617859,0.011129071936011314
HCC_10136895_20170421.nii.gz,2,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.1005612164735794,0.299375981092453,6325.19677734375,0.3197295069694519,True,-0.026992255821824074,True,0.8890935778617859,0.08951709419488907
HCC_10136895_20170421.nii.gz,2,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0056163109838962555,0.051237549632787704,756.0442504882812,0.07397716492414474,True,0.014348660595715046,True,0.308091938495636,0.0026251969393342733
HCC_10136895_20170421.nii.gz,2,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.05210002511739731,0.15631155669689178,2306.249755859375,0.22566115856170654,True,0.014348660595715046,True,0.308091938495636,0.024430669844150543
HCC_10136895_20170421.nii.gz,3,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.01086634024977684,0.1334371417760849,266.2527770996094,0.10484886914491653,True,-0.11834470182657242,True,1.5436280965805054,0.017800597473978996
HCC_10136895_20170421.nii.gz,3,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.1024789810180664,0.39132925868034363,780.8135986328125,0.3074800670146942,True,-0.11834470182657242,True,1.5436280965805054,0.15304195880889893
HCC_10136895_20170421.nii.gz,3,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.001668349257670343,0.0864032506942749,792.2743530273438,0.04068926349282265,True,-0.0394623726606369,True,4.453347682952881,0.007465339731425047
HCC_10136895_20170421.nii.gz,3,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.021632174029946327,0.3093287944793701,2838.56982421875,0.1457819789648056,True,-0.0394623726606369,True,4.453347682952881,0.09557323157787323
HCC_10136895_20170421.nii.gz,3,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.00783570110797882,0.08588342368602753,1812.5301513671875,0.09067563712596893,True,-0.0809813141822815,True,0.9142144918441772,0.007345038466155529
HCC_10136895_20170421.nii.gz,3,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.07707780599594116,0.2670997083187103,5644.2607421875,0.282366007566452,True,-0.0809813141822815,True,0.9142144918441772,0.0713030993938446
HCC_10136895_20170421.nii.gz,3,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.003483756212517619,0.04035191237926483,594.8525390625,0.0582466721534729,True,-0.055143095552921295,True,0.30527353286743164,0.0016281424323096871
HCC_10136895_20170421.nii.gz,3,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.044924281537532806,0.14514808356761932,2147.53564453125,0.21028202772140503,True,-0.055143095552921295,True,0.30527353286743164,0.021067481487989426
MET_PA13.nii.gz,0,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.006336519494652748,0.18315768241882324,365.463134765625,0.0792987272143364,True,0.13760307431221008,True,5.297585964202881,0.03354670852422714
MET_PA13.nii.gz,0,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.04127517715096474,0.46563905477523804,929.094482421875,0.20159628987312317,True,0.13760307431221008,True,5.297585964202881,0.21681088209152222
MET_PA13.nii.gz,0,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0006022414308972657,0.11082859337329865,1019.103271484375,0.024530261754989624,True,0.0203973650932312,True,20.169679641723633,0.01228282693773508
MET_PA13.nii.gz,0,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.005492218770086765,0.3271479308605194,3005.597900390625,0.07234605401754379,True,0.0203973650932312,True,20.169679641723633,0.10700470209121704
MET_PA13.nii.gz,0,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.0020625151228159666,0.07323058694601059,1539.401123046875,0.046274226158857346,True,-0.10541649907827377,True,2.5262937545776367,0.005333451088517904
MET_PA13.nii.gz,0,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.024015843868255615,0.24535459280014038,5167.59814453125,0.15533742308616638,True,-0.10541649907827377,True,2.5262937545776367,0.06019514799118042
MET_PA13.nii.gz,0,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0021116258576512337,0.032343752682209015,477.90460205078125,0.04528866708278656,True,-0.04444026201963425,True,0.32189860939979553,0.0010455980664119124
MET_PA13.nii.gz,0,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.028942830860614777,0.12014292180538177,1773.1849365234375,0.16803601384162903,True,-0.04444026201963425,True,0.32189860939979553,0.01443430781364441
MET_PA13.nii.gz,1,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.007018574979156256,0.1273447573184967,254.09597778320312,0.08421901613473892,True,-0.12020717561244965,True,2.224591016769409,0.016213787719607353
MET_PA13.nii.gz,1,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.09552130103111267,0.47921693325042725,956.181884765625,0.3169223666191101,True,-0.12020717561244965,True,2.224591016769409,0.22960485517978668
MET_PA13.nii.gz,1,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0016392440302297473,0.10031754523515701,920.5716552734375,0.04060174524784088,True,-0.0034036010038107634,True,5.999543190002441,0.010063063353300095
MET_PA13.nii.gz,1,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.02546984702348709,0.41359221935272217,3799.2294921875,0.1675647497177124,True,-0.0034036010038107634,True,5.999543190002441,0.1707918494939804
MET_PA13.nii.gz,1,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.004774877335876226,0.07385066151618958,1529.66796875,0.07108689099550247,True,-0.11217764765024185,True,1.0701080560684204,0.005386854521930218
MET_PA13.nii.gz,1,context,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.07707813382148743,0.304377943277359,6402.5556640625,0.29754024744033813,True,-0.11217764765024185,True,1.0701080560684204,0.09256575256586075
MET_PA13.nii.gz,1,context,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0037163682281970978,0.0419410802423954,620.2850341796875,0.06023595854640007,True,-0.10567740350961685,True,0.3057757616043091,0.0017590243369340897
MET_PA13.nii.gz,1,context,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.0601939931511879,0.16907215118408203,2496.80419921875,0.24246497452259064,True,-0.10567740350961685,True,0.3057757616043091,0.02858405001461506
MET_PA13.nii.gz,2,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.008877910673618317,0.12087755650281906,241.1925506591797,0.09475389122962952,True,-0.12314046174287796,True,1.554846167564392,0.014604794792830944
MET_PA13.nii.gz,2,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.14305798709392548,0.46225056052207947,922.3230590820312,0.36233994364738464,True,-0.12314046174287796,True,1.554846167564392,0.21345533430576324
MET_PA13.nii.gz,2,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0016582557000219822,0.086294025182724,791.5120849609375,0.04076861962676048,True,-0.24664704501628876,True,4.422243595123291,0.007443120237439871
MET_PA13.nii.gz,2,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.034288618713617325,0.39291417598724365,3604.388916015625,0.18565219640731812,True,-0.24664704501628876,True,4.422243595123291,0.1541832685470581
MET_PA13.nii.gz,2,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.005342432763427496,0.07008039951324463,1459.785888671875,0.07497112452983856,True,-0.17280623316764832,True,0.8716645240783691,0.004867355804890394
MET_PA13.nii.gz,2,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.09567992389202118,0.2938508987426758,6182.6640625,0.3175268769264221,True,-0.17280623316764832,True,0.8716645240783691,0.08634191751480103
MET_PA13.nii.gz,2,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.002676386386156082,0.03572278469800949,527.7553100585938,0.05114024132490158,True,-0.14593830704689026,True,0.3124445974826813,0.0012760369572788477
MET_PA13.nii.gz,2,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.05677463486790657,0.16470743715763092,2430.012451171875,0.2354716658592224,True,-0.14593830704689026,True,0.3124445974826813,0.027128539979457855
MET_PA13.nii.gz,3,foreground,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.007460942957550287,0.11079400032758713,221.07321166992188,0.08705760538578033,True,-0.18521644175052643,True,1.5488778352737427,0.012264534831047058
MET_PA13.nii.gz,3,foreground,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.13823503255844116,0.4571629762649536,912.1710205078125,0.35920873284339905,True,-0.18521644175052643,True,1.5488778352737427,0.2087339609861374
MET_PA13.nii.gz,3,foreground,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0017238022992387414,0.09047218412160873,830.3597412109375,0.04147614538669586,True,-0.23969914019107819,True,4.700550079345703,0.00816769152879715
MET_PA13.nii.gz,3,foreground,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,0.02999764308333397,0.37609511613845825,3450.44189453125,0.1723482310771942,True,-0.23969914019107819,True,4.700550079345703,0.14122816920280457
MET_PA13.nii.gz,3,foreground,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.005722506437450647,0.07399536669254303,1535.2955322265625,0.0775974914431572,True,-0.16088658571243286,True,0.9055375456809998,0.005405751056969166
MET_PA13.nii.gz,3,foreground,final_decoder_stage_input,blur,1x64x192x192x192,64,192x192x192,1728.0,0.09505617618560791,0.29708588123321533,6254.15478515625,0.3160998821258545,True,-0.16088658571243286,True,0.9055375456809998,0.08825989067554474
MET_PA13.nii.gz,3,foreground,final_decoder_feature,gamma,1x32x192x192x192,32,192x192x192,864.0,0.0030668042600154877,0.038221001625061035,565.2943725585938,0.05472228676080704,True,-0.11016074568033218,True,0.3129154145717621,0.0014607305638492107
MET_PA13.nii.gz,3,foreground,final_decoder_feature,blur,1x32x192x192x192,32,192x192x192,864.0,0.055665284395217896,0.16273359954357147,2400.461669921875,0.23237229883670807,True,-0.11016074568033218,True,0.3129154145717621,0.026482101529836655
HCC_10074592_20130816.nii.gz,0,context,decoder_stage_1_low_to_high,gamma,1x288x24x24x24,288,24x24x24,15.1875,0.0041999551467597485,0.14085796475410461,281.0576171875,0.06369636207818985,True,0.2860020697116852,True,4.852365493774414,0.019839854910969734
HCC_10074592_20130816.nii.gz,0,context,decoder_stage_1_low_to_high,blur,1x288x24x24x24,288,24x24x24,15.1875,0.5141664743423462,1.0865116119384766,2167.935546875,0.4913213551044464,True,0.2860020697116852,True,4.852365493774414,1.1775610446929932
HCC_10074592_20130816.nii.gz,0,context,penultimate_decoder_stage_output,gamma,1x96x96x96x96,96,96x96x96,324.0,0.0018078198190778494,0.19533225893974304,1796.70458984375,0.04127386957406998,True,0.8107020258903503,True,22.153953552246094,0.038058601319789886
HCC_10074592_20130816.nii.gz,0,context,penultimate_decoder_stage_output,blur,1x96x96x96x96,96,96x96x96,324.0,1.5304203033447266,3.0356428623199463,27910.443359375,0.6411582827568054,True,0.8107020258903503,True,22.153953552246094,9.177699089050293
HCC_10074592_20130816.nii.gz,0,context,final_decoder_stage_input,gamma,1x64x192x192x192,64,192x192x192,1728.0,0.0028898678719997406,0.08932166546583176,1861.3438720703125,0.05346142500638962,True,0.5183966755867004,True,2.7879817485809326,0.007925930432975292
