method,case,region,voxel_count,reliability_mean,aggregation
real_stage_pairwise_world_stability,HEM_PA89.nii.gz,FN,662,0.591892322834885,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA89.nii.gz,FP,276,0.07752126498498778,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA89.nii.gz,TN,53468,0.5041464847728042,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA89.nii.gz,TP,890,0.3113114215684741,case_voxel_weighted
confidence_rank,HEM_PA101.nii.gz,FN,551,0.5593260510878708,case_voxel_weighted
confidence_rank,HEM_PA101.nii.gz,FP,110,0.3169879244594168,case_voxel_weighted
confidence_rank,HEM_PA101.nii.gz,TN,53719,0.5035718677921169,case_voxel_weighted
confidence_rank,HEM_PA101.nii.gz,TP,916,0.279002073276082,case_voxel_weighted
real_stage_blur_joint_product,HEM_PA101.nii.gz,FN,551,0.3803805208170362,case_voxel_weighted
real_stage_blur_joint_product,HEM_PA101.nii.gz,FP,110,0.1159624051320696,case_voxel_weighted
real_stage_blur_joint_product,HEM_PA101.nii.gz,TN,53719,0.2731010348014518,case_voxel_weighted
real_stage_blur_joint_product,HEM_PA101.nii.gz,TP,916,0.1727625295075709,case_voxel_weighted
real_stage_blur_world_stability,HEM_PA101.nii.gz,FN,551,0.6233147613149805,case_voxel_weighted
real_stage_blur_world_stability,HEM_PA101.nii.gz,FP,110,0.20435376004739242,case_voxel_weighted
real_stage_blur_world_stability,HEM_PA101.nii.gz,TN,53719,0.5023985739810044,case_voxel_weighted
real_stage_blur_world_stability,HEM_PA101.nii.gz,TP,916,0.3184777933567372,case_voxel_weighted
real_stage_gamma_joint_product,HEM_PA101.nii.gz,FN,551,0.40805541835243603,case_voxel_weighted
real_stage_gamma_joint_product,HEM_PA101.nii.gz,FP,110,0.2461254102064221,case_voxel_weighted
real_stage_gamma_joint_product,HEM_PA101.nii.gz,TN,53719,0.2734725167776298,case_voxel_weighted
real_stage_gamma_joint_product,HEM_PA101.nii.gz,TP,916,0.18215886809805582,case_voxel_weighted
real_stage_gamma_world_stability,HEM_PA101.nii.gz,FN,551,0.6682847546795535,case_voxel_weighted
real_stage_gamma_world_stability,HEM_PA101.nii.gz,FP,110,0.4144412858919664,case_voxel_weighted
real_stage_gamma_world_stability,HEM_PA101.nii.gz,TN,53719,0.5011108467183839,case_voxel_weighted
real_stage_gamma_world_stability,HEM_PA101.nii.gz,TP,916,0.34171723388948816,case_voxel_weighted
real_stage_pairwise_joint_product,HEM_PA101.nii.gz,FN,551,0.38065793194690445,case_voxel_weighted
real_stage_pairwise_joint_product,HEM_PA101.nii.gz,FP,110,0.11715384870487511,case_voxel_weighted
real_stage_pairwise_joint_product,HEM_PA101.nii.gz,TN,53719,0.27355826353933466,case_voxel_weighted
real_stage_pairwise_joint_product,HEM_PA101.nii.gz,TP,916,0.17225343360977696,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA101.nii.gz,FN,551,0.6227636928999706,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA101.nii.gz,FP,110,0.2061848970976743,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA101.nii.gz,TN,53719,0.5024075046062123,case_voxel_weighted
real_stage_pairwise_world_stability,HEM_PA101.nii.gz,TP,916,0.31806563934124193,case_voxel_weighted
confidence_rank,HCC_10020116_20180118.nii.gz,FN,57,0.25084711503433554,case_voxel_weighted
confidence_rank,HCC_10020116_20180118.nii.gz,FP,36,0.24164596379786316,case_voxel_weighted
confidence_rank,HCC_10020116_20180118.nii.gz,TN,54169,0.5083702118411448,case_voxel_weighted
confidence_rank,HCC_10020116_20180118.nii.gz,TP,1034,0.0861663020488418,case_voxel_weighted
real_stage_blur_joint_product,HCC_10020116_20180118.nii.gz,FN,57,0.13049642908439987,case_voxel_weighted
real_stage_blur_joint_product,HCC_10020116_20180118.nii.gz,FP,36,0.1260189696273086,case_voxel_weighted
real_stage_blur_joint_product,HCC_10020116_20180118.nii.gz,TN,54169,0.29959877150548886,case_voxel_weighted
real_stage_blur_joint_product,HCC_10020116_20180118.nii.gz,TP,1034,0.020274738058960278,case_voxel_weighted
real_stage_blur_world_stability,HCC_10020116_20180118.nii.gz,FN,57,0.28315870594560055,case_voxel_weighted
real_stage_blur_world_stability,HCC_10020116_20180118.nii.gz,FP,36,0.24990053640471566,case_voxel_weighted
real_stage_blur_world_stability,HCC_10020116_20180118.nii.gz,TN,54169,0.5086373441919458,case_voxel_weighted
real_stage_blur_world_stability,HCC_10020116_20180118.nii.gz,TP,1034,0.06623523395573377,case_voxel_weighted
real_stage_gamma_joint_product,HCC_10020116_20180118.nii.gz,FN,57,0.12624349347989713,case_voxel_weighted
real_stage_gamma_joint_product,HCC_10020116_20180118.nii.gz,FP,36,0.13683608898291924,case_voxel_weighted
real_stage_gamma_joint_product,HCC_10020116_20180118.nii.gz,TN,54169,0.3020662794859527,case_voxel_weighted
real_stage_gamma_joint_product,HCC_10020116_20180118.nii.gz,TP,1034,0.02973854857328955,case_voxel_weighted
real_stage_gamma_world_stability,HCC_10020116_20180118.nii.gz,FN,57,0.24029084987807692,case_voxel_weighted
real_stage_gamma_world_stability,HCC_10020116_20180118.nii.gz,FP,36,0.2543553494744831,case_voxel_weighted
real_stage_gamma_world_stability,HCC_10020116_20180118.nii.gz,TN,54169,0.5084422151198511,case_voxel_weighted
real_stage_gamma_world_stability,HCC_10020116_20180118.nii.gz,TP,1034,0.07866564554448746,case_voxel_weighted
real_stage_pairwise_joint_product,HCC_10020116_20180118.nii.gz,FN,57,0.12873174135344462,case_voxel_weighted
real_stage_pairwise_joint_product,HCC_10020116_20180118.nii.gz,FP,36,0.12614487135839328,case_voxel_weighted
real_stage_pairwise_joint_product,HCC_10020116_20180118.nii.gz,TN,54169,0.3001434113646483,case_voxel_weighted
real_stage_pairwise_joint_product,HCC_10020116_20180118.nii.gz,TP,1034,0.020298325400773583,case_voxel_weighted
real_stage_pairwise_world_stability,HCC_10020116_20180118.nii.gz,FN,57,0.27042658914599504,case_voxel_weighted
real_stage_pairwise_world_stability,HCC_10020116_20180118.nii.gz,FP,36,0.2484366943438848,case_voxel_weighted
real_stage_pairwise_world_stability,HCC_10020116_20180118.nii.gz,TN,54169,0.5086990156728104,case_voxel_weighted
real_stage_pairwise_world_stability,HCC_10020116_20180118.nii.gz,TP,1034,0.0637572388123267,case_voxel_weighted
confidence_rank,__all__,FN,,0.43612953862953424,8_case_macro
confidence_rank,__all__,FP,,0.24214313432759324,8_case_macro
confidence_rank,__all__,TN,,0.5055656917375344,8_case_macro
confidence_rank,__all__,TP,,0.23222389372508678,8_case_macro
real_stage_blur_joint_product,__all__,FN,,0.27223479048893545,8_case_macro
real_stage_blur_joint_product,__all__,FP,,0.13095292140832232,8_case_macro
real_stage_blur_joint_product,__all__,TN,,0.28158747472570467,8_case_macro
real_stage_blur_joint_product,__all__,TP,,0.12562490353667488,8_case_macro
real_stage_blur_world_stability,__all__,FN,,0.4557764084024141,8_case_macro
real_stage_blur_world_stability,__all__,FP,,0.24767994607883065,8_case_macro
real_stage_blur_world_stability,__all__,TN,,0.5052877536049951,8_case_macro
real_stage_blur_world_stability,__all__,TP,,0.23842233796338097,8_case_macro
real_stage_gamma_joint_product,__all__,FN,,0.28917125193443594,8_case_macro
real_stage_gamma_joint_product,__all__,FP,,0.1644342586959366,8_case_macro
real_stage_gamma_joint_product,__all__,TN,,0.28238918394587437,8_case_macro
real_stage_gamma_joint_product,__all__,TP,,0.13702715342326338,8_case_macro
real_stage_gamma_world_stability,__all__,FN,,0.4773513060292438,8_case_macro
real_stage_gamma_world_stability,__all__,FP,,0.29479815704819423,8_case_macro
real_stage_gamma_world_stability,__all__,TN,,0.5045017276273519,8_case_macro
real_stage_gamma_world_stability,__all__,TP,,0.2532008420960778,8_case_macro
real_stage_pairwise_joint_product,__all__,FN,,0.27410018415671916,8_case_macro
real_stage_pairwise_joint_product,__all__,FP,,0.1291281213160348,8_case_macro
real_stage_pairwise_joint_product,__all__,TN,,0.28202558779315196,8_case_macro
real_stage_pairwise_joint_product,__all__,TP,,0.12207159171907062,8_case_macro
real_stage_pairwise_world_stability,__all__,FN,,0.4570007846848089,8_case_macro
real_stage_pairwise_world_stability,__all__,FP,,0.2415156562307469,8_case_macro
real_stage_pairwise_world_stability,__all__,TN,,0.5053867451655308,8_case_macro
real_stage_pairwise_world_stability,__all__,TP,,0.23123203001481688,8_case_macro
