variant,order,step,case,scope,tp,fp,tn,fn,dice,precision,recall,foreground_iou,delta_dice_vs_A_init,delta_foreground_iou_vs_A_init,delta_precision_vs_A_init,delta_recall_vs_A_init
A0_confidence_rank,forward,16,HEP_PA28.nii.gz,full_volume,511786,216916,6751869,396584,0.6252455603663125,0.7023255048016884,0.5634113852284862,0.4548052672831618,0.07018023176499388,0.07065964493193033,-0.03611845413535508,0.11876548102645401
A0_confidence_rank,forward,16,HEM_PA107.nii.gz,full_volume,467278,79856,11698745,353337,0.6832803387171185,0.8540467234717638,0.5694241513986461,0.5189262063964303,0.05864907682412979,0.06477071733631107,-0.06981615908694727,0.09760971953961356
A0_confidence_rank,forward,20,CYST_PA62.nii.gz,full_volume,547616,298672,11792398,665710,0.5317656609442352,0.647079953869132,0.45133459597832737,0.36218037325446195,0.10206994314371526,0.08854186722004076,-0.024981784269954233,0.13552829165451002
A0_confidence_rank,forward,20,HEM_PA29.nii.gz,full_volume,703135,218558,14282949,708920,0.6025800557729455,0.7628733211600826,0.49795156704236027,0.4312089993149815,0.0809880106515054,0.07840242559474958,-0.03744870228404462,0.11109199004288078
A0_confidence_rank,forward,20,HEP_PA28.nii.gz,full_volume,537934,244608,6724177,370436,0.6362649268560399,0.68741869445985,0.592197012230699,0.46656050679197697,0.08119959825472123,0.08241488444074552,-0.051025264477193466,0.14755110802866678
A0_confidence_rank,forward,20,HEM_PA107.nii.gz,full_volume,522464,99825,11678776,298151,0.7241840066976043,0.8395841803406456,0.6366737142265252,0.5676241797401242,0.09955274480461562,0.11346869068000504,-0.08427870221806544,0.16485928236749264
A0_confidence_rank,reverse,20,CYST_PA62.nii.gz,full_volume,580252,305676,11785394,633074,0.5528173341577531,0.6549651890447079,0.47823256074624626,0.38199554707630407,0.12312161635723323,0.10835704104188287,-0.0170965490943783,0.16242625642242892
A0_confidence_rank,reverse,20,HEM_PA29.nii.gz,full_volume,760430,230407,14271100,651625,0.632928987237046,0.767462256657755,0.5385271820148648,0.46298179196839867,0.11133694211560596,0.11017521824816673,-0.03285976678637215,0.15166760501538534
A0_confidence_rank,reverse,20,HEP_PA28.nii.gz,full_volume,541338,250963,6717822,367032,0.6366169588356596,0.6832479070454285,0.5959443838964299,0.4669391796834904,0.08155163023434098,0.08279355733225896,-0.05519605189161503,0.1512984796943977
A0_confidence_rank,reverse,20,HEM_PA107.nii.gz,full_volume,541766,110244,11668357,278849,0.7357827009591715,0.8309167037315378,0.6601950975792545,0.5820065122644783,0.11115143906618286,0.1278510232043591,-0.09294617882717326,0.188380665720222
A1_world,forward,4,CYST_PA62.nii.gz,full_volume,390129,194475,11896595,823197,0.43397573876624784,0.6673389165999548,0.32153683346437806,0.27711942241836734,0.0042800209657279376,0.003480916383946153,-0.004722821539131394,0.005730529140560714
A1_world,forward,4,HEM_PA29.nii.gz,full_volume,554234,140046,14361461,857821,0.5262543707434952,0.7982859941234084,0.39250170850285576,0.35708629786334783,0.004662325622055152,0.004279724143115893,-0.0020360293207187796,0.00564213150337628
A1_world,forward,4,HEP_PA28.nii.gz,full_volume,418630,159155,6809630,489740,0.5633732686025348,0.7245428662910944,0.4608584607593822,0.3921500667431676,0.008307940001216152,0.00800444439193615,-0.013901092645949076,0.01621255655734999
A1_world,forward,4,HEM_PA107.nii.gz,full_volume,405965,36536,11742065,414650,0.6427992361746665,0.9174329549537741,0.4947082371148468,0.47362133393066097,0.018167974281677823,0.01946584487054176,-0.006429927604936991,0.022893805255814248
A1_world,forward,8,CYST_PA62.nii.gz,full_volume,401600,228738,11862332,811726,0.4356542189900112,0.6371184983294677,0.33099101148413534,0.27848972028980684,0.0059585011894913165,0.00485121425538565,-0.034943239809618554,0.015184707160318
A1_world,forward,8,HEM_PA29.nii.gz,full_volume,566885,146292,14355215,845170,0.5334805800025597,0.7948728015625854,0.4014609912503408,0.36377328027711414,0.011888534881119628,0.0109667065568822,-0.005449221881541733,0.014601414250861311
A1_world,forward,8,HEP_PA28.nii.gz,full_volume,431389,175346,6793439,476981,0.5694509621445378,0.7110006839888914,0.47490449926791944,0.39806462209656407,0.0143856335432192,0.013918999745332616,-0.02744327494815213,0.03025859506588724
A1_world,forward,8,HEM_PA107.nii.gz,full_volume,421050,49409,11729192,399565,0.6522476635731181,0.8949770330677063,0.5130907916623508,0.48395216683677694,0.027616401680129465,0.029796677776657732,-0.02888584949100481,0.041276359803318285
