source,action,case,scope,patch_count,valid_auroc_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman
joint_product,all,HEM_PA89.nii.gz,background,4,4,0.9951465981169297,0.26449980586767197,0.9961319572598795,0.9999809676090521,0.1191364408528525
confidence_rank,blur,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.5156333744525909,0.999573865945198,0.9999999400433361,0.029014856750571114
confidence_rank,blur,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.03782293200492859,0.4629121857080267,0.6088749620639314,-0.05992203093243566
confidence_rank,blur,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.5000000596046448,0.9631391086727638,0.9995890241027118,0.2274995007493726
confidence_rank,gamma,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.5156333744525909,0.999573865945198,0.9999999400433361,0.029014856750571114
confidence_rank,gamma,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.03782293200492859,0.4629121857080267,0.6088749620639314,-0.05992203093243566
confidence_rank,gamma,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.5000000596046448,0.9631391086727638,0.9995890241027118,0.2274995007493726
joint_product,blur,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.2606477588415146,0.9986932327288082,0.9999998160573023,0.02896334681752284
joint_product,blur,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.0071652838960289955,0.3811065926785836,0.5768191767458394,-0.19209365158404393
joint_product,blur,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.2522795796394348,0.9476701438953332,0.9994088331918107,0.21989869122584088
joint_product,gamma,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.2606477588415146,0.9986932327288082,0.9999998160573023,0.02896334681752284
joint_product,gamma,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.0071652838960289955,0.3811065926785836,0.5768191767458394,-0.19209365158404393
joint_product,gamma,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.2522795796394348,0.9476701438953332,0.9994088331918107,0.21989869122584088
world_pairwise,blur,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.5131795108318329,0.9927295259531624,0.9999989728040146,0.0286169837704138
world_pairwise,blur,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.1103639230132103,0.3011771318587483,0.5692654762252428,-0.3212358381843496
world_pairwise,blur,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.49999991059303284,0.8180924632887007,0.9971815654112137,0.15624923265242463
world_pairwise,gamma,HEM_PA101.nii.gz,background,2,1,0.9998594142097842,0.5131795108318329,0.9927295259531624,0.9999989728040146,0.0286169837704138
world_pairwise,gamma,HEM_PA101.nii.gz,foreground,2,1,0.680180340881726,0.1103639230132103,0.3011771318587483,0.5692654762252428,-0.3212358381843496
world_pairwise,gamma,HEM_PA101.nii.gz,overall,2,1,0.9897357799388744,0.49999991059303284,0.8180924632887007,0.9971815654112137,0.15624923265242463
confidence_rank,all,HEM_PA101.nii.gz,overall,4,2,0.9897357799388744,0.5000000596046448,0.9631391086727638,0.9995890241027118,0.2274995007493726
confidence_rank,all,HEM_PA101.nii.gz,foreground,4,2,0.680180340881726,0.03782293200492859,0.4629121857080267,0.6088749620639314,-0.05992203093243566
