case,patch_index,patch_kind,action,action_strength,wrong_type_action,wrong_type_strength,true_shift_norm,conditioned_shift_norm,same_model_no_action_shift_norm,matched_wrong_shift_norm,conditioned_vs_same_model_no_action_distance,gamma_vs_blur_conditioned_distance,conditioned_state_mse,same_model_no_action_state_mse,matched_wrong_state_mse,correct_vs_same_model_no_action_margin,correct_vs_matched_wrong_margin,conditioned_delta_cosine,same_model_no_action_delta_cosine,matched_wrong_delta_cosine,conditioned_delta_cosine_valid,same_model_no_action_delta_cosine_valid,matched_wrong_delta_cosine_valid,magnitude_ratio_conditioned,magnitude_ratio_conditioned_valid,repeat_forward_distance
HEM_PA101.nii.gz,0,context,gamma,0.3,blur,1.5,383.10198974609375,19.41861343383789,291.254150390625,335.6101989746094,0.14427050948143005,0.16653650999069214,0.036964599043130875,0.05993146076798439,0.06730470806360245,0.022966861724853516,0.030340109020471573,-0.0015720713417977095,-0.03141120448708534,-0.03328733518719673,True,True,True,0.0506878428031863,True,0.0
HEM_PA101.nii.gz,0,context,blur,1.5,gamma,0.3,991.8386840820312,335.6101989746094,291.254150390625,19.41861343383789,0.059231504797935486,0.16653650999069214,0.30034664273262024,0.2918095886707306,0.24730701744556427,-0.008537054061889648,-0.05303962528705597,-0.1493004411458969,-0.16133517026901245,-0.012601138092577457,True,True,True,0.3383717577876326,True,0.0
HEM_PA101.nii.gz,1,context,gamma,0.3,blur,1.5,298.3553771972656,15.936039924621582,311.8795471191406,359.68780517578125,0.15589243173599243,0.18001236021518707,0.022406717762351036,0.04850586876273155,0.056950800120830536,0.026099151000380516,0.0345440823584795,0.0064941453747451305,-0.03671226277947426,-0.03889334946870804,True,True,True,0.053412946916941414,True,0.0
HEM_PA101.nii.gz,1,context,blur,1.5,gamma,0.3,831.04833984375,359.68780517578125,311.8795471191406,15.936039924621582,0.05834382399916649,0.18001236021518707,0.19240987300872803,0.18773962557315826,0.17344887554645538,-0.004670247435569763,-0.018960997462272644,0.09028057008981705,0.07805202156305313,0.012882189825177193,True,True,True,0.43281213370019866,True,0.0
HEM_PA101.nii.gz,2,foreground,gamma,0.3,blur,1.5,647.3073120117188,16.06568145751953,224.37478637695312,339.52099609375,0.1115415096282959,0.1697346270084381,0.10478774458169937,0.09130559861660004,0.09514407068490982,-0.013482145965099335,-0.00964367389678955,0.09962896257638931,0.3643457293510437,0.3537333607673645,True,True,True,0.024819249156309054,True,0.0
HEM_PA101.nii.gz,2,foreground,blur,1.5,gamma,0.3,906.5069580078125,339.52099609375,224.37478637695312,16.06568145751953,0.08424180746078491,0.1697346270084381,0.21198579668998718,0.2049570381641388,0.20630483329296112,-0.007028758525848389,-0.005680963397026062,0.15116044878959656,0.13790981471538544,0.022284163162112236,True,True,True,0.37453766139853933,True,0.0
HEM_PA101.nii.gz,3,foreground,gamma,0.3,blur,1.5,359.3824462890625,14.335832595825195,216.83755493164062,338.41943359375,0.10819201171398163,0.16961582005023956,0.03239227086305618,0.04358382150530815,0.061145711690187454,0.011191550642251968,0.02875344082713127,0.038577452301979065,0.017025144770741463,0.001000202726572752,True,True,True,0.039890185911569086,True,0.0
HEM_PA101.nii.gz,3,foreground,blur,1.5,gamma,0.3,1104.5738525390625,338.41943359375,216.83755493164062,14.335832595825195,0.08609650284051895,0.16961582005023956,0.2588360905647278,0.2746885120868683,0.3066186308860779,0.015852421522140503,0.0477825403213501,0.4067634344100952,0.3621537983417511,-0.014385044574737549,True,True,True,0.3063800875023719,True,0.0
HCC_10020116_20180118.nii.gz,0,context,gamma,0.3,blur,1.5,340.0902404785156,13.369307518005371,378.1505432128906,472.8529968261719,0.18969693779945374,0.23730935156345367,0.02903713285923004,0.04056300222873688,0.05725417658686638,0.011525869369506836,0.028217043727636337,0.02575742080807686,0.37776532769203186,0.3460690677165985,True,True,True,0.039311059027140605,True,0.0
HCC_10020116_20180118.nii.gz,0,context,blur,1.5,gamma,0.3,1073.088623046875,472.8529968261719,378.1505432128906,13.369307518005371,0.08672960847616196,0.23730935156345367,0.20333951711654663,0.21453313529491425,0.28928253054618835,0.011193618178367615,0.08594301342964172,0.5572885870933533,0.5426387786865234,-0.0009064145851880312,True,True,True,0.44064673380244807,True,0.0
HCC_10020116_20180118.nii.gz,1,context,gamma,0.3,blur,1.5,259.2813415527344,12.609441757202148,225.7423553466797,324.6480407714844,0.11347035318613052,0.16342447698116302,0.01688053272664547,0.034053318202495575,0.04955783858895302,0.017172785475850105,0.03267730586230755,0.027397260069847107,-0.14855831861495972,-0.14661119878292084,True,True,True,0.0486322759736167,True,0.0
HCC_10020116_20180118.nii.gz,1,context,blur,1.5,gamma,0.3,789.5232543945312,324.6480407714844,225.7423553466797,12.609441757202148,0.08242740482091904,0.16342447698116302,0.13793540000915527,0.1429622918367386,0.1567801535129547,0.005026891827583313,0.01884475350379944,0.35030707716941833,0.2949272692203522,-0.03439108282327652,True,True,True,0.4111950331601697,True,0.0
HCC_10020116_20180118.nii.gz,2,foreground,gamma,0.3,blur,1.5,267.3558654785156,13.671780586242676,228.4882049560547,340.24456787109375,0.1143297404050827,0.17075203359127045,0.01797156035900116,0.03385083004832268,0.0519874133169651,0.015879269689321518,0.034015852957963943,0.015824824571609497,-0.0907277762889862,-0.1084609106183052,True,True,True,0.05113701381405198,True,0.0
HCC_10020116_20180118.nii.gz,2,foreground,blur,1.5,gamma,0.3,889.1260986328125,340.24456787109375,228.4882049560547,13.671780586242676,0.08551085740327835,0.17075203359127045,0.15636691451072693,0.16960524022579193,0.1986100822687149,0.013238325715065002,0.042243167757987976,0.46900326013565063,0.4122488498687744,0.00013723755546379834,True,True,True,0.38267301836520096,True,0.0
HCC_10020116_20180118.nii.gz,3,foreground,gamma,0.3,blur,1.5,262.9736328125,12.897562980651855,224.41806030273438,346.936279296875,0.1125226765871048,0.1743297576904297,0.017351750284433365,0.034096915274858475,0.05462857335805893,0.01674516499042511,0.037276823073625565,0.035193316638469696,-0.1375209242105484,-0.1533045619726181,True,True,True,0.04904508046191767,True,0.0
HCC_10020116_20180118.nii.gz,3,foreground,blur,1.5,gamma,0.3,961.9962158203125,346.936279296875,224.41806030273438,12.897562980651855,0.09078740328550339,0.1743297576904297,0.17040732502937317,0.19141116738319397,0.232582688331604,0.0210038423538208,0.062175363302230835,0.5503448247909546,0.4950050115585327,-0.015360877849161625,True,True,True,0.3606420416124359,True,0.0
