summary_level,case,action,row_count,mean_true_shift_norm,mean_conditioned_shift_norm,mean_same_model_no_action_shift_norm,mean_matched_wrong_shift_norm,mean_conditioned_vs_same_model_no_action_distance,mean_gamma_vs_blur_conditioned_distance,mean_conditioned_state_mse,mean_same_model_no_action_state_mse,mean_matched_wrong_state_mse,mean_correct_vs_same_model_no_action_margin,mean_correct_vs_matched_wrong_margin,mean_conditioned_delta_cosine,mean_same_model_no_action_delta_cosine,mean_matched_wrong_delta_cosine,mean_magnitude_ratio_conditioned,mean_repeat_forward_distance,mean_source_dice,mean_actual_dice,mean_conditioned_dice,mean_same_model_no_action_dice,mean_matched_wrong_dice,mean_source_precision,mean_actual_precision,mean_conditioned_precision,mean_same_model_no_action_precision,mean_matched_wrong_precision,mean_source_recall,mean_actual_recall,mean_conditioned_recall,mean_same_model_no_action_recall,mean_matched_wrong_recall,mean_source_iou,mean_actual_iou,mean_conditioned_iou,mean_same_model_no_action_iou,mean_matched_wrong_iou,mean_conditioned_vs_actual_seg_logits_mse,mean_same_model_no_action_vs_actual_seg_logits_mse,mean_matched_wrong_vs_actual_seg_logits_mse,mean_seg_gain_vs_same_model_no_action,mean_seg_gain_vs_matched_wrong
per_case,HEM_PA107.nii.gz,blur,4,965.4516296386719,353.78564453125,267.916748046875,16.221625089645386,0.0754399886354804,0.17687229067087173,0.23689795285463333,0.23574615642428398,0.23483607545495033,-0.00115179643034935,-0.0020618773996829987,0.17570233391597867,0.14627216942608356,-0.007753554731607437,0.36665030278033184,0.0,0.7824050862303301,0.7602091456930167,0.7756485849056604,0.7815119040508169,0.7817076344007939,0.35659736172492296,0.32991966607936907,0.34754508548153706,0.36175044563279857,0.3561027729169471,0.23655995845150274,0.22098742940426305,0.2326668261896928,0.23368446526703338,0.23588153239994236,0.7032990941921734,0.6828769492539546,0.6964285714285714,0.7027470778553614,0.7027366644958855,18.65197229385376,18.206294059753418,18.058585166931152,-0.005863319145156587,-0.006059049495133556
per_case,HEM_PA107.nii.gz,all,8,678.6946220397949,185.0036348104477,267.916748046875,185.0036348104477,0.10447515221312642,0.17687229067087173,0.13794580777175725,0.1465681972913444,0.15302516799420118,0.00862238951958716,0.015079360222443938,0.10716176504502073,0.07637802185490727,-0.007334303576499224,0.20402079208797658,0.0,0.7824050862303301,0.7694860903927045,0.7786781096532271,0.7815119040508169,0.7786781096532271,0.35659736172492296,0.33866551155951014,0.3518239291992421,0.36175044563279857,0.3518239291992421,0.23655995845150274,0.228692799438769,0.23427417929481759,0.23368446526703338,0.23427417929481759,0.7032990941921734,0.6908688154091857,0.6995826179622284,0.7027470778553614,0.6995826179622284,11.122311472892761,14.651203155517578,16.69576847553253,-0.002833794397589809,0.0
per_case,HEM_PA81.nii.gz,gamma,4,506.4076385498047,16.564908266067505,252.46961975097656,332.6700668334961,0.1257195547223091,0.16631051152944565,0.07008130475878716,0.08397865667939186,0.09463916905224323,0.013897351920604706,0.024557864293456078,0.04509058827534318,0.023103646162780933,-0.0010622651316225529,0.03543662616248239,0.0,0.5371957021728497,0.5500359004156506,0.5365955248165556,0.5385419491679788,0.5310671403348749,0.37299269180944933,0.3578745722534289,0.3727232825247546,0.37297979797979797,0.36168550928009746,0.23458351803199523,0.25832135044453813,0.23393752319995387,0.2363061709174388,0.23210224917921718,0.45163457641310695,0.4643256475569817,0.45106336544585635,0.45290942118177346,0.4456819839784177,14.503149628639221,17.093647956848145,19.846812963485718,-0.0019464243514233093,0.005528384481680637
per_case,HEM_PA81.nii.gz,blur,4,1264.0138092041016,332.6700668334961,252.46961975097656,16.564908266067505,0.07116540800780058,0.16631051152944565,0.46008362993597984,0.4700414165854454,0.5387824960052967,0.009957786649465561,0.07869886606931686,0.3618602342903614,0.34964513406157494,0.028092067179386504,0.3250081183369193,0.0,0.5371957021728497,0.5453968861362939,0.5310671403348749,0.5385419491679788,0.5365955248165556,0.37299269180944933,0.3652518241452357,0.36168550928009746,0.37297979797979797,0.3727232825247546,0.23458351803199523,0.2495134766955337,0.23210224917921718,0.2363061709174388,0.23393752319995387,0.45163457641310695,0.45964175237603694,0.4456819839784177,0.45290942118177346,0.45106336544585635,83.68493318557739,86.26223611831665,115.36084175109863,-0.007474808833103946,-0.005528384481680637
per_case,HEM_PA81.nii.gz,all,8,885.2107238769531,174.6174875497818,252.46961975097656,174.6174875497818,0.09844248136505485,0.16631051152944565,0.2650824673473835,0.27701003663241863,0.31671083252876997,0.011927569285035133,0.05162836518138647,0.2034754112828523,0.18637439011217793,0.013514901023881976,0.18022237224970084,0.0,0.5371957021728497,0.5477163932759723,0.5338313325757151,0.5385419491679788,0.5338313325757151,0.37299269180944933,0.3615631981993323,0.36720439590242604,0.37297979797979797,0.36720439590242604,0.23458351803199523,0.25391741357003594,0.23301988618958552,0.2363061709174388,0.23301988618958552,0.4516345764131069,0.46198369996650934,0.448372674712137,0.4529094211817735,0.448372674712137,49.09404140710831,51.6779420375824,67.60382735729218,-0.004710616592263628,0.0
per_case,HEM_PA89.nii.gz,gamma,4,328.06927490234375,14.871931791305542,249.8692741394043,360.6405944824219,0.12507058680057526,0.1810477338731289,0.02746626641601324,0.04547685477882624,0.06404311303049326,0.018010588362812996,0.03657684661448002,0.006658534402959049,-0.05566747114062309,-0.06310614664107561,0.04570907196642461,0.0,0.2900153537059807,0.2888759706645291,0.2897227194548643,0.29266279474145374,0.28804893442565016,0.33000742469041355,0.3236090672533126,0.33081438248180534,0.3400506038038984,0.33299656107575926,0.2607757601867969,0.2622934352153384,0.2598722548672824,0.25876181012713584,0.2558818381147163,0.18242181405215596,0.18132672254487855,0.1821565562476743,0.18436656632077486,0.18091269376224156,2.497611403465271,9.781776905059814,15.98576021194458,-0.0029400752865894747,0.0016737850292141282
per_case,HEM_PA89.nii.gz,blur,4,995.4381408691406,360.6405944824219,249.8692741394043,14.871931791305542,0.08763267658650875,0.1810477338731289,0.20393462851643562,0.2154274508357048,0.249442957341671,0.01149282231926918,0.04550832882523537,0.4299766346812248,0.3914524242281914,-0.02434229466598481,0.3626879406451966,0.0,0.2900153537059807,0.2695648834157888,0.28804893442565016,0.29266279474145374,0.2897227194548643,0.33000742469041355,0.2998459443517113,0.33299656107575926,0.3400506038038984,0.33081438248180534,0.2607757601867969,0.24745430607572955,0.2558818381147163,0.25876181012713584,0.2598722548672824,0.18242181405215596,0.1664741604119423,0.18091269376224156,0.18436656632077486,0.1821565562476743,19.131465196609497,22.059935092926025,38.24242353439331,-0.004613860315803603,-0.0016737850292141282
per_case,HEM_PA89.nii.gz,all,8,661.7537078857422,187.7562631368637,249.8692741394043,187.7562631368637,0.106351631693542,0.1810477338731289,0.11570044746622443,0.13045215280726552,0.15674303518608212,0.014751705341041088,0.04104258771985769,0.21831758454209194,0.16789247654378414,-0.04372422065353021,0.20419850630581063,0.0,0.2900153537059807,0.2792204270401589,0.2888858269402572,0.29266279474145374,0.2888858269402572,0.33000742469041355,0.31172750580251196,0.3319054717787823,0.3400506038038984,0.3319054717787823,0.2607757601867969,0.25487387064553396,0.25787704649099935,0.25876181012713584,0.25787704649099935,0.182421814052156,0.17390044147841044,0.18153462500495793,0.18436656632077483,0.18153462500495793,10.814538300037384,15.92085599899292,27.114091873168945,-0.003776967801196539,0.0
per_case,HEM_PA101.nii.gz,gamma,4,422.03678131103516,16.43904185295105,261.08650970458984,343.30960845947266,0.129974115639925,0.17147482931613922,0.049137833062559366,0.06083168741315603,0.07013632263988256,0.011693854350596666,0.0209984895773232,0.03578212222782895,0.07831185171380639,0.07063821970950812,0.042202556197001466,0.0,0.46719536160042485,0.4645271909824282,0.46670612517452803,0.4673876436371357,0.4605619140235388,0.2575938096636804,0.2248053565867331,0.2590311986863711,0.2635889990426382,0.2430645579465906,0.1927716915291468,0.20643099445286323,0.19144341410743002,0.18960942966907182,0.1892751880326433,0.39114315808033706,0.38934146428720495,0.39076735134554064,0.39155988356390475,0.3856503480123143,9.228349030017853,12.812806367874146,15.315376281738281,-0.0006815184626076942,0.00614421115098919
per_case,HEM_PA101.nii.gz,blur,4,958.4919586181641,343.30960845947266,261.08650970458984,16.43904185295105,0.07197840977460146,0.17147482931613922,0.2408946007490158,0.23979869112372398,0.23341983929276466,-0.0010959096252918243,-0.007474761456251144,0.12472600303590298,0.1041951160877943,0.0020450425799936056,0.36302541009718564,0.0,0.46719536160042485,0.453058866917595,0.4605619140235388,0.4673876436371357,0.46670612517452803,0.2575938096636804,0.28202979395319944,0.2430645579465906,0.2635889990426382,0.2590311986863711,0.1927716915291468,0.17385025511268054,0.1892751880326433,0.18960942966907182,0.19144341410743002,0.39114315808033706,0.38121846949015076,0.3856503480123143,0.39155988356390475,0.39076735134554064,33.789255142211914,33.5109338760376,27.299529552459717,-0.006825729613596884,-0.00614421115098919
per_case,HEM_PA101.nii.gz,all,8,690.2643699645996,179.87432515621185,261.08650970458984,179.87432515621185,0.10097626270726323,0.17147482931613922,0.1450162169057876,0.15031518926844,0.15177808096632361,0.005298972362652421,0.006761864060536027,0.08025406263186596,0.09125348390080035,0.03634163114475086,0.20261398314709356,0.0,0.46719536160042485,0.4587930289500116,0.4636340195990334,0.4673876436371357,0.4636340195990334,0.2575938096636804,0.2534175752699662,0.25104787831648084,0.2635889990426382,0.25104787831648084,0.1927716915291468,0.1901406247827719,0.19035930107003665,0.18960942966907182,0.19035930107003665,0.39114315808033706,0.3852799668886778,0.38820884967892744,0.3915598835639048,0.38820884967892744,21.508802086114883,23.16187012195587,21.307452917099,-0.0037536240381022892,0.0
per_case,HCC_10020116_20180118.nii.gz,gamma,4,282.4252700805664,13.137023210525513,264.19979095458984,371.17047119140625,0.13250492699444294,0.1864539049565792,0.02031024405732751,0.0356410164386034,0.05335700046271086,0.015330772381275892,0.03304675640538335,0.02604320552200079,0.00023957714438438416,-0.015576900914311409,0.04703135731918173,0.0,0.44087329670101777,0.42641860477490273,0.43915009625882195,0.4458768135021976,0.4105587120936819,0.41102549877286954,0.41415304261828967,0.411373426998427,0.414986364986365,0.3872375749164285,0.4757737664970927,0.439933972661636,0.47146370720790054,0.48189419519256815,0.4371126377747946,0.3125580205137381,0.2992282433190822,0.3109571513530458,0.317346411016827,0.28272787208083894,3.008304685354233,9.576691150665283,15.43297290802002,-0.006726717243375618,0.028591384165140094
per_case,HCC_10020116_20180118.nii.gz,blur,4,928.4335479736328,371.17047119140625,264.19979095458984,13.137023210525513,0.08636381849646568,0.1864539049565792,0.1670122891664505,0.17962795868515968,0.2193138636648655,0.012615669518709183,0.05230157449841499,0.4817359372973442,0.4362049773335457,-0.012630284425540594,0.39878920673506363,0.0,0.44087329670101777,0.37194642327837385,0.4105587120936819,0.4458768135021976,0.43915009625882195,0.41102549877286954,0.3552313518532755,0.3872375749164285,0.414986364986365,0.411373426998427,0.4757737664970927,0.3906790979781664,0.4371126377747946,0.48189419519256815,0.47146370720790054,0.3125580205137381,0.24737878591548024,0.28272787208083894,0.317346411016827,0.3109571513530458,14.980684518814087,18.296741485595703,37.99746608734131,-0.03531810140851571,-0.028591384165140094
per_case,HCC_10020116_20180118.nii.gz,all,8,605.4294090270996,192.15374720096588,264.19979095458984,192.15374720096588,0.10943437274545431,0.1864539049565792,0.093661266611889,0.10763448756188154,0.13633543206378818,0.013973220949992537,0.04267416545189917,0.2538895714096725,0.21822227723896503,-0.014103592669926002,0.2229102820271227,0.0,0.4408732967010178,0.3991825140266383,0.424854404176252,0.44587681350219766,0.424854404176252,0.41102549877286954,0.3846921972357826,0.3993055009574278,0.414986364986365,0.3993055009574278,0.4757737664970927,0.41530653531990125,0.45428817249134756,0.4818941951925681,0.45428817249134756,0.3125580205137381,0.27330351461728125,0.2968425117169423,0.317346411016827,0.2968425117169423,8.99449460208416,13.936716318130493,26.715219497680664,-0.021022409325945665,0.0
overall_case_macro,__all__,gamma,0,404.9118700027466,15.438489019870758,255.80112886428833,349.20176792144775,0.12766787316650152,0.17487529525533319,0.04420631407992914,0.05879160889890045,0.07258854550309479,0.014585294818971306,0.02838223142316565,0.035514719085767865,0.03218085731168685,0.015199522822513245,0.04012346814692807,0.0,0.5287138799151472,0.5283459156275631,0.528246971713364,0.5307504057919177,0.5199357974340394,0.32489625734588257,0.3108984934272559,0.32576891119780366,0.3310245163646261,0.3144253021868059,0.2529887176317691,0.2579811461470377,0.2517197112287449,0.2530573636145653,0.24546976624341854,0.440139134690447,0.43965801471555327,0.4397092165389144,0.4422173544337909,0.4319183908540077,6.54745027795434,11.89943577349186,16.0840602517128,-0.0025034340785536676,0.008311174279324575
overall_case_macro,__all__,blur,0,1009.2985172271729,349.20176792144775,255.80112886428833,15.438489019870758,0.0787798915989697,0.17487529525533319,0.24794376222416759,0.25348882051184773,0.2785523501224816,0.005545058287680149,0.030608587898314,0.3086840571486391,0.284697043010965,0.005367509242660162,0.35919237487945965,0.0,0.5287138799151472,0.5091084099856856,0.5199357974340394,0.5307504057919177,0.528246971713364,0.32489625734588257,0.30522338338756894,0.3144253021868059,0.3310245163646261,0.32576891119780366,0.2529887176317691,0.23963936331908453,0.24546976624341854,0.2530573636145653,0.2517197112287449,0.440139134690447,0.4226948873257516,0.4319183908540077,0.4422173544337909,0.4397092165389144,30.5065259039402,32.186893463134766,43.91457948088646,-0.010814608357878243,-0.008311174279324575
overall_case_macro,__all__,all,0,707.1051936149597,182.32012847065926,255.80112886428833,182.32012847065926,0.10322388238273561,0.17487529525533319,0.14607503815204836,0.1561402147053741,0.1755704478127882,0.010065176553325728,0.029495409660739824,0.1720993881172035,0.15843895016132592,0.010283516032586704,0.1996579215131939,0.0,0.5287138799151472,0.5187271628066243,0.5240913845737017,0.5307504057919177,0.5240913845737017,0.32489625734588257,0.30806093840741244,0.32009710669230484,0.3310245163646261,0.32009710669230484,0.2529887176317691,0.24881025473306115,0.24859473873608173,0.2530573636145653,0.24859473873608173,0.440139134690447,0.4311764510206524,0.435813803696461,0.4422173544337909,0.435813803696461,18.52698809094727,22.043164618313313,29.99931986629963,-0.006659021218215955,0.0
