variant,step,case,patch_index,loss,gradient_norm,student_parameter_delta_norm,update_delta_norm,weight_decay,training_patch_kind,trainable_parameter_count,peak_cuda_allocated_mb,peak_cuda_reserved_mb
A0_confidence_rank,1,CYST_PA62.nii.gz,1,0.00012270813749637455,0.01616240106523037,0.0763571634888649,0.0763571634888649,0.0,foreground,83578981,0.0,0.0
A0_confidence_rank,2,HEM_PA107.nii.gz,1,0.0003301598771940917,0.036246027797460556,0.10057602822780609,0.053819477558135986,0.0,foreground,83578981,0.0,0.0
A0_confidence_rank,3,HEM_PA29.nii.gz,1,0.001196470344439149,0.18947547674179077,0.11609122157096863,0.05658205598592758,0.0,foreground,83578981,0.0,0.0
A1_world,1,CYST_PA62.nii.gz,1,0.0005681522306986153,0.039025306701660156,0.08238536864519119,0.08238536864519119,0.0,foreground,83578981,0.0,0.0
A1_world,2,HEM_PA107.nii.gz,1,0.0008110935450531542,0.09551066905260086,0.11286358535289764,0.059860557317733765,0.0,foreground,83578981,0.0,0.0
A1_world,3,HEM_PA29.nii.gz,1,0.0010021489579230547,0.1216617226600647,0.13247829675674438,0.04291955381631851,0.0,foreground,83578981,0.0,0.0
A2_joint_product,1,CYST_PA62.nii.gz,1,2.4934304747148417e-05,0.001789557165466249,0.054894063621759415,0.054894063621759415,0.0,foreground,83578981,0.0,0.0
A2_joint_product,2,HEM_PA107.nii.gz,1,1.5358762539108284e-05,0.0015728053404018283,0.0817810520529747,0.038775645196437836,0.0,foreground,83578981,0.0,0.0
A2_joint_product,3,HEM_PA29.nii.gz,1,2.1956704586045817e-05,0.0035909584257751703,0.09886224567890167,0.03643499314785004,0.0,foreground,83578981,0.0,0.0
