split,case,patch_index,patch_kind,source_prompt,target_prompt,prompt_pair,text_embedding_cosine,text_embedding_delta_norm,text_embedding_source_norm,text_embedding_target_norm,state_normalized_mse,intermediate_mask_logit_normalized_mse,intermediate_soft_dice,intermediate_binary_dice,intermediate_probability_mae,intermediate_source_probability_mean,intermediate_target_probability_mean,intermediate_source_foreground_voxels,intermediate_target_foreground_voxels,intermediate_target_to_source_foreground_ratio,intermediate_both_empty,intermediate_source_to_empty_collapse,final_soft_dice,final_binary_dice,final_probability_mae,final_source_probability_mean,final_target_probability_mean,final_source_foreground_voxels,final_target_foreground_voxels,final_target_to_source_foreground_ratio,final_both_empty,final_source_to_empty_collapse
train,HEM_PA99.nii.gz,0,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.00014445136184804142,4.1381208575330675e-05,0.9892430305480957,1.0,8.180793960007107e-14,3.5502387162912596e-13,4.315717705080657e-13,0.0,0.0,0.0,1,0,0.9967364072799683,1.0,3.683442877760268e-17,2.1289674173891347e-16,2.4971828304257257e-16,0.0,0.0,0.0,1,0
train,HEM_PA99.nii.gz,0,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.00014393762103281915,4.104684921912849e-05,0.9892430305480957,1.0,8.180793960007107e-14,4.315717705080657e-13,3.5502387162912596e-13,0.0,0.0,0.0,1,0,0.9967364072799683,1.0,3.683442877760268e-17,2.4971828304257257e-16,2.1289674173891347e-16,0.0,0.0,0.0,1,0
train,HEM_PA99.nii.gz,0,context,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.000250958779361099,2.796433363982942e-05,0.9901283979415894,1.0,4.5492537010692266e-14,3.5502387162912596e-13,3.6618757613855746e-13,0.0,0.0,0.0,1,0,0.9970152378082275,1.0,2.3602425837092045e-17,2.1289674173891347e-16,2.1007023249859527e-16,0.0,0.0,0.0,1,0
train,HEM_PA99.nii.gz,0,context,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.00034854665864259005,0.00011595558316912502,0.9883370399475098,1.0,1.6492827882488154e-13,3.5502387162912596e-13,4.986055513779564e-13,0.0,0.0,0.0,1,0,0.9964176416397095,1.0,8.219615661089611e-17,2.1289674173891347e-16,2.9505476863229334e-16,0.0,0.0,0.0,1,0
train,HEM_PA99.nii.gz,0,context,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.003435999620705843,0.0005899534444324672,0.9911252856254578,1.0,1.0854567976869775e-13,3.5502387162912596e-13,2.9270520469221184e-13,0.0,0.0,0.0,1,0,0.9923126101493835,1.0,6.699385808950418e-16,2.1289674173891347e-16,8.816372077649539e-16,0.0,0.0,0.0,1,0
train,HEM_PA99.nii.gz,1,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.002723502926528454,0.0019781675655394793,0.9527974724769592,0.9833934903144836,0.00196186569519341,0.04904129356145859,0.05074679106473923,682.0,703.0,1.030791788856305,0,0,0.9587623476982117,0.9926882386207581,0.0006809516926296055,0.04128679260611534,0.04082572087645531,292766.0,289721.0,0.9895992020931392,0,0
train,HEM_PA99.nii.gz,1,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.0026582577265799046,0.0018381631234660745,0.9527974724769592,0.9833934903144836,0.00196186569519341,0.05074679106473923,0.04904129356145859,703.0,682.0,0.9701280227596017,0,0,0.9587623476982117,0.9926882386207581,0.0006809516926296055,0.04082572087645531,0.04128679260611534,289721.0,292766.0,1.010510111452052,0,0
train,HEM_PA99.nii.gz,1,context,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.003718768712133169,0.0010518264025449753,0.956658124923706,0.9948717951774597,0.0008834603358991444,0.04904129356145859,0.04902765154838562,682.0,683.0,1.001466275659824,0,0,0.9607872366905212,0.9965956807136536,0.0003025507612619549,0.04128679260611534,0.04104900360107422,292766.0,291202.0,0.9946578496136846,0,0
train,HEM_PA99.nii.gz,1,context,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.0049102031625807285,0.0007844649953767657,0.9548590779304504,0.9876722097396851,0.0015083871548995376,0.04904129356145859,0.05040925741195679,682.0,697.0,1.0219941348973607,0,0,0.9590447545051575,0.9933227896690369,0.000619852973613888,0.04128679260611534,0.04080421105027199,292766.0,289514.0,0.9888921527773034,0,0
train,HEM_PA99.nii.gz,1,context,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.08724159747362137,0.022962184622883797,0.8844751119613647,0.9244992136955261,0.008305339142680168,0.04904129356145859,0.04344053193926811,682.0,616.0,0.9032258064516129,0,0,0.9189714193344116,0.9493001103401184,0.004735216032713652,0.04128679260611534,0.038561515510082245,292766.0,277058.0,0.9463462287287459,0,0
train,HEM_PA99.nii.gz,2,foreground,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.0022303659934550524,0.001210445654578507,0.9751757383346558,0.9879253506660461,0.000585811969358474,0.03315986320376396,0.03364863246679306,451.0,460.0,1.0199556541019956,0,0,0.9527090787887573,0.9942435622215271,0.00041372200939804316,0.03301870450377464,0.0329732708632946,233861.0,233618.0,0.9989609212309877,0,0
train,HEM_PA99.nii.gz,2,foreground,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.002190618310123682,0.0011428697034716606,0.9751757383346558,0.9879253506660461,0.000585811969358474,0.03364863246679306,0.03315986320376396,460.0,451.0,0.9804347826086957,0,0,0.9527090787887573,0.9942435622215271,0.00041372200939804316,0.0329732708632946,0.03301870450377464,233618.0,233861.0,1.0010401595767449,0,0
train,HEM_PA99.nii.gz,2,foreground,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.003796469187363982,0.0010705054737627506,0.9783586263656616,0.9944751262664795,0.0003601913631428033,0.03315986320376396,0.03310582786798477,451.0,454.0,1.0066518847006651,0,0,0.9539581537246704,0.995505690574646,0.00032547509181313217,0.03301870450377464,0.032817259430885315,233861.0,232505.0,0.994201683906252,0,0
train,HEM_PA99.nii.gz,2,foreground,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.00462885107845068,0.0005421066889539361,0.9760321974754333,0.9900771975517273,0.0006067703361622989,0.03315986320376396,0.03347032517194748,451.0,456.0,1.0110864745011086,0,0,0.9524312019348145,0.9942455887794495,0.00042723194928839803,0.03301870450377464,0.03301383554935455,233861.0,233953.0,1.000393396077157,0,0
train,HEM_PA99.nii.gz,2,foreground,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.08400603383779526,0.011862310580909252,0.9206171631813049,0.943483293056488,0.0044892397709190845,0.03315986320376396,0.02972203679382801,451.0,416.0,0.9223946784922394,0,0,0.8972576260566711,0.9306620359420776,0.0048003969714045525,0.03301870450377464,0.030050083994865417,233861.0,214364.0,0.9166299639529464,0,0
train,HEM_PA99.nii.gz,3,foreground,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.0026121821720153093,0.0021685233805328608,0.9247425198554993,0.9592061638832092,0.002936987206339836,0.03126107528805733,0.034190017729997635,435.0,472.0,1.085057471264368,0,0,0.9447386264801025,0.9815585017204285,0.0011738433968275785,0.029379094019532204,0.030438652262091637,207723.0,214856.0,1.0343389995330319,0,0
train,HEM_PA99.nii.gz,3,foreground,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.0025676595978438854,0.002016970654949546,0.9247425198554993,0.9592061638832092,0.002936987206339836,0.034190017729997635,0.03126107528805733,472.0,435.0,0.9216101694915254,0,0,0.9447386264801025,0.9815585017204285,0.0011738433968275785,0.030438652262091637,0.029379094019532204,214856.0,207723.0,0.9668010202181927,0,0
train,HEM_PA99.nii.gz,3,foreground,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.004253183491528034,0.001016756403259933,0.934234082698822,0.9836448431015015,0.0009888947242870927,0.03126107528805733,0.03060169331729412,435.0,421.0,0.967816091954023,0,0,0.9479433298110962,0.9881084561347961,0.000729102292098105,0.029379094019532204,0.028845883905887604,207723.0,203914.0,0.9816630801596357,0,0
train,HEM_PA99.nii.gz,3,foreground,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.005379077512770891,0.0010753353126347065,0.9294184446334839,0.9698996543884277,0.0023989160545170307,0.03126107528805733,0.033633843064308167,435.0,462.0,1.0620689655172413,0,0,0.9455311894416809,0.9815574288368225,0.0011629514629021287,0.029379094019532204,0.030436979606747627,207723.0,214669.0,1.0334387621977346,0,0
train,HEM_PA99.nii.gz,3,foreground,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.09744967520236969,0.02150099165737629,0.6633400321006775,0.6595091819763184,0.015557289123535156,0.03126107528805733,0.015886517241597176,435.0,217.0,0.49885057471264366,0,0,0.7915143966674805,0.8139557838439941,0.0095874248072505,0.029379094019532204,0.019905338063836098,207723.0,142898.0,0.6879257472691999,0,0
train,HCC_10140276_20170721.nii.gz,0,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.004878106527030468,0.003995445091277361,0.6955599188804626,0.8695651888847351,0.0006595425074920058,0.001325621153227985,0.0019851636607199907,20.0,26.0,1.3,0,0,0.9641744494438171,0.9906916618347168,8.305537630803883e-05,0.004405133426189423,0.004439382813870907,31097.0,31320.0,1.0071711097533524,0,0
train,HCC_10140276_20170721.nii.gz,0,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.004562762565910816,0.0035600755363702774,0.6955599188804626,0.8695651888847351,0.0006595425074920058,0.0019851636607199907,0.001325621153227985,26.0,20.0,0.7692307692307693,0,0,0.9641744494438171,0.9906916618347168,8.305537630803883e-05,0.004439382813870907,0.004405133426189423,31320.0,31097.0,0.9928799489144317,0,0
train,HCC_10140276_20170721.nii.gz,0,context,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.0035919405054301023,0.0005709652905352414,0.7153754830360413,1.0,0.0001780980237526819,0.001325621153227985,0.0014577822294086218,20.0,20.0,1.0,0,0,0.9676638245582581,0.9957471489906311,4.5003416744293645e-05,0.004405133426189423,0.004383869934827089,31097.0,30979.0,0.9962054217448628,0,0
train,HCC_10140276_20170721.nii.gz,0,context,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.005162952002137899,0.001608172315172851,0.6886975765228271,0.8333333134651184,0.0007123248069547117,0.001325621153227985,0.002037934958934784,20.0,28.0,1.4,0,0,0.9653182625770569,0.9921361207962036,7.166871364461258e-05,0.004405133426189423,0.00440370524302125,31097.0,31086.0,0.9996462681287585,0,0
train,HCC_10140276_20170721.nii.gz,0,context,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.34084394574165344,0.1901380866765976,5.456910301404605e-08,4.9999993478877514e-08,0.001325621153227985,0.001325621153227985,6.628208571601455e-16,20.0,0.0,0.0,0,1,4.9935447776761066e-08,3.2157443374813965e-11,0.004405132960528135,0.004405133426189423,1.0991725585274281e-10,31097.0,0.0,0.0,0,1
train,HCC_10140276_20170721.nii.gz,1,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.002226465381681919,0.001523332903161645,0.9176759719848633,0.9689737558364868,0.001029223552905023,0.01477921660989523,0.01575431600213051,203.0,216.0,1.064039408866995,0,0,0.9519749879837036,0.9902501702308655,0.00030937191331759095,0.01480355579406023,0.014796952717006207,105382.0,105391.0,1.000085403579359,0,0
train,HCC_10140276_20170721.nii.gz,1,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.0021610031835734844,0.0014248418156057596,0.9176759719848633,0.9689737558364868,0.001029223552905023,0.01575431600213051,0.01477921660989523,216.0,203.0,0.9398148148148148,0,0,0.9519749879837036,0.9902501702308655,0.00030937191331759095,0.014796952717006207,0.01480355579406023,105391.0,105382.0,0.9999146037137896,0,0
train,HCC_10140276_20170721.nii.gz,1,context,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.003210590220987797,0.00038445484824478626,0.924352765083313,0.9925925731658936,0.0003196424513589591,0.01477921660989523,0.01483405102044344,203.0,202.0,0.9950738916256158,0,0,0.953615665435791,0.9945600628852844,0.00016542206867597997,0.01480355579406023,0.014735089614987373,105382.0,104914.0,0.995559013873337,0,0
train,HCC_10140276_20170721.nii.gz,1,context,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.004329856485128403,0.0005513973301276565,0.9186838865280151,0.973621129989624,0.0008542793220840394,0.01477921660989523,0.015605580992996693,203.0,214.0,1.0541871921182266,0,0,0.9514745473861694,0.9909574389457703,0.0002967778127640486,0.01480355579406023,0.014755608513951302,105382.0,105178.0,0.9980641855345315,0,0
train,HCC_10140276_20170721.nii.gz,1,context,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.08548402041196823,0.015738965943455696,0.6194925308227539,0.6375839114189148,0.007927794940769672,0.01477921660989523,0.006857000291347504,203.0,95.0,0.46798029556650245,0,0,0.8116581439971924,0.8241687417030334,0.004518695641309023,0.01480355579406023,0.01065518893301487,105382.0,76059.0,0.721745649162096,0,0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.0024737997446209192,0.0011928511084988713,0.9279628992080688,0.9885714054107666,0.0008117718971334398,0.025306500494480133,0.025483109056949615,352.0,348.0,0.9886363636363636,0,0,0.9249592423439026,0.9792608618736267,0.0010512439766898751,0.0257432721555233,0.02505076862871647,182891.0,177828.0,0.9723168444592681,0,0
train,HCC_10140276_20170721.nii.gz,2,foreground,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.002418082905933261,0.0011268950765952468,0.9279628992080688,0.9885714054107666,0.0008117718971334398,0.025483109056949615,0.025306500494480133,348.0,352.0,1.0114942528735633,0,0,0.9249592423439026,0.9792608618736267,0.0010512439766898751,0.02505076862871647,0.0257432721555233,177828.0,182891.0,1.0284713318487528,0,0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.003605666570365429,0.00045808363938704133,0.9310438632965088,0.9841726422309875,0.0007160327513702214,0.025306500494480133,0.02512054517865181,352.0,343.0,0.9744318181818182,0,0,0.9286971092224121,0.9880614876747131,0.0006303119589574635,0.0257432721555233,0.025292737409472466,182891.0,179969.0,0.984023270691286,0,0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.005437495652586222,0.0009474646067246795,0.9273838996887207,0.9814550876617432,0.0010815801797434688,0.025306500494480133,0.02572013810276985,352.0,349.0,0.9914772727272727,0,0,0.9255806803703308,0.9821597337722778,0.0009525052737444639,0.0257432721555233,0.025236129760742188,182891.0,179435.0,0.9811034988052993,0,0
train,HCC_10140276_20170721.nii.gz,2,foreground,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.09310261905193329,0.02115623839199543,0.6075139045715332,0.6117647290229797,0.013986588455736637,0.025306500494480133,0.011617083102464676,352.0,158.0,0.44886363636363635,0,0,0.8210907578468323,0.8427450656890869,0.007037663832306862,0.0257432721555233,0.019405841827392578,182891.0,137277.0,0.750594616465545,0,0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.002011700300499797,0.0008860960369929671,0.9476533532142639,0.9785832166671753,0.0007775998674333096,0.0217799823731184,0.022395262494683266,298.0,309.0,1.0369127516778522,0,0,0.9452425241470337,0.9885644316673279,0.0004501166404224932,0.018487339839339256,0.01825564168393612,132045.0,130469.0,0.9880646749214284,0,0
train,HCC_10140276_20170721.nii.gz,3,foreground,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.00197608326561749,0.0008477387018501759,0.9476533532142639,0.9785832166671753,0.0007775998674333096,0.022395262494683266,0.0217799823731184,309.0,298.0,0.9644012944983819,0,0,0.9452425241470337,0.9885644316673279,0.0004501166404224932,0.01825564168393612,0.018487339839339256,130469.0,132045.0,1.0120794978117407,0,0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.002957965014502406,0.00046220023068599403,0.9513480067253113,0.9899665713310242,0.0003065434575546533,0.0217799823731184,0.02177700586616993,298.0,300.0,1.0067114093959733,0,0,0.9478894472122192,0.9919452667236328,0.0002873994526453316,0.018487339839339256,0.018320800736546516,132045.0,130657.0,0.9894884319739483,0,0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.0043821781873703,0.0005882648401893675,0.9479060769081116,0.9785832166671753,0.0007867761887609959,0.0217799823731184,0.02247760444879532,298.0,309.0,1.0369127516778522,0,0,0.9456018805503845,0.9896560907363892,0.00041132362093776464,0.018487339839339256,0.01825082302093506,132045.0,130428.0,0.987754174713166,0,0
train,HCC_10140276_20170721.nii.gz,3,foreground,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.08199480175971985,0.014119943603873253,0.7313926219940186,0.7346072196960449,0.00907137244939804,0.0217799823731184,0.012811489403247833,298.0,173.0,0.5805369127516778,0,0,0.867343544960022,0.8825821876525879,0.0038601055275648832,0.018487339839339256,0.01524651050567627,132045.0,108123.0,0.8188344882426446,0,0
train,HEM_PA97.nii.gz,0,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.002504137111827731,0.000727247737813741,0.8806807398796082,0.949999988079071,0.0004383592458907515,0.0028572578448802233,0.0030448492616415024,39.0,41.0,1.0512820512820513,0,0,0.9165655374526978,0.9436755776405334,0.0004688526096288115,0.004138535354286432,0.00429995683953166,29438.0,30536.0,1.0372987295332563,0,0
train,HEM_PA97.nii.gz,0,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.002460868563503027,0.0006993752904236317,0.8806807398796082,0.949999988079071,0.0004383592458907515,0.0030448492616415024,0.0028572578448802233,41.0,39.0,0.9512195121951219,0,0,0.9165655374526978,0.9436755776405334,0.0004688526096288115,0.00429995683953166,0.004138535354286432,30536.0,29438.0,0.9640424417081478,0,0
train,HEM_PA97.nii.gz,0,context,liver,liver organ,liver -> liver organ,0.9665619730949402,35.05427551269531,134.92428588867188,136.0437469482422,0.0169869065284729,0.007931416854262352,0.7614189386367798,0.761904776096344,0.0010833326959982514,0.0028572578448802233,0.00177392503246665,39.0,24.0,0.6153846153846154,0,0,0.8924679160118103,0.904911458492279,0.0007238161051645875,0.004138535354286432,0.0034276337828487158,29438.0,24375.0,0.8280114138188736,0,0
train,HEM_PA97.nii.gz,0,context,liver,the liver organ,liver -> the liver organ,0.9619531035423279,37.39681625366211,134.92428588867188,136.0858917236328,0.008982611820101738,0.001338140107691288,0.8572227954864502,0.9014084339141846,0.0005798970232717693,0.0028572578448802233,0.0022773609962314367,39.0,32.0,0.8205128205128205,0,0,0.9329677820205688,0.9571211934089661,0.00034875451819971204,0.004138535354286432,0.003832380287349224,29438.0,27280.0,0.9266933894965691,0,0
train,HEM_PA97.nii.gz,0,context,liver,segment the liver,liver -> segment the liver,0.652979850769043,113.48493957519531,134.92428588867188,137.46250915527344,0.37238574028015137,0.10697530210018158,2.5317266505453517e-08,2.5641025303002607e-08,0.0028572578448802233,0.0028572578448802233,4.184615927561733e-15,39.0,0.0,0.0,0,1,3.416076449491712e-11,3.396969858182608e-11,0.004138535354286432,0.004138535354286432,1.6632696294310064e-16,29438.0,0.0,0.0,0,1
train,HEM_PA97.nii.gz,1,context,liver,the liver,liver -> the liver,0.9907225370407104,18.397459030151367,134.92428588867188,135.1717529296875,0.002543952316045761,0.001599998096935451,0.954116940498352,0.982300877571106,0.001358519308269024,0.0403689369559288,0.04122539982199669,558.0,572.0,1.025089605734767,0,0,0.9200891852378845,0.9844833612442017,0.0012485058978199959,0.03841056674718857,0.037696473300457,276328.0,271277.0,0.9817209982339828,0,0
train,HEM_PA97.nii.gz,1,context,the liver,liver,the liver -> liver,0.9907225370407104,18.397459030151367,135.1717529296875,134.92428588867188,0.002483213786035776,0.0014988930197432637,0.954116940498352,0.982300877571106,0.001358519308269024,0.04122539982199669,0.0403689369559288,572.0,558.0,0.9755244755244755,0,0,0.9200891852378845,0.9844833612442017,0.0012485058978199959,0.037696473300457,0.03841056674718857,271277.0,276328.0,1.018619344802545,0,0
