variant,order,step,round,case,patch_index,patch_kind,augmentation,loss,gradient_norm,update_delta_norm,learning_rate,weight_decay,base_trainable_parameters,lora_trainable_parameters
A0_confidence_rank,reverse,2,1,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.009836866520345211,0.01450461708009243,0.03886489197611809,0.0001,0.0,0,589824
A0_confidence_rank,reverse,3,1,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.3105022609233856,0.4314843416213989,0.035910945385694504,0.0001,0.0,0,589824
A0_confidence_rank,reverse,4,1,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.004400065168738365,0.007989255711436272,0.030098598450422287,0.0001,0.0,0,589824
A0_confidence_rank,reverse,5,2,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.09464087337255478,0.2061922699213028,0.03399576246738434,0.0001,0.0,0,589824
A0_confidence_rank,reverse,6,2,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.009156323038041592,0.019618486985564232,0.030456997454166412,0.0001,0.0,0,589824
A0_confidence_rank,reverse,7,2,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.2876199185848236,0.591670572757721,0.03512721508741379,0.0001,0.0,0,589824
A0_confidence_rank,reverse,8,2,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.004058103077113628,0.010337512008845806,0.031329162418842316,0.0001,0.0,0,589824
A0_confidence_rank,reverse,9,3,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.08106006681919098,0.2626367211341858,0.03441829979419708,0.0001,0.0,0,589824
A0_confidence_rank,reverse,10,3,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.008240773342549801,0.02309522032737732,0.031449176371097565,0.0001,0.0,0,589824
A0_confidence_rank,reverse,11,3,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.25364190340042114,0.7235743999481201,0.036396391689777374,0.0001,0.0,0,589824
A0_confidence_rank,reverse,12,3,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0036078467965126038,0.011831134557723999,0.03298952057957649,0.0001,0.0,0,589824
A0_confidence_rank,reverse,13,4,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.063654825091362,0.28371936082839966,0.035324566066265106,0.0001,0.0,0,589824
A0_confidence_rank,reverse,14,4,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.007190498989075422,0.024262918159365654,0.03244742378592491,0.0001,0.0,0,589824
A0_confidence_rank,reverse,15,4,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.211500346660614,0.7891186475753784,0.037398431450128555,0.0001,0.0,0,589824
A0_confidence_rank,reverse,16,4,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0031132090371102095,0.01226433552801609,0.03409447893500328,0.0001,0.0,0,589824
A0_confidence_rank,reverse,17,5,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.04531421139836311,0.26313266158103943,0.035661544650793076,0.0001,0.0,0,589824
A0_confidence_rank,reverse,18,5,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.006217410787940025,0.02291911467909813,0.032771624624729156,0.0001,0.0,0,589824
A0_confidence_rank,reverse,19,5,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.1659286469221115,0.7793168425559998,0.03768646717071533,0.0001,0.0,0,589824
A0_confidence_rank,reverse,20,5,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0026565708685666323,0.011975102126598358,0.03442767634987831,0.0001,0.0,0,589824
A1_world,forward,1,1,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.007170171942561865,0.010071828030049801,0.03766772896051407,0.0001,0.0,0,589824
A1_world,forward,2,1,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.463632196187973,0.5108885169029236,0.040496036410331726,0.0001,0.0,0,589824
A1_world,forward,3,1,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.026047801598906517,0.04741332307457924,0.03530658036470413,0.0001,0.0,0,589824
A1_world,forward,4,1,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.09139611572027206,0.14781531691551208,0.036037225276231766,0.0001,0.0,0,589824
A1_world,forward,5,2,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0066551147028803825,0.013625187799334526,0.03189866244792938,0.0001,0.0,0,589824
A1_world,forward,6,2,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.4359167218208313,0.7695869207382202,0.03435457870364189,0.0001,0.0,0,589824
A1_world,forward,7,2,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.02330702915787697,0.06233169883489609,0.03232119232416153,0.0001,0.0,0,589824
A1_world,forward,8,2,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.08240675926208496,0.19848743081092834,0.03353430703282356,0.0001,0.0,0,589824
A1_world,forward,9,3,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.005959938745945692,0.016621636226773262,0.030430933460593224,0.0001,0.0,0,589824
A1_world,forward,10,3,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.39359375834465027,0.9392380118370056,0.035805750638246536,0.0001,0.0,0,589824
A1_world,forward,11,3,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.01980261504650116,0.06715992838144302,0.03379068896174431,0.0001,0.0,0,589824
A1_world,forward,12,3,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.07001742720603943,0.2288035899400711,0.03455321118235588,0.0001,0.0,0,589824
A1_world,forward,13,4,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0051176222041249275,0.017814017832279205,0.031608615070581436,0.0001,0.0,0,589824
A1_world,forward,14,4,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.3389447331428528,1.0529730319976807,0.03711794689297676,0.0001,0.0,0,589824
A1_world,forward,15,4,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.016060248017311096,0.06382747739553452,0.0348629392683506,0.0001,0.0,0,589824
A1_world,forward,16,4,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.0555480532348156,0.2334686666727066,0.03520713001489639,0.0001,0.0,0,589824
A1_world,forward,17,5,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.004247996024787426,0.01692933589220047,0.03227118030190468,0.0001,0.0,0,589824
A1_world,forward,18,5,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.2765563428401947,1.081196665763855,0.03781195357441902,0.0001,0.0,0,589824
A1_world,forward,19,5,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.012732469476759434,0.05458715558052063,0.03527495637536049,0.0001,0.0,0,589824
A1_world,forward,20,5,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.04092732071876526,0.21540583670139313,0.035182226449251175,0.0001,0.0,0,589824
A1_world,reverse,1,1,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.09520004689693451,0.119388148188591,0.038254573941230774,0.0001,0.0,0,589824
A1_world,reverse,2,1,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.026660559698939323,0.043002303689718246,0.04078776389360428,0.0001,0.0,0,589824
A1_world,reverse,3,1,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.45686960220336914,0.5660669207572937,0.03693117946386337,0.0001,0.0,0,589824
A1_world,reverse,4,1,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.00681959418579936,0.012157371267676353,0.03118215501308441,0.0001,0.0,0,589824
A1_world,reverse,5,2,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.0879683643579483,0.15891514718532562,0.033467359840869904,0.0001,0.0,0,589824
A1_world,reverse,6,2,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.02405194565653801,0.05722895637154579,0.03226720169186592,0.0001,0.0,0,589824
A1_world,reverse,7,2,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.42461657524108887,0.7847146391868591,0.036035116761922836,0.0001,0.0,0,589824
A1_world,reverse,8,2,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.006176246330142021,0.015637032687664032,0.032318681478500366,0.0001,0.0,0,589824
A1_world,reverse,9,3,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.07722696661949158,0.20428793132305145,0.03373044356703758,0.0001,0.0,0,589824
A1_world,reverse,10,3,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.020630285143852234,0.06482004374265671,0.032266419380903244,0.0001,0.0,0,589824
A1_world,reverse,11,3,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.3770667016506195,0.9653846621513367,0.037140995264053345,0.0001,0.0,0,589824
A1_world,reverse,12,3,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0053480397909879684,0.017377791926264763,0.03379784896969795,0.0001,0.0,0,589824
A1_world,reverse,13,4,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.06343269348144531,0.2266385555267334,0.03460359945893288,0.0001,0.0,0,589824
A1_world,reverse,14,4,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.016845401376485825,0.0634283646941185,0.032821688801050186,0.0001,0.0,0,589824
A1_world,reverse,15,4,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.3178877532482147,1.073498249053955,0.03803187608718872,0.0001,0.0,0,589824
A1_world,reverse,16,4,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.004461247939616442,0.017006641253829002,0.03476441651582718,0.0001,0.0,0,589824
A1_world,reverse,17,5,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.04841139167547226,0.222605362534523,0.03503149747848511,0.0001,0.0,0,589824
A1_world,reverse,18,5,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.013382427394390106,0.05553693324327469,0.03292809799313545,0.0001,0.0,0,589824
A1_world,reverse,19,5,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.25322386622428894,1.0887902975082397,0.03820541501045227,0.0001,0.0,0,589824
A1_world,reverse,20,5,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0036727525293827057,0.015259689651429653,0.034955333918333054,0.0001,0.0,0,589824
A2_joint_product,forward,1,1,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0012748433509841561,0.0018787465523928404,0.03610534965991974,0.0001,0.0,0,589824
A2_joint_product,forward,2,1,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.09211912751197815,0.13360963761806488,0.040220536291599274,0.0001,0.0,0,589824
A2_joint_product,forward,3,1,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.00941111333668232,0.0168573297560215,0.036081958562135696,0.0001,0.0,0,589824
A2_joint_product,forward,4,1,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.02952534705400467,0.06135929748415947,0.03618091717362404,0.0001,0.0,0,589824
A2_joint_product,forward,5,2,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0011940281838178635,0.0025465581566095352,0.031366292387247086,0.0001,0.0,0,589824
A2_joint_product,forward,6,2,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.08532797545194626,0.19716627895832062,0.03408103063702583,0.0001,0.0,0,589824
A2_joint_product,forward,7,2,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.008462457917630672,0.022772004827857018,0.032637085765600204,0.0001,0.0,0,589824
A2_joint_product,forward,8,2,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.025901097804307938,0.07951691001653671,0.03493374213576317,0.0001,0.0,0,589824
A2_joint_product,forward,9,3,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0010864925570786,0.003164849244058132,0.03137936443090439,0.0001,0.0,0,589824
