variant,case,patches,tp,fp,tn,fn,dice,precision,recall,delta_dice_vs_A_init,delta_precision_vs_A_init,delta_recall_vs_A_init
A0_confidence_rank,__global__,8,1117220,261805,54815040,429039,0.763836947113511,0.8101521002157321,0.7225309602078307,0.055210469419169295,-0.004869831084134635,0.09572911135844653
A1_world,__global__,8,896746,163062,54913783,649513,0.6881987301170691,0.846140055557233,0.5799455330575278,-0.020427747577272615,0.031118124257366264,-0.04685631579185634
A2_joint_product,__global__,8,939452,180831,54896014,606807,0.7046219410757453,0.8385845362287921,0.6075644507162125,-0.004004536618596455,0.023562604928925368,-0.019237398133171713
A_init_no_adaptation,__global__,8,969198,219970,54856875,577061,0.7086264776943417,0.8150219312998668,0.6268018488493842,,,
