table,scope,case,action,comparison_group,layer,patch_count,normalized_mse_to_real_action,delta_cosine_to_real_action,magnitude_ratio_to_real_action,probability_mse_to_real_oracle,probability_mae_to_real_oracle,logits_mse_to_real_oracle,mask_dice_to_real_oracle,mask_iou_to_real_oracle
final,case,HCC_10020116_20180118.nii.gz,gamma,wrong_action_wp,,4,,,,0.0009110926039284095,0.002209303464042023,5.105499163269997,0.9146865598506636,0.8466484533543601
encoder,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999990612268448,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999998360872269,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,1.0000000447034836,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,0.9999999552965164,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,0.9999999105930328,1.0,,,,,
final,case,HCC_10020116_20180118.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HCC_10020116_20180118.nii.gz,blur,identity_source,encoder_stage_2,4,0.20452335849404335,,0.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,identity_source,encoder_stage_3,4,0.12757471576333046,,0.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,identity_source,encoder_stage_4,4,0.11324186809360981,,0.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,identity_source,encoder_stage_5,4,0.1146771740168333,,0.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.08739588223397732,,0.0,,,,,
final,case,HCC_10020116_20180118.nii.gz,blur,identity_source,,4,,,,0.003895139554515481,0.006018048268742859,22.811541378498077,0.7004007215867671,0.5895589089097678
encoder,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.13454892858862877,0.5868985205888748,0.6411571800708771,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.11155124567449093,0.35601332783699036,0.38899412006139755,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.10849463380873203,0.2065950594842434,0.2288278341293335,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.10704542882740498,0.26094284281134605,0.22804561257362366,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.0869587492197752,0.07780265342444181,0.045579373836517334,,,,,
final,case,HCC_10020116_20180118.nii.gz,blur,correct_action_wp,,4,,,,0.003315758513053879,0.0053776977001689374,22.84704127907753,0.7156836486338718,0.6137556075689745
encoder,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.20850369706749916,-0.05294361803680658,0.0967031978070736,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.12870471365749836,-0.058279004879295826,0.05278776399791241,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.11348173581063747,-0.010372612392529845,0.03711162228137255,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.11469420045614243,0.0061205455858726054,0.01999847963452339,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.0869587492197752,0.07780265342444181,0.045579373836517334,,,,,
final,case,HCC_10020116_20180118.nii.gz,blur,wrong_action_wp,,4,,,,0.003867335501126945,0.00598838267615065,22.787643045186996,0.6997906546020871,0.5896562607463669
encoder,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,0.9999997168779373,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999998211860657,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,0.9999999850988388,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000298023224,1.0,,,,,
final,case,HCC_10020116_20180118.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA101.nii.gz,gamma,identity_source,encoder_stage_2,4,0.021712560672312975,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,identity_source,encoder_stage_3,4,0.018626400269567966,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,identity_source,encoder_stage_4,4,0.022575198905542493,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,identity_source,encoder_stage_5,4,0.02773129683919251,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.02309478376992047,,0.0,,,,,
final,case,HEM_PA101.nii.gz,gamma,identity_source,,4,,,,0.0011301868944428861,0.0027468657353893694,1.8777356185019016,0.9685758294898875,0.9412969872720502
encoder,case,HEM_PA101.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.021400676807388663,0.16970539651811123,0.3062133602797985,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.018583698431029916,0.07714144699275494,0.14311517216265202,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.022588520543649793,0.03754137048963457,0.08601343259215355,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.027773426845669746,-0.0002565573086030781,0.04583351220935583,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.02332514082081616,-0.015736758341517998,0.10045074671506882,,,,,
final,case,HEM_PA101.nii.gz,gamma,correct_action_wp,,4,,,,0.0011219517036806792,0.0027511419029907186,1.8912783563137054,0.9686008981377865,0.9413238602571237
encoder,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.09929177723824978,-0.05082671623677015,1.9267646372318268,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.03784129861742258,-0.0582964438945055,1.0009879022836685,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.02992684906348586,-0.05971592850983143,0.5221146568655968,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.0330216190777719,0.007125968812033534,0.5034842118620872,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.02332514082081616,-0.015736758341517998,0.10045074671506882,,,,,
final,case,HEM_PA101.nii.gz,gamma,wrong_action_wp,,4,,,,0.001391986821545288,0.0031472308328377306,2.3699344992637634,0.96311363209054,0.9313425181616115
encoder,case,HEM_PA101.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999987930059433,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999998211860657,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,0.9999999552965164,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,0.9999999552965164,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000894069672,1.0,,,,,
final,case,HEM_PA101.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA101.nii.gz,blur,identity_source,encoder_stage_2,4,0.2009180262684822,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,identity_source,encoder_stage_3,4,0.13444195315241814,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,identity_source,encoder_stage_4,4,0.12782196886837482,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,identity_source,encoder_stage_5,4,0.14485927112400532,,0.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.11284302361309528,,0.0,,,,,
final,case,HEM_PA101.nii.gz,blur,identity_source,,4,,,,0.004805306438356638,0.007201020838692954,14.491708099842072,0.8977832910116972,0.830590961678623
encoder,case,HEM_PA101.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.14702807925641537,0.5247131213545799,0.6287357062101364,,,,,
encoder,case,HEM_PA101.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.12499137781560421,0.27584224566817284,0.3664984554052353,,,,,
encoder,case,HEM_PA101.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.1263108942657709,0.12665650807321072,0.20948530361056328,,,,,
encoder,case,HEM_PA101.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.14702713303267956,0.06061791488900781,0.20575715228915215,,,,,
encoder,case,HEM_PA101.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.11281288415193558,0.023194951354525983,0.04144448321312666,,,,,
final,case,HEM_PA101.nii.gz,blur,correct_action_wp,,4,,,,0.00426994520239532,0.006650542141869963,14.489038586616516,0.9059323573691977,0.8421357638609923
encoder,case,HEM_PA101.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.20383497327566147,-0.02711726794950664,0.09953699074685574,,,,,
encoder,case,HEM_PA101.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.13514061830937862,-0.02518008352490142,0.05222394783049822,,,,,
encoder,case,HEM_PA101.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.12815267406404018,-0.020818745018914342,0.034427059814333916,,,,,
encoder,case,HEM_PA101.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.1448622476309538,0.008672724245116115,0.018647000659257174,,,,,
encoder,case,HEM_PA101.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.11281288415193558,0.023194951354525983,0.04144448321312666,,,,,
final,case,HEM_PA101.nii.gz,blur,wrong_action_wp,,4,,,,0.0048020223621279,0.007209034869447523,14.570413678884506,0.897791876887915,0.8305912752135904
encoder,case,HEM_PA101.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999998658895493,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,1.0,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,1.0000000149011612,1.0,,,,,
encoder,case,HEM_PA101.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0,1.0,,,,,
final,case,HEM_PA101.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA107.nii.gz,gamma,identity_source,encoder_stage_2,4,0.02436136407777667,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,identity_source,encoder_stage_3,4,0.02149268426001072,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,identity_source,encoder_stage_4,4,0.023882884066551924,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,identity_source,encoder_stage_5,4,0.02400011057034135,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.0187095336150378,,0.0,,,,,
final,case,HEM_PA107.nii.gz,gamma,identity_source,,4,,,,0.0004929504138999619,0.0014869714796079138,0.6224411725997925,0.9749953650223894,0.9528987680576586
encoder,case,HEM_PA107.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.02396796364337206,0.1754124779254198,0.2870473638176918,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.021496922709047794,0.070857142098248,0.13575364463031292,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.023870796896517277,0.04404366679955274,0.0810202956199646,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.024030474480241537,0.008143036626279354,0.044743956066668034,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.01894499105401337,-0.01585346180945635,0.10060568898916245,,,,,
final,case,HEM_PA107.nii.gz,gamma,correct_action_wp,,4,,,,0.0004809896709048189,0.0014734279247933819,0.633750207722187,0.9753958497503447,0.9536062845310546
encoder,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.10677781701087952,-0.031672798162617255,1.8233940601348877,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.0405672462657094,-0.029568836849648505,0.9203803241252899,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.032649760600179434,-0.05439041880890727,0.5588240474462509,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.03106206003576517,-0.03507043328136206,0.5220496207475662,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.01894499105401337,-0.01585346180945635,0.10060568898916245,,,,,
final,case,HEM_PA107.nii.gz,gamma,wrong_action_wp,,4,,,,0.0011089601321145892,0.002411092107650283,0.9740956574678421,0.95798589027206,0.9233039845487252
encoder,case,HEM_PA107.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999988228082657,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999997168779373,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,1.0000000447034836,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,1.0000000447034836,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000596046448,1.0,,,,,
final,case,HEM_PA107.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA107.nii.gz,blur,identity_source,encoder_stage_2,4,0.22722166031599045,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,identity_source,encoder_stage_3,4,0.1589220892637968,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,identity_source,encoder_stage_4,4,0.14506400376558304,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,identity_source,encoder_stage_5,4,0.1499411128461361,,0.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.11277339421212673,,0.0,,,,,
final,case,HEM_PA107.nii.gz,blur,identity_source,,4,,,,0.0035895428736694157,0.0054324173834177395,2.9330965876579285,0.8841961014441411,0.8202252951936262
encoder,case,HEM_PA107.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.16478033363819122,0.5225799679756165,0.6075144708156586,,,,,
encoder,case,HEM_PA107.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.14526872895658016,0.29175689443945885,0.34162790328264236,,,,,
encoder,case,HEM_PA107.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.14159591495990753,0.15990359708666801,0.22036174312233925,,,,,
encoder,case,HEM_PA107.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.14653366059064865,0.15642776060849428,0.2069755718111992,,,,,
encoder,case,HEM_PA107.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.11237726174294949,0.06524323066696525,0.04034279379993677,,,,,
final,case,HEM_PA107.nii.gz,blur,correct_action_wp,,4,,,,0.003500069724395871,0.005274000111967821,3.1254682540893555,0.8842858447124377,0.8222155577495746
encoder,case,HEM_PA107.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.230842225253582,-0.03712704451754689,0.09623087011277676,,,,,
encoder,case,HEM_PA107.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.15989304520189762,-0.03706271480768919,0.05074147880077362,,,,,
encoder,case,HEM_PA107.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.1454283408820629,-0.022998827742412686,0.03215495403856039,,,,,
encoder,case,HEM_PA107.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.14997432008385658,0.0027859899564646184,0.01783093297854066,,,,,
encoder,case,HEM_PA107.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.11237726174294949,0.06524323066696525,0.04034279379993677,,,,,
final,case,HEM_PA107.nii.gz,blur,wrong_action_wp,,4,,,,0.0036089378991164267,0.005459617706947287,2.9370953738689423,0.8838959415034449,0.8198632659804845
encoder,case,HEM_PA107.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,0.9999998956918716,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999998956918716,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,0.9999999403953552,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,1.0000000149011612,1.0,,,,,
encoder,case,HEM_PA107.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000596046448,1.0,,,,,
final,case,HEM_PA107.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA29.nii.gz,gamma,identity_source,encoder_stage_2,4,0.028137580957263708,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,identity_source,encoder_stage_3,4,0.02435232838615775,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,identity_source,encoder_stage_4,4,0.03107268363237381,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,identity_source,encoder_stage_5,4,0.03574356436729431,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.02923334576189518,,0.0,,,,,
final,case,HEM_PA29.nii.gz,gamma,identity_source,,4,,,,0.001534219249151647,0.004184867837466464,1.4344192743301392,0.9445940534884338,0.9013180254560246
encoder,case,HEM_PA29.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.02770232269540429,0.1527071613818407,0.2664945125579834,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.02421599766239524,0.08259985875338316,0.12186467833817005,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.031030408572405577,0.04526086477562785,0.07147759012877941,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.03574972087517381,0.01591619523242116,0.03768578823655844,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.02941825008019805,0.0024116910062730312,0.08203111030161381,,,,,
final,case,HEM_PA29.nii.gz,gamma,correct_action_wp,,4,,,,0.0015222674701362848,0.004186876816675228,1.4326061755418777,0.9449124902076294,0.9017427734698963
encoder,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.10994384437799454,-0.02069763350300491,1.7711698412895203,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.043173898942768574,-0.032697358867153525,0.8776616901159286,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.03783173952251673,-0.04279437125660479,0.4272480234503746,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.04271599883213639,-0.036790404410567135,0.4212716370820999,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.02941825008019805,0.0024116910062730312,0.08203111030161381,,,,,
final,case,HEM_PA29.nii.gz,gamma,wrong_action_wp,,4,,,,0.0020591136999428272,0.005027145380154559,1.8559304177761078,0.9331194727702354,0.8838070418054783
encoder,case,HEM_PA29.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999991655349731,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999998062849045,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,0.9999999850988388,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,0.9999998956918716,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000298023224,1.0,,,,,
final,case,HEM_PA29.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA29.nii.gz,blur,identity_source,encoder_stage_2,4,0.22769705951213837,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,identity_source,encoder_stage_3,4,0.15327778458595276,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,identity_source,encoder_stage_4,4,0.13501491956412792,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,identity_source,encoder_stage_5,4,0.16155203990638256,,0.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.12588638626039028,,0.0,,,,,
final,case,HEM_PA29.nii.gz,blur,identity_source,,4,,,,0.006152867805212736,0.010034676641243696,17.30949032306671,0.8433659668681055,0.7674396393976649
encoder,case,HEM_PA29.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.16422687470912933,0.5323646068572998,0.6123600900173187,,,,,
encoder,case,HEM_PA29.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.1432612370699644,0.26477431133389473,0.34607192128896713,,,,,
encoder,case,HEM_PA29.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.1338274832814932,0.11727635934948921,0.19869986176490784,,,,,
encoder,case,HEM_PA29.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.1625450775027275,0.07640199922025204,0.19412357360124588,,,,,
encoder,case,HEM_PA29.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.12567928805947304,0.040363479405641556,0.0387061508372426,,,,,
final,case,HEM_PA29.nii.gz,blur,correct_action_wp,,4,,,,0.0058614169247448444,0.009713167790341433,17.734474301338196,0.848747536058268,0.772510241500755
encoder,case,HEM_PA29.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.23054812476038933,-0.024389405269175768,0.0921911671757698,,,,,
encoder,case,HEM_PA29.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.1539651844650507,-0.02412921586073935,0.04804626200348139,,,,,
encoder,case,HEM_PA29.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.13534275814890862,-0.020132577512413263,0.03347600996494293,,,,,
encoder,case,HEM_PA29.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.16159931756556034,-0.00015800626715645194,0.017445683479309082,,,,,
encoder,case,HEM_PA29.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.12567928805947304,0.040363479405641556,0.0387061508372426,,,,,
final,case,HEM_PA29.nii.gz,blur,wrong_action_wp,,4,,,,0.006168504245579243,0.010059895459580418,17.327752828598022,0.8432450198583572,0.7672428472327422
encoder,case,HEM_PA29.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,0.9999999403953552,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999998360872269,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,0.9999999403953552,1.0,,,,,
encoder,case,HEM_PA29.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000298023224,1.0,,,,,
final,case,HEM_PA29.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA81.nii.gz,gamma,identity_source,encoder_stage_2,4,0.02624827646650374,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,identity_source,encoder_stage_3,4,0.023096170276403427,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,identity_source,encoder_stage_4,4,0.02736474247649312,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,identity_source,encoder_stage_5,4,0.03228096477687359,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.026553342351689935,,0.0,,,,,
final,case,HEM_PA81.nii.gz,gamma,identity_source,,4,,,,0.0022339233400998637,0.004244488314725995,1.660090632736683,0.9624265489467305,0.931800031015501
encoder,case,HEM_PA81.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.025418652221560478,0.1923660859465599,0.2823846712708473,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.02299426239915192,0.08465849049389362,0.14189192280173302,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.0273905738722533,0.029742823215201497,0.0796941677108407,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.03231487097218633,0.004519331036135554,0.040516084991395473,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.026856281328946352,-0.027214170899242163,0.08825413882732391,,,,,
final,case,HEM_PA81.nii.gz,gamma,correct_action_wp,,4,,,,0.0022580728691536933,0.004281782894395863,1.6897832304239273,0.9621840038167442,0.9314432330155924
encoder,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.10300061292946339,-0.048085137736052275,1.788006842136383,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.042053412180393934,-0.0366714196279645,0.9497925043106079,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.033435641787946224,-0.04584091901779175,0.44473789632320404,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.03793978877365589,-0.0036196206929162145,0.4427608922123909,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.026856281328946352,-0.027214170899242163,0.08825413882732391,,,,,
final,case,HEM_PA81.nii.gz,gamma,wrong_action_wp,,4,,,,0.0027664938825182617,0.004883027868346379,1.9563835561275482,0.9553403233888416,0.9198621817621059
encoder,case,HEM_PA81.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999989867210388,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999998211860657,1.0,,,,,
