case_id,case,patch_index,patch_kind,action,layer,feature_shape,mse,normalized_mse,delta_norm,relative_delta,predicted_delta_norm,real_delta_norm,magnitude_ratio,cosine_similarity
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,gamma,encoder_stage_3,1x128x48x48x48,0.03983006626367569,0.021398944780230522,92.4747543334961,0.018033921758128454,92.4747543334961,753.281005859375,0.12276262591806222,0.08726993203163147
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,gamma,encoder_stage_4,1x256x24x24x24,0.06978145241737366,0.023692259564995766,40.19647979736328,0.012414465935216678,40.19647979736328,498.0759582519531,0.08070351345292152,0.06849733740091324
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,gamma,encoder_stage_5,1x320x12x12x12,0.17521676421165466,0.023855362087488174,13.537042617797852,0.006725090621127912,13.537042617797852,311.0093994140625,0.043526152724970554,0.0026390303391963243
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,0.19781996309757233,0.018933679908514023,11.366189002990723,0.013394434551139494,11.366189002990723,116.31755065917969,0.09771688742221389,-0.005428309086710215
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,blur,encoder_stage_2,1x64x96x96x96,0.22474060952663422,0.17593945562839508,2495.93359375,0.2881572077353302,2495.93359375,4231.0498046875,0.5899088190795586,0.5400332808494568
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,blur,encoder_stage_3,1x128x48x48x48,0.28887882828712463,0.15934902429580688,700.0296020507812,0.13651595143718956,700.0296020507812,2135.4072265625,0.3278201896776678,0.32133743166923523
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,blur,encoder_stage_4,1x256x24x24x24,0.42168092727661133,0.1389579027891159,285.14605712890625,0.08806582145087143,285.14605712890625,1245.2530517578125,0.22898643510762012,0.19665834307670593
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,blur,encoder_stage_5,1x320x12x12x12,0.9999493360519409,0.13911302387714386,166.9731903076172,0.08295089760899581,166.9731903076172,757.1170043945312,0.2205381590143338,0.19053468108177185
HEM_PA89.nii.gz,HEM_PA89.nii.gz,2,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,1.1373088359832764,0.10990840196609497,11.366189002990723,0.013394434551139494,11.366189002990723,280.82452392578125,0.040474346200599906,0.05965379253029823
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,gamma,encoder_stage_2,1x64x96x96x96,0.026246849447488785,0.019917722791433334,355.37469482421875,0.04118664872309667,355.37469482421875,1239.693115234375,0.2866634415058698,0.20082823932170868
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,gamma,encoder_stage_3,1x128x48x48x48,0.029762890189886093,0.015945084393024445,95.84107971191406,0.018678951454194907,95.84107971191406,649.75439453125,0.14750354983140415,0.08068892359733582
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,gamma,encoder_stage_4,1x256x24x24x24,0.047577474266290665,0.016104960814118385,40.17115020751953,0.012397695074670893,40.17115020751953,410.5383605957031,0.09784993087912668,0.0540107898414135
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,gamma,encoder_stage_5,1x320x12x12x12,0.12337961047887802,0.017045864835381508,13.537042617797852,0.006764750406465927,13.537042617797852,261.0009460449219,0.05186587567183737,0.011427509598433971
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,0.14513705670833588,0.013969329185783863,11.366189002990723,0.013435611916596365,11.366189002990723,99.68623352050781,0.11401964545738835,0.01529613696038723
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,blur,encoder_stage_2,1x64x96x96x96,0.19077396392822266,0.15275579690933228,2471.5087890625,0.2864389777710926,2471.5087890625,3967.447509765625,0.622946814791887,0.5632906556129456
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,blur,encoder_stage_3,1x128x48x48x48,0.25234711170196533,0.13784591853618622,691.1629028320312,0.13470422440717839,691.1629028320312,1994.314697265625,0.34656661949073253,0.3202376663684845
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,blur,encoder_stage_4,1x256x24x24x24,0.36943235993385315,0.12307928502559662,269.1969909667969,0.08308007591977187,269.1969909667969,1157.947509765625,0.23247771483293214,0.16988086700439453
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,blur,encoder_stage_5,1x320x12x12x12,0.9368538856506348,0.12976433336734772,162.55577087402344,0.08123260361518447,162.55577087402344,726.6366577148438,0.22370984060346663,0.15400756895542145
HEM_PA89.nii.gz,HEM_PA89.nii.gz,3,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,1.0515729188919067,0.10118161886930466,11.366189002990723,0.013435611916596365,11.366189002990723,269.9260559082031,0.04210852844401266,0.04963255673646927
HEM_PA101.nii.gz,HEM_PA101.nii.gz,0,context,gamma,encoder_stage_2,1x64x96x96x96,0.0171962957829237,0.015616199001669884,369.326416015625,0.046797508382965196,369.326416015625,941.630615234375,0.3922200595864212,0.07097036391496658
HEM_PA101.nii.gz,HEM_PA101.nii.gz,0,context,gamma,encoder_stage_3,1x128x48x48x48,0.024112824350595474,0.013718792237341404,102.75159454345703,0.0205858294645177,102.75159454345703,580.1707153320312,0.1771057928779676,0.04881636053323746
HEM_PA101.nii.gz,HEM_PA101.nii.gz,0,context,gamma,encoder_stage_4,1x256x24x24x24,0.06472113728523254,0.021302275359630585,40.322235107421875,0.012249921657849699,40.322235107421875,477.0730285644531,0.084520047651309,0.0046813893131911755
HEM_PA101.nii.gz,HEM_PA101.nii.gz,0,context,gamma,encoder_stage_5,1x320x12x12x12,0.14575788378715515,0.02107454277575016,13.537042617797852,0.006942792867963075,13.537042617797852,283.39300537109375,0.047767737245566606,-0.01348131988197565
