variant,order,step,case,patch_index,patch_kind,tp,fp,tn,fn,dice,precision,recall
A0_confidence_rank,forward,20,HEM_PA29.nii.gz,1,foreground,399883,18655,6523802,135548,0.8383563826497507,0.9554281809537007,0.7468431973494251
A0_confidence_rank,forward,20,HEP_PA28.nii.gz,0,context,0,167590,6910298,0,0.0,0.0,0.0
A0_confidence_rank,forward,20,HEP_PA28.nii.gz,1,foreground,262150,29853,6641771,144114,0.7508589121353293,0.8977647489923049,0.6452700706929484
A0_confidence_rank,forward,20,HEM_PA107.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,20,HEM_PA107.nii.gz,1,foreground,212979,14734,6821837,28338,0.9081679210285056,0.9352957450826259,0.8825694004152215
A0_confidence_rank,reverse,20,CYST_PA62.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,reverse,20,CYST_PA62.nii.gz,1,foreground,253994,38185,6676456,109253,0.7750501200745774,0.8693095670804541,0.6992322028812351
A0_confidence_rank,reverse,20,HEM_PA29.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,reverse,20,HEM_PA29.nii.gz,1,foreground,403475,20761,6521696,131956,0.8408645915718681,0.9510626160910437,0.753551811531271
A0_confidence_rank,reverse,20,HEP_PA28.nii.gz,0,context,0,168123,6909765,0,0.0,0.0,0.0
A0_confidence_rank,reverse,20,HEP_PA28.nii.gz,1,foreground,264305,31657,6639967,141959,0.7527633553870121,0.8930369439319913,0.6505745032786563
A0_confidence_rank,reverse,20,HEM_PA107.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,reverse,20,HEM_PA107.nii.gz,1,foreground,213200,15097,6821474,28117,0.9079797450672255,0.9338712291444916,0.8834852082530448
A1_world,forward,4,CYST_PA62.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A1_world,forward,4,CYST_PA62.nii.gz,1,foreground,218120,28705,6685936,145127,0.715063140088383,0.8837030284614605,0.6004729564180846
A1_world,forward,4,HEM_PA29.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A1_world,forward,4,HEM_PA29.nii.gz,1,foreground,349563,6988,6535469,185868,0.783789358978096,0.9804011207372858,0.6528628338665486
A1_world,forward,4,HEP_PA28.nii.gz,0,context,0,162141,6915747,0,0.0,0.0,0.0
