case,patch_index,patch_kind,method,scope,voxel_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman,disagreement_probability_mse,disagreement_probability_mae,source_gt_dice,real_blur_gt_dice,real_blur_gt_dice_drop_vs_source
HEM_PA89.nii.gz,3,foreground,real_blur,foreground,253318,0.6983396363464104,0.03826508153824103,0.35217106482719657,0.618950033250248,-0.23504249119588838,0.008857827624418715,0.013291594409068878,0.7765177370184954,0.607685156492098,0.16883258052639738
HEM_PA89.nii.gz,3,foreground,imagined_blur,overall,7077888,0.9856136463306568,0.49999992573902496,0.9748911635833508,0.9995607409210355,0.19675775929795997,0.0009933068004976888,0.003342447402280447,0.7765177370184954,0.607685156492098,0.16883258052639738
HEM_PA89.nii.gz,3,foreground,imagined_blur,foreground,253318,0.6983396363464104,0.05179483657623612,0.4649451024917207,0.6769961109979898,-0.055741243486879574,0.0009933068004976888,0.003342447402280447,0.7765177370184954,0.607685156492098,0.16883258052639738
HEM_PA101.nii.gz,0,context,confidence,overall,7077888,1.0,0.5000000596046448,,1.0,,,,1.0,1.0,0.0
HEM_PA101.nii.gz,0,context,confidence,foreground,0,,,,,,,,1.0,1.0,0.0
HEM_PA101.nii.gz,0,context,real_blur,overall,7077888,1.0,0.4999999403953552,,1.0,,0.0,0.0,1.0,1.0,0.0
HEM_PA101.nii.gz,0,context,real_blur,foreground,0,,,,,,0.0,0.0,1.0,1.0,0.0
HEM_PA101.nii.gz,0,context,imagined_blur,overall,7077888,1.0,0.4999999403953552,,1.0,,0.0,0.0,1.0,1.0,0.0
HEM_PA101.nii.gz,0,context,imagined_blur,foreground,0,,,,,,0.0,0.0,1.0,1.0,0.0
HEM_PA101.nii.gz,1,context,confidence,overall,7077888,0.9970046149359809,0.5000000596046448,0.5,0.9970046149359809,,,,0.0,0.0,0.0
HEM_PA101.nii.gz,1,context,confidence,foreground,21201,0.0,0.5000000596046448,,,,,,0.0,0.0,0.0
HEM_PA101.nii.gz,1,context,real_blur,overall,7077888,0.9970046149359809,0.4999999403953552,0.5,0.9970046149359809,,0.0,0.0,0.0,0.0,0.0
HEM_PA101.nii.gz,1,context,real_blur,foreground,21201,0.0,0.4999999403953552,,,,0.0,0.0,0.0,0.0,0.0
HEM_PA101.nii.gz,1,context,imagined_blur,overall,7077888,0.9970046149359809,0.4999999403953552,0.5,0.9970046149359809,,0.0,0.0,0.0,0.0,0.0
HEM_PA101.nii.gz,1,context,imagined_blur,foreground,21201,0.0,0.4999999403953552,,,,0.0,0.0,0.0,0.0,0.0
HEM_PA101.nii.gz,2,foreground,confidence,overall,7077888,0.9794468349880643,0.5000000707374593,0.9631393227028368,0.99917624865015,0.22763372174084273,,,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,2,foreground,confidence,foreground,448484,0.6797789887710598,0.03782087245981029,0.4625339840658119,0.6148243672507854,-0.06055416789590243,,,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,2,foreground,real_blur,overall,7077888,0.9794468349880643,0.49999992826382433,0.9681226105179418,0.9992722123671264,0.23012383859571173,0.009668299140615766,0.014202470120524056,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,2,foreground,real_blur,foreground,448484,0.6797789887710598,0.0470011941437714,0.5090310675543904,0.6815373396731015,0.01459671138340448,0.009668299140615766,0.014202470120524056,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,2,foreground,imagined_blur,overall,7077888,0.9794468349880643,0.4999999286799098,0.965997275670683,0.9991828315943356,0.22937429808353468,0.0014738996052571385,0.0045534848899798685,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,2,foreground,imagined_blur,foreground,448484,0.6797789887710598,0.06762236807194963,0.5519315775918909,0.7072569475022834,0.0839534700546016,0.0014738996052571385,0.0045534848899798685,0.8073748730490603,0.733341128440354,0.07403374460870626
HEM_PA101.nii.gz,3,foreground,confidence,overall,7077888,0.9922123661747685,0.5000000723953822,0.9681324507144433,0.9997027530312482,0.14255125897837762,,,0.8682039682274008,0.7219525599548313,0.14625140827256944
HEM_PA101.nii.gz,3,foreground,confidence,foreground,215163,0.8437835501457035,0.04501634933645681,0.5854408392595014,0.8526540151517652,0.1074965422053408,,,0.8682039682274008,0.7219525599548313,0.14625140827256944
HEM_PA101.nii.gz,3,foreground,real_blur,overall,7077888,0.9922123661747685,0.4999999289254986,0.9664592749279278,0.9996868644397477,0.14203985965067586,0.00955058314656063,0.0145992665159998,0.8682039682274008,0.7219525599548313,0.14625140827256944
HEM_PA101.nii.gz,3,foreground,real_blur,foreground,215163,0.8437835501457035,0.05632969224744343,0.5834092601300032,0.8592967292435673,0.10490693469413265,0.00955058314656063,0.0145992665159998,0.8682039682274008,0.7219525599548313,0.14625140827256944
HEM_PA101.nii.gz,3,foreground,imagined_blur,overall,7077888,0.9922123661747685,0.49999992181172576,0.967890712135464,0.9996619039015716,0.14260576533679933,0.000754530820489997,0.0025406310264517945,0.8682039682274008,0.7219525599548313,0.14625140827256944
HEM_PA101.nii.gz,3,foreground,imagined_blur,foreground,215163,0.8437835501457035,0.12506730766841076,0.6398237473489249,0.8989841806432357,0.1763431791842745,0.000754530820489997,0.0025406310264517945,0.8682039682274008,0.7219525599548313,0.14625140827256944
HCC_10020116_20180118.nii.gz,0,context,confidence,overall,7077888,0.9987312599464699,0.5000000552451388,0.947214345267087,0.9998663789775726,0.5312954443256337,,,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,0,context,confidence,foreground,640,0.65625,0.0016424631382291111,0.4824621212121212,0.6135402272698159,-0.028859969984412967,,,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,0,context,real_blur,overall,7077888,0.9987312599464699,0.4999999468613068,0.9921983012114522,0.9999823602105643,0.3144905703690223,0.0025986432505405027,0.0028293176292545803,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,0,context,real_blur,foreground,640,0.65625,0.0025072770193219187,0.0,0.4415142315954534,-0.8226543862627295,0.0025986432505405027,0.0028293176292545803,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,overall,7077888,0.9987312599464699,0.49999996012861964,0.920242186386508,0.9997981652298068,0.45660847916674174,0.00028198119614610413,0.0004169738846973848,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,foreground,640,0.65625,0.030952564999461175,0.5427218614718615,0.701013290622186,0.0703216431355069,0.00028198119614610413,0.0004169738846973848,0.0855397148676171,0.0,0.0855397148676171
HCC_10020116_20180118.nii.gz,1,context,confidence,overall,7077888,0.9976329097041378,0.5000000670609311,0.996975145090947,0.9999927916815257,0.08366282053683043,,,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,1,context,confidence,foreground,116765,0.9156168372371858,0.018216304077870605,0.8367635461350698,0.9787186920881011,0.3245038086567027,,,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,1,context,real_blur,overall,7077888,0.9976329097041378,0.499999932336129,0.9940707609110716,0.9999822024052061,0.08320759874922282,0.0027437950894130003,0.0041741638306878786,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,1,context,real_blur,foreground,116765,0.9156168372371858,0.038090836594448105,0.7213356914018593,0.9651099711542718,0.21316149679106872,0.0027437950894130003,0.0041741638306878786,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,1,context,imagined_blur,overall,7077888,0.9976329097041378,0.4999999346227671,0.9963700813315179,0.9999888166268517,0.08387199641854831,0.0007330591626466444,0.0017775234389487363,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,1,context,imagined_blur,foreground,116765,0.9156168372371858,0.06614015547309254,0.8564995745373785,0.9838095783816028,0.3436633014255818,0.0007330591626466444,0.0017775234389487363,0.9273391216855034,0.856785246140402,0.0705538755451014
HCC_10020116_20180118.nii.gz,2,foreground,confidence,overall,7077888,0.9952211733217593,0.5000000709266644,0.9928147659032924,0.9999650240579023,0.11773259601922825,,,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,2,foreground,confidence,foreground,210090,0.9128468751487457,0.08364370100119477,0.8581341538374089,0.9828029797950023,0.3502895701733041,,,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,2,foreground,real_blur,overall,7077888,0.9952211733217593,0.49999992971076307,0.9858553880526465,0.9999087917434641,0.11606968944272611,0.005356441837630301,0.008970555342953216,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,2,foreground,real_blur,foreground,210090,0.9128468751487457,0.053644175774662205,0.629984530506379,0.9548500540991668,0.1270224136545796,0.005356441837630301,0.008970555342953216,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,2,foreground,imagined_blur,overall,7077888,0.9952211733217593,0.4999999283647614,0.986620113082877,0.9998747671572774,0.11626893527612088,0.0009779995527736537,0.002966373438741559,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,2,foreground,imagined_blur,foreground,210090,0.9128468751487457,0.11741098445845988,0.827477043090347,0.9807707669640771,0.320635195596664,0.0009779995527736537,0.002966373438741559,0.9189619151668488,0.8122918791475158,0.106670036019333
HCC_10020116_20180118.nii.gz,3,foreground,confidence,overall,7077888,0.9960564507378472,0.5000000709681116,0.993643325795663,0.9999745183318982,0.10717561436394069,,,0.9249669351283347,0.8249301620692385,0.1000367730590962
HCC_10020116_20180118.nii.gz,3,foreground,confidence,foreground,187373,0.9181792467431273,0.10453932357264545,0.8580495210711855,0.9836520276845344,0.34081180631259295,,,0.9249669351283347,0.8249301620692385,0.1000367730590962
HCC_10020116_20180118.nii.gz,3,foreground,real_blur,overall,7077888,0.9960564507378472,0.499999929573303,0.9849838047609153,0.999913282439883,0.1052943860856456,0.004878292657575326,0.008094484374472207,0.9249669351283347,0.8249301620692385,0.1000367730590962
HCC_10020116_20180118.nii.gz,3,foreground,real_blur,foreground,187373,0.9181792467431273,0.05052531116818901,0.6819278676060637,0.9618177436473312,0.17276197093983062,0.004878292657575326,0.008094484374472207,0.9249669351283347,0.8249301620692385,0.1000367730590962
HCC_10020116_20180118.nii.gz,3,foreground,imagined_blur,overall,7077888,0.9960564507378472,0.4999999274884296,0.9914034433664358,0.9999478175593972,0.10675060771362122,0.0009066664131465077,0.0025781046562887815,0.9249669351283347,0.8249301620692385,0.1000367730590962
HCC_10020116_20180118.nii.gz,3,foreground,imagined_blur,foreground,187373,0.9181792467431273,0.1589638554319459,0.8667180862042922,0.9866901641613519,0.3497039278811377,0.0009066664131465077,0.0025781046562887815,0.9249669351283347,0.8249301620692385,0.1000367730590962
