case,patch_index,patch_kind,method,scope,region,voxel_count,reliability_mean
HEM_PA107.nii.gz,2,foreground,imagined_blur,foreground,FN,147758,0.03350428514430957
HEM_PA107.nii.gz,2,foreground,imagined_blur,foreground,TN,0,
HEM_PA107.nii.gz,3,context_fill,confidence,overall,TP,0,
HEM_PA107.nii.gz,3,context_fill,confidence,overall,FP,0,
HEM_PA107.nii.gz,3,context_fill,confidence,overall,FN,1145,0.5000000596046448
HEM_PA107.nii.gz,3,context_fill,confidence,overall,TN,7076743,0.5000000596046448
HEM_PA107.nii.gz,3,context_fill,confidence,foreground,TP,0,
HEM_PA107.nii.gz,3,context_fill,confidence,foreground,FP,0,
HEM_PA107.nii.gz,3,context_fill,confidence,foreground,FN,1145,0.5000000596046448
HEM_PA107.nii.gz,3,context_fill,confidence,foreground,TN,0,
HEM_PA107.nii.gz,3,context_fill,real_blur,overall,TP,0,
HEM_PA107.nii.gz,3,context_fill,real_blur,overall,FP,0,
HEM_PA107.nii.gz,3,context_fill,real_blur,overall,FN,1145,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,real_blur,overall,TN,7076743,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,real_blur,foreground,TP,0,
HEM_PA107.nii.gz,3,context_fill,real_blur,foreground,FP,0,
HEM_PA107.nii.gz,3,context_fill,real_blur,foreground,FN,1145,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,real_blur,foreground,TN,0,
HEM_PA107.nii.gz,3,context_fill,imagined_blur,overall,TP,0,
HEM_PA107.nii.gz,3,context_fill,imagined_blur,overall,FP,0,
HEM_PA107.nii.gz,3,context_fill,imagined_blur,overall,FN,1145,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,imagined_blur,overall,TN,7076743,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,imagined_blur,foreground,TP,0,
HEM_PA107.nii.gz,3,context_fill,imagined_blur,foreground,FP,0,
HEM_PA107.nii.gz,3,context_fill,imagined_blur,foreground,FN,1145,0.4999999403953552
HEM_PA107.nii.gz,3,context_fill,imagined_blur,foreground,TN,0,
HEM_PA81.nii.gz,0,context,confidence,overall,TP,0,
HEM_PA81.nii.gz,0,context,confidence,overall,FP,0,
HEM_PA81.nii.gz,0,context,confidence,overall,FN,0,
HEM_PA81.nii.gz,0,context,confidence,overall,TN,7077888,0.5000000596046448
HEM_PA81.nii.gz,0,context,confidence,foreground,TP,0,
HEM_PA81.nii.gz,0,context,confidence,foreground,FP,0,
HEM_PA81.nii.gz,0,context,confidence,foreground,FN,0,
HEM_PA81.nii.gz,0,context,confidence,foreground,TN,0,
HEM_PA81.nii.gz,0,context,real_blur,overall,TP,0,
HEM_PA81.nii.gz,0,context,real_blur,overall,FP,0,
HEM_PA81.nii.gz,0,context,real_blur,overall,FN,0,
HEM_PA81.nii.gz,0,context,real_blur,overall,TN,7077888,0.4999999403953552
HEM_PA81.nii.gz,0,context,real_blur,foreground,TP,0,
HEM_PA81.nii.gz,0,context,real_blur,foreground,FP,0,
HEM_PA81.nii.gz,0,context,real_blur,foreground,FN,0,
HEM_PA81.nii.gz,0,context,real_blur,foreground,TN,0,
HEM_PA81.nii.gz,0,context,imagined_blur,overall,TP,0,
HEM_PA81.nii.gz,0,context,imagined_blur,overall,FP,0,
HEM_PA81.nii.gz,0,context,imagined_blur,overall,FN,0,
HEM_PA81.nii.gz,0,context,imagined_blur,overall,TN,7077888,0.4999999403953552
HEM_PA81.nii.gz,0,context,imagined_blur,foreground,TP,0,
HEM_PA81.nii.gz,0,context,imagined_blur,foreground,FP,0,
HEM_PA81.nii.gz,0,context,imagined_blur,foreground,FN,0,
HEM_PA81.nii.gz,0,context,imagined_blur,foreground,TN,0,
HEM_PA81.nii.gz,1,context,confidence,overall,TP,0,
HEM_PA81.nii.gz,1,context,confidence,overall,FP,0,
HEM_PA81.nii.gz,1,context,confidence,overall,FN,126,0.5000000596046448
HEM_PA81.nii.gz,1,context,confidence,overall,TN,7077762,0.5000000596046448
HEM_PA81.nii.gz,1,context,confidence,foreground,TP,0,
HEM_PA81.nii.gz,1,context,confidence,foreground,FP,0,
HEM_PA81.nii.gz,1,context,confidence,foreground,FN,126,0.5000000596046448
HEM_PA81.nii.gz,1,context,confidence,foreground,TN,0,
HEM_PA81.nii.gz,1,context,real_blur,overall,TP,0,
HEM_PA81.nii.gz,1,context,real_blur,overall,FP,0,
HEM_PA81.nii.gz,1,context,real_blur,overall,FN,126,0.012777113252215914
HEM_PA81.nii.gz,1,context,real_blur,overall,TN,7077762,0.50000859861489
HEM_PA81.nii.gz,1,context,real_blur,foreground,TP,0,
HEM_PA81.nii.gz,1,context,real_blur,foreground,FP,0,
HEM_PA81.nii.gz,1,context,real_blur,foreground,FN,126,0.012777113252215914
HEM_PA81.nii.gz,1,context,real_blur,foreground,TN,0,
HEM_PA81.nii.gz,1,context,imagined_blur,overall,TP,0,
HEM_PA81.nii.gz,1,context,imagined_blur,overall,FP,0,
HEM_PA81.nii.gz,1,context,imagined_blur,overall,FN,126,0.4999999403953552
HEM_PA81.nii.gz,1,context,imagined_blur,overall,TN,7077762,0.4999999403953552
HEM_PA81.nii.gz,1,context,imagined_blur,foreground,TP,0,
HEM_PA81.nii.gz,1,context,imagined_blur,foreground,FP,0,
HEM_PA81.nii.gz,1,context,imagined_blur,foreground,FN,126,0.4999999403953552
HEM_PA81.nii.gz,1,context,imagined_blur,foreground,TN,0,
HEM_PA81.nii.gz,2,foreground,confidence,overall,TP,349563,0.038684146629425424
HEM_PA81.nii.gz,2,foreground,confidence,overall,FP,851,0.007530679519468097
HEM_PA81.nii.gz,2,foreground,confidence,overall,FN,197654,0.044150243649746054
HEM_PA81.nii.gz,2,foreground,confidence,overall,TN,6529820,0.5385583487324574
HEM_PA81.nii.gz,2,foreground,confidence,foreground,TP,349563,0.038684146629425424
HEM_PA81.nii.gz,2,foreground,confidence,foreground,FP,0,
HEM_PA81.nii.gz,2,foreground,confidence,foreground,FN,197654,0.044150243649746054
HEM_PA81.nii.gz,2,foreground,confidence,foreground,TN,0,
HEM_PA81.nii.gz,2,foreground,real_blur,overall,TP,349563,0.06080013396764425
HEM_PA81.nii.gz,2,foreground,real_blur,overall,FP,851,0.01811084168778183
HEM_PA81.nii.gz,2,foreground,real_blur,overall,FN,197654,0.03709133495858875
HEM_PA81.nii.gz,2,foreground,real_blur,overall,TN,6529820,0.5375865433454071
HEM_PA81.nii.gz,2,foreground,real_blur,foreground,TP,349563,0.06080013396764425
HEM_PA81.nii.gz,2,foreground,real_blur,foreground,FP,0,
HEM_PA81.nii.gz,2,foreground,real_blur,foreground,FN,197654,0.03709133495858875
HEM_PA81.nii.gz,2,foreground,real_blur,foreground,TN,0,
HEM_PA81.nii.gz,2,foreground,imagined_blur,overall,TP,349563,0.06656533763013094
HEM_PA81.nii.gz,2,foreground,imagined_blur,overall,FP,851,0.016714748568596487
HEM_PA81.nii.gz,2,foreground,imagined_blur,overall,FN,197654,0.04363514753791439
HEM_PA81.nii.gz,2,foreground,imagined_blur,overall,TN,6529820,0.537080016809558
HEM_PA81.nii.gz,2,foreground,imagined_blur,foreground,TP,349563,0.06656533763013094
HEM_PA81.nii.gz,2,foreground,imagined_blur,foreground,FP,0,
HEM_PA81.nii.gz,2,foreground,imagined_blur,foreground,FN,197654,0.04363514753791439
HEM_PA81.nii.gz,2,foreground,imagined_blur,foreground,TN,0,
HEM_PA81.nii.gz,3,foreground,confidence,overall,TP,266491,0.045670655986734816
HEM_PA81.nii.gz,3,foreground,confidence,overall,FP,10818,0.013325760706514192
HEM_PA81.nii.gz,3,foreground,confidence,overall,FN,40568,0.011774856165075976
HEM_PA81.nii.gz,3,foreground,confidence,overall,TN,6760011,0.5216192453665031
HEM_PA81.nii.gz,3,foreground,confidence,foreground,TP,266491,0.045670655986734816
HEM_PA81.nii.gz,3,foreground,confidence,foreground,FP,0,
HEM_PA81.nii.gz,3,foreground,confidence,foreground,FN,40568,0.011774856165075976
HEM_PA81.nii.gz,3,foreground,confidence,foreground,TN,0,
HEM_PA81.nii.gz,3,foreground,real_blur,overall,TP,266491,0.10646584680370633
HEM_PA81.nii.gz,3,foreground,real_blur,overall,FP,10818,0.026396220339536886
HEM_PA81.nii.gz,3,foreground,real_blur,overall,FN,40568,0.015695880740745793
HEM_PA81.nii.gz,3,foreground,real_blur,overall,TN,6760011,0.5191780023566773
HEM_PA81.nii.gz,3,foreground,real_blur,foreground,TP,266491,0.10646584680370633
HEM_PA81.nii.gz,3,foreground,real_blur,foreground,FP,0,
HEM_PA81.nii.gz,3,foreground,real_blur,foreground,FN,40568,0.015695880740745793
HEM_PA81.nii.gz,3,foreground,real_blur,foreground,TN,0,
HEM_PA81.nii.gz,3,foreground,imagined_blur,overall,TP,266491,0.23112820682978474
HEM_PA81.nii.gz,3,foreground,imagined_blur,overall,FP,10818,0.029715907008397997
HEM_PA81.nii.gz,3,foreground,imagined_blur,overall,FN,40568,0.015353133963294999
HEM_PA81.nii.gz,3,foreground,imagined_blur,overall,TN,6760011,0.5142603471179319
HEM_PA81.nii.gz,3,foreground,imagined_blur,foreground,TP,266491,0.23112820682978474
HEM_PA81.nii.gz,3,foreground,imagined_blur,foreground,FP,0,
HEM_PA81.nii.gz,3,foreground,imagined_blur,foreground,FN,40568,0.015353133963294999
HEM_PA81.nii.gz,3,foreground,imagined_blur,foreground,TN,0,
HEM_PA89.nii.gz,0,context,confidence,overall,TP,0,
HEM_PA89.nii.gz,0,context,confidence,overall,FP,39227,0.2523461121324612
HEM_PA89.nii.gz,0,context,confidence,overall,FN,0,
HEM_PA89.nii.gz,0,context,confidence,overall,TN,7038661,0.5013802518831579
HEM_PA89.nii.gz,0,context,confidence,foreground,TP,0,
HEM_PA89.nii.gz,0,context,confidence,foreground,FP,0,
HEM_PA89.nii.gz,0,context,confidence,foreground,FN,0,
HEM_PA89.nii.gz,0,context,confidence,foreground,TN,0,
HEM_PA89.nii.gz,0,context,real_blur,overall,TP,0,
HEM_PA89.nii.gz,0,context,real_blur,overall,FP,39227,0.07120007254198678
HEM_PA89.nii.gz,0,context,real_blur,overall,FN,0,
HEM_PA89.nii.gz,0,context,real_blur,overall,TN,7038661,0.5023896766471625
HEM_PA89.nii.gz,0,context,real_blur,foreground,TP,0,
HEM_PA89.nii.gz,0,context,real_blur,foreground,FP,0,
HEM_PA89.nii.gz,0,context,real_blur,foreground,FN,0,
HEM_PA89.nii.gz,0,context,real_blur,foreground,TN,0,
HEM_PA89.nii.gz,0,context,imagined_blur,overall,TP,0,
HEM_PA89.nii.gz,0,context,imagined_blur,overall,FP,39227,0.2568691093955637
HEM_PA89.nii.gz,0,context,imagined_blur,overall,FN,0,
HEM_PA89.nii.gz,0,context,imagined_blur,overall,TN,7038661,0.5013549285534256
HEM_PA89.nii.gz,0,context,imagined_blur,foreground,TP,0,
HEM_PA89.nii.gz,0,context,imagined_blur,foreground,FP,0,
HEM_PA89.nii.gz,0,context,imagined_blur,foreground,FN,0,
HEM_PA89.nii.gz,0,context,imagined_blur,foreground,TN,0,
HEM_PA89.nii.gz,1,context,confidence,overall,TP,148352,0.10883772488920132
HEM_PA89.nii.gz,1,context,confidence,overall,FP,27073,0.014333346200516755
HEM_PA89.nii.gz,1,context,confidence,overall,FN,38069,0.01609188883873633
HEM_PA89.nii.gz,1,context,confidence,overall,TN,6864394,0.5130529426741036
HEM_PA89.nii.gz,1,context,confidence,foreground,TP,148352,0.10883772488920132
HEM_PA89.nii.gz,1,context,confidence,foreground,FP,0,
HEM_PA89.nii.gz,1,context,confidence,foreground,FN,38069,0.01609188883873633
HEM_PA89.nii.gz,1,context,confidence,foreground,TN,0,
HEM_PA89.nii.gz,1,context,real_blur,overall,TP,148352,0.034303686370618314
HEM_PA89.nii.gz,1,context,real_blur,overall,FP,27073,0.028158227370002214
HEM_PA89.nii.gz,1,context,real_blur,overall,FN,38069,0.024527973544278537
HEM_PA89.nii.gz,1,context,real_blur,overall,TN,6864394,0.5145623031816167
HEM_PA89.nii.gz,1,context,real_blur,foreground,TP,148352,0.034303686370618314
HEM_PA89.nii.gz,1,context,real_blur,foreground,FP,0,
HEM_PA89.nii.gz,1,context,real_blur,foreground,FN,38069,0.024527973544278537
HEM_PA89.nii.gz,1,context,real_blur,foreground,TN,0,
HEM_PA89.nii.gz,1,context,imagined_blur,overall,TP,148352,0.17322151046294504
HEM_PA89.nii.gz,1,context,imagined_blur,overall,FP,27073,0.05543882310163705
HEM_PA89.nii.gz,1,context,imagined_blur,overall,FN,38069,0.01875480026301833
HEM_PA89.nii.gz,1,context,imagined_blur,overall,TN,6864394,0.5114844547276385
HEM_PA89.nii.gz,1,context,imagined_blur,foreground,TP,148352,0.17322151046294504
HEM_PA89.nii.gz,1,context,imagined_blur,foreground,FP,0,
HEM_PA89.nii.gz,1,context,imagined_blur,foreground,FN,38069,0.01875480026301833
HEM_PA89.nii.gz,1,context,imagined_blur,foreground,TN,0,
HEM_PA89.nii.gz,2,foreground,confidence,overall,TP,206787,0.05330381383311894
HEM_PA89.nii.gz,2,foreground,confidence,overall,FP,28297,0.017545290515794645
HEM_PA89.nii.gz,2,foreground,confidence,overall,FN,82388,0.028355943776141448
HEM_PA89.nii.gz,2,foreground,confidence,overall,TN,6760416,0.5214308247017095
HEM_PA89.nii.gz,2,foreground,confidence,foreground,TP,206787,0.05330381383311894
HEM_PA89.nii.gz,2,foreground,confidence,foreground,FP,0,
HEM_PA89.nii.gz,2,foreground,confidence,foreground,FN,82388,0.028355943776141448
HEM_PA89.nii.gz,2,foreground,confidence,foreground,TN,0,
HEM_PA89.nii.gz,2,foreground,real_blur,overall,TP,206787,0.05617921994946492
HEM_PA89.nii.gz,2,foreground,real_blur,overall,FP,28297,0.030250620110218535
HEM_PA89.nii.gz,2,foreground,real_blur,overall,FN,82388,0.036017394658517575
HEM_PA89.nii.gz,2,foreground,real_blur,overall,TN,6760416,0.5211961765826411
HEM_PA89.nii.gz,2,foreground,real_blur,foreground,TP,206787,0.05617921994946492
HEM_PA89.nii.gz,2,foreground,real_blur,foreground,FP,0,
HEM_PA89.nii.gz,2,foreground,real_blur,foreground,FN,82388,0.036017394658517575
HEM_PA89.nii.gz,2,foreground,real_blur,foreground,TN,0,
HEM_PA89.nii.gz,2,foreground,imagined_blur,overall,TP,206787,0.08138003726820171
HEM_PA89.nii.gz,2,foreground,imagined_blur,overall,FP,28297,0.0352904220796345
HEM_PA89.nii.gz,2,foreground,imagined_blur,overall,FN,82388,0.03223678197418885
HEM_PA89.nii.gz,2,foreground,imagined_blur,overall,TN,6760416,0.5204503067056759
HEM_PA89.nii.gz,2,foreground,imagined_blur,foreground,TP,206787,0.08138003726820171
HEM_PA89.nii.gz,2,foreground,imagined_blur,foreground,FP,0,
HEM_PA89.nii.gz,2,foreground,imagined_blur,foreground,FN,82388,0.03223678197418885
HEM_PA89.nii.gz,2,foreground,imagined_blur,foreground,TN,0,
HEM_PA89.nii.gz,3,foreground,confidence,overall,TP,176902,0.0263585527497671
HEM_PA89.nii.gz,3,foreground,confidence,overall,FP,25409,0.013894896851840071
HEM_PA89.nii.gz,3,foreground,confidence,overall,FN,76416,0.02942482659199831
HEM_PA89.nii.gz,3,foreground,confidence,overall,TN,6799161,0.5194287996455418
HEM_PA89.nii.gz,3,foreground,confidence,foreground,TP,176902,0.0263585527497671
HEM_PA89.nii.gz,3,foreground,confidence,foreground,FP,0,
HEM_PA89.nii.gz,3,foreground,confidence,foreground,FN,76416,0.02942482659199831
HEM_PA89.nii.gz,3,foreground,confidence,foreground,TN,0,
HEM_PA89.nii.gz,3,foreground,real_blur,overall,TP,176902,0.037561061964155144
HEM_PA89.nii.gz,3,foreground,real_blur,overall,FP,25409,0.0216235694438049
HEM_PA89.nii.gz,3,foreground,real_blur,overall,FN,76416,0.03989487727074392
HEM_PA89.nii.gz,3,foreground,real_blur,overall,TN,6799161,0.5189906245966368
HEM_PA89.nii.gz,3,foreground,real_blur,foreground,TP,176902,0.037561061964155144
HEM_PA89.nii.gz,3,foreground,real_blur,foreground,FP,0,
HEM_PA89.nii.gz,3,foreground,real_blur,foreground,FN,76416,0.03989487727074392
HEM_PA89.nii.gz,3,foreground,real_blur,foreground,TN,0,
HEM_PA89.nii.gz,3,foreground,imagined_blur,overall,TP,176902,0.05910347956776615
HEM_PA89.nii.gz,3,foreground,imagined_blur,overall,FP,25409,0.023114761329794106
HEM_PA89.nii.gz,3,foreground,imagined_blur,overall,FN,76416,0.03487542751939403
HEM_PA89.nii.gz,3,foreground,imagined_blur,overall,TN,6799161,0.5184809694911899
HEM_PA89.nii.gz,3,foreground,imagined_blur,foreground,TP,176902,0.05910347956776615
HEM_PA89.nii.gz,3,foreground,imagined_blur,foreground,FP,0,
HEM_PA89.nii.gz,3,foreground,imagined_blur,foreground,FN,76416,0.03487542751939403
HEM_PA89.nii.gz,3,foreground,imagined_blur,foreground,TN,0,
HEM_PA101.nii.gz,0,context,confidence,overall,TP,0,
HEM_PA101.nii.gz,0,context,confidence,overall,FP,0,
HEM_PA101.nii.gz,0,context,confidence,overall,FN,0,
HEM_PA101.nii.gz,0,context,confidence,overall,TN,7077888,0.5000000596046448
HEM_PA101.nii.gz,0,context,confidence,foreground,TP,0,
HEM_PA101.nii.gz,0,context,confidence,foreground,FP,0,
HEM_PA101.nii.gz,0,context,confidence,foreground,FN,0,
HEM_PA101.nii.gz,0,context,confidence,foreground,TN,0,
HEM_PA101.nii.gz,0,context,real_blur,overall,TP,0,
HEM_PA101.nii.gz,0,context,real_blur,overall,FP,0,
HEM_PA101.nii.gz,0,context,real_blur,overall,FN,0,
HEM_PA101.nii.gz,0,context,real_blur,overall,TN,7077888,0.4999999403953552
HEM_PA101.nii.gz,0,context,real_blur,foreground,TP,0,
HEM_PA101.nii.gz,0,context,real_blur,foreground,FP,0,
HEM_PA101.nii.gz,0,context,real_blur,foreground,FN,0,
HEM_PA101.nii.gz,0,context,real_blur,foreground,TN,0,
HEM_PA101.nii.gz,0,context,imagined_blur,overall,TP,0,
HEM_PA101.nii.gz,0,context,imagined_blur,overall,FP,0,
HEM_PA101.nii.gz,0,context,imagined_blur,overall,FN,0,
HEM_PA101.nii.gz,0,context,imagined_blur,overall,TN,7077888,0.4999999403953552
HEM_PA101.nii.gz,0,context,imagined_blur,foreground,TP,0,
HEM_PA101.nii.gz,0,context,imagined_blur,foreground,FP,0,
HEM_PA101.nii.gz,0,context,imagined_blur,foreground,FN,0,
HEM_PA101.nii.gz,0,context,imagined_blur,foreground,TN,0,
HEM_PA101.nii.gz,1,context,confidence,overall,TP,0,
HEM_PA101.nii.gz,1,context,confidence,overall,FP,0,
HEM_PA101.nii.gz,1,context,confidence,overall,FN,21201,0.5000000596046448
HEM_PA101.nii.gz,1,context,confidence,overall,TN,7056687,0.5000000596046448
HEM_PA101.nii.gz,1,context,confidence,foreground,TP,0,
HEM_PA101.nii.gz,1,context,confidence,foreground,FP,0,
HEM_PA101.nii.gz,1,context,confidence,foreground,FN,21201,0.5000000596046448
HEM_PA101.nii.gz,1,context,confidence,foreground,TN,0,
HEM_PA101.nii.gz,1,context,real_blur,overall,TP,0,
HEM_PA101.nii.gz,1,context,real_blur,overall,FP,0,
HEM_PA101.nii.gz,1,context,real_blur,overall,FN,21201,0.4999999403953552
HEM_PA101.nii.gz,1,context,real_blur,overall,TN,7056687,0.4999999403953552
HEM_PA101.nii.gz,1,context,real_blur,foreground,TP,0,
HEM_PA101.nii.gz,1,context,real_blur,foreground,FP,0,
HEM_PA101.nii.gz,1,context,real_blur,foreground,FN,21201,0.4999999403953552
HEM_PA101.nii.gz,1,context,real_blur,foreground,TN,0,
HEM_PA101.nii.gz,1,context,imagined_blur,overall,TP,0,
HEM_PA101.nii.gz,1,context,imagined_blur,overall,FP,0,
HEM_PA101.nii.gz,1,context,imagined_blur,overall,FN,21201,0.4999999403953552
HEM_PA101.nii.gz,1,context,imagined_blur,overall,TN,7056687,0.4999999403953552
HEM_PA101.nii.gz,1,context,imagined_blur,foreground,TP,0,
HEM_PA101.nii.gz,1,context,imagined_blur,foreground,FP,0,
HEM_PA101.nii.gz,1,context,imagined_blur,foreground,FN,21201,0.4999999403953552
HEM_PA101.nii.gz,1,context,imagined_blur,foreground,TN,0,
HEM_PA101.nii.gz,2,foreground,confidence,overall,TP,304870,0.03355558514757566
HEM_PA101.nii.gz,2,foreground,confidence,overall,FP,1859,0.008086654091111105
HEM_PA101.nii.gz,2,foreground,confidence,overall,FN,143614,0.04687540852788841
HEM_PA101.nii.gz,2,foreground,confidence,overall,TN,6627545,0.5314135794502479
HEM_PA101.nii.gz,2,foreground,confidence,foreground,TP,304870,0.03355558514757566
HEM_PA101.nii.gz,2,foreground,confidence,foreground,FP,0,
HEM_PA101.nii.gz,2,foreground,confidence,foreground,FN,143614,0.04687540852788841
HEM_PA101.nii.gz,2,foreground,confidence,foreground,TN,0,
HEM_PA101.nii.gz,2,foreground,real_blur,overall,TP,304870,0.04943228794011501
HEM_PA101.nii.gz,2,foreground,real_blur,overall,FP,1859,0.015105623529443437
HEM_PA101.nii.gz,2,foreground,real_blur,overall,FN,143614,0.04184036326592329
HEM_PA101.nii.gz,2,foreground,real_blur,overall,TN,6627545,0.5307902288631562
HEM_PA101.nii.gz,2,foreground,real_blur,foreground,TP,304870,0.04943228794011501
HEM_PA101.nii.gz,2,foreground,real_blur,foreground,FP,0,
HEM_PA101.nii.gz,2,foreground,real_blur,foreground,FN,143614,0.04184036326592329
HEM_PA101.nii.gz,2,foreground,real_blur,foreground,TN,0,
HEM_PA101.nii.gz,2,foreground,imagined_blur,overall,TP,304870,0.07878324177155135
HEM_PA101.nii.gz,2,foreground,imagined_blur,overall,FP,1859,0.01660264285422577
HEM_PA101.nii.gz,2,foreground,imagined_blur,overall,FN,143614,0.043929583491076056
HEM_PA101.nii.gz,2,foreground,imagined_blur,overall,TN,6627545,0.5293943806898245
HEM_PA101.nii.gz,2,foreground,imagined_blur,foreground,TP,304870,0.07878324177155135
HEM_PA101.nii.gz,2,foreground,imagined_blur,foreground,FP,0,
HEM_PA101.nii.gz,2,foreground,imagined_blur,foreground,FN,143614,0.043929583491076056
HEM_PA101.nii.gz,2,foreground,imagined_blur,foreground,TN,0,
HEM_PA101.nii.gz,3,foreground,confidence,overall,TP,181551,0.043654016144154664
HEM_PA101.nii.gz,3,foreground,confidence,overall,FP,21508,0.009162573382614756
HEM_PA101.nii.gz,3,foreground,confidence,overall,FN,33612,0.05237482111426375
HEM_PA101.nii.gz,3,foreground,confidence,overall,TN,6841217,0.5158528944493083
HEM_PA101.nii.gz,3,foreground,confidence,foreground,TP,181551,0.043654016144154664
HEM_PA101.nii.gz,3,foreground,confidence,foreground,FP,0,
HEM_PA101.nii.gz,3,foreground,confidence,foreground,FN,33612,0.05237482111426375
HEM_PA101.nii.gz,3,foreground,confidence,foreground,TN,0,
HEM_PA101.nii.gz,3,foreground,real_blur,overall,TP,181551,0.058400383948736104
HEM_PA101.nii.gz,3,foreground,real_blur,overall,FP,21508,0.024715133256599187
HEM_PA101.nii.gz,3,foreground,real_blur,overall,FN,33612,0.04514511087586819
HEM_PA101.nii.gz,3,foreground,real_blur,overall,TN,6841217,0.5154480347990014
HEM_PA101.nii.gz,3,foreground,real_blur,foreground,TP,181551,0.058400383948736104
HEM_PA101.nii.gz,3,foreground,real_blur,foreground,FP,0,
HEM_PA101.nii.gz,3,foreground,real_blur,foreground,FN,33612,0.04514511087586819
HEM_PA101.nii.gz,3,foreground,real_blur,foreground,TN,0,
HEM_PA101.nii.gz,3,foreground,imagined_blur,overall,TP,181551,0.1393111493618867
HEM_PA101.nii.gz,3,foreground,imagined_blur,overall,FP,21508,0.016409035673012006
HEM_PA101.nii.gz,3,foreground,imagined_blur,overall,FN,33612,0.048130984233558625
HEM_PA101.nii.gz,3,foreground,imagined_blur,overall,TN,6841217,0.5133122752769045
HEM_PA101.nii.gz,3,foreground,imagined_blur,foreground,TP,181551,0.1393111493618867
HEM_PA101.nii.gz,3,foreground,imagined_blur,foreground,FP,0,
HEM_PA101.nii.gz,3,foreground,imagined_blur,foreground,FN,33612,0.048130984233558625
HEM_PA101.nii.gz,3,foreground,imagined_blur,foreground,TN,0,
HCC_10020116_20180118.nii.gz,0,context,confidence,overall,TP,420,0.0007912861159560353
HCC_10020116_20180118.nii.gz,0,context,confidence,overall,FP,8760,0.05461098217140689
HCC_10020116_20180118.nii.gz,0,context,confidence,overall,FN,220,0.0032674374534777104
HCC_10020116_20180118.nii.gz,0,context,confidence,overall,TN,7068488,0.50059715000417
HCC_10020116_20180118.nii.gz,0,context,confidence,foreground,TP,420,0.0007912861159560353
HCC_10020116_20180118.nii.gz,0,context,confidence,foreground,FP,0,
HCC_10020116_20180118.nii.gz,0,context,confidence,foreground,FN,220,0.0032674374534777104
HCC_10020116_20180118.nii.gz,0,context,confidence,foreground,TN,0,
HCC_10020116_20180118.nii.gz,0,context,real_blur,overall,TP,420,0.0016259833460762387
HCC_10020116_20180118.nii.gz,0,context,real_blur,overall,FP,8760,0.00853249238778467
HCC_10020116_20180118.nii.gz,0,context,real_blur,overall,FN,220,0.00418974675915458
HCC_10020116_20180118.nii.gz,0,context,real_blur,overall,TN,7068488,0.5006540683947786
HCC_10020116_20180118.nii.gz,0,context,real_blur,foreground,TP,420,0.0016259833460762387
HCC_10020116_20180118.nii.gz,0,context,real_blur,foreground,FP,0,
HCC_10020116_20180118.nii.gz,0,context,real_blur,foreground,FN,220,0.00418974675915458
HCC_10020116_20180118.nii.gz,0,context,real_blur,foreground,TN,0,
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,overall,TP,420,0.044118494079226536
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,overall,FP,8760,0.08216126327781373
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,overall,FN,220,0.005817609483545477
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,overall,TN,7068488,0.5005602577930276
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,foreground,TP,420,0.044118494079226536
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,foreground,FP,0,
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,foreground,FN,220,0.005817609483545477
HCC_10020116_20180118.nii.gz,0,context,imagined_blur,foreground,TN,0,
HCC_10020116_20180118.nii.gz,1,context,confidence,overall,TP,106912,0.019415201713832538
HCC_10020116_20180118.nii.gz,1,context,confidence,overall,FP,6901,0.0027648250388582446
HCC_10020116_20180118.nii.gz,1,context,confidence,overall,FN,9853,0.005207419062549142
HCC_10020116_20180118.nii.gz,1,context,confidence,overall,TN,6954222,0.5085828965262418
HCC_10020116_20180118.nii.gz,1,context,confidence,foreground,TP,106912,0.019415201713832538
HCC_10020116_20180118.nii.gz,1,context,confidence,foreground,FP,0,
HCC_10020116_20180118.nii.gz,1,context,confidence,foreground,FN,9853,0.005207419062549142
HCC_10020116_20180118.nii.gz,1,context,confidence,foreground,TN,0,
HCC_10020116_20180118.nii.gz,1,context,real_blur,overall,TP,106912,0.04084809337940822
HCC_10020116_20180118.nii.gz,1,context,real_blur,overall,FP,6901,0.005565292436892425
HCC_10020116_20180118.nii.gz,1,context,real_blur,overall,FN,9853,0.008172655594381574
HCC_10020116_20180118.nii.gz,1,context,real_blur,overall,TN,6954222,0.5082462766452727
HCC_10020116_20180118.nii.gz,1,context,real_blur,foreground,TP,106912,0.04084809337940822
HCC_10020116_20180118.nii.gz,1,context,real_blur,foreground,FP,0,
HCC_10020116_20180118.nii.gz,1,context,real_blur,foreground,FN,9853,0.008172655594381574
HCC_10020116_20180118.nii.gz,1,context,real_blur,foreground,TN,0,
