case,patch_index,patch_kind,method,scope,voxel_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman
HEP_PA28.nii.gz,1,context,real_blur_joint_product,foreground,26716,0.2859335229824824,0.04214251069605089,0.15211750317470685,0.17980169894288256,-0.5455465939093722
HEP_PA28.nii.gz,1,context,real_blur_joint_product,background,7051172,0.999796204092029,0.251383448375814,0.9939805660699212,0.9999978065806365,0.06732741137871061
HEP_PA28.nii.gz,1,context,real_pairwise_joint_product,overall,7077888,0.9971016777886285,0.25059871662895233,0.8992989702899987,0.9994471998980854,0.19874187527553888
HEP_PA28.nii.gz,1,context,real_pairwise_joint_product,foreground,26716,0.2859335229824824,0.0421399977400589,0.15108208613478796,0.17963325316316558,-0.547169747391945
HEP_PA28.nii.gz,1,context,real_pairwise_joint_product,background,7051172,0.999796204092029,0.25138854038220015,0.9943527558399531,0.9999979567487955,0.06737804011191202
HEP_PA28.nii.gz,2,foreground,confidence_rank,overall,7077888,0.9698682714391638,0.5000000700052041,0.9569335352654834,0.9985027519091616,0.27063584249689165
HEP_PA28.nii.gz,2,foreground,confidence_rank,foreground,406264,0.5083467892798771,0.04215340395570539,0.22845170695893327,0.36150238892778974,-0.4702705866820401
HEP_PA28.nii.gz,2,foreground,confidence_rank,background,6671624,0.9979723077919259,0.5278803309335678,0.9985392198866245,0.9999970308849159,0.07770296727056343
HEP_PA28.nii.gz,2,foreground,real_gamma_world_stability,overall,7077888,0.9698682714391638,0.49999992886012445,0.9711990312920218,0.9990216366005419,0.27903862634416843
HEP_PA28.nii.gz,2,foreground,real_gamma_world_stability,foreground,406264,0.5083467892798771,0.05132957788088664,0.5947587932917677,0.5456671649715491,0.16410651857853373
HEP_PA28.nii.gz,2,foreground,real_gamma_world_stability,background,6671624,0.9979723077919259,0.5273214043314983,0.9889046853441852,0.9999446096560036,0.07618617174811475
HEP_PA28.nii.gz,2,foreground,real_blur_world_stability,overall,7077888,0.9698682714391638,0.49999992960731643,0.9557600564607087,0.9983379526165996,0.2698972081939456
HEP_PA28.nii.gz,2,foreground,real_blur_world_stability,foreground,406264,0.5083467892798771,0.0463331452472979,0.33782179549987296,0.39794852727192737,-0.28086193244991
HEP_PA28.nii.gz,2,foreground,real_blur_world_stability,background,6671624,0.9979723077919259,0.5276256594867639,0.9967355215132612,0.9999861414926664,0.07740692189390033
HEP_PA28.nii.gz,2,foreground,real_pairwise_world_stability,overall,7077888,0.9698682714391638,0.4999999291756854,0.9675152594787968,0.9989481268906687,0.27685693510527426
HEP_PA28.nii.gz,2,foreground,real_pairwise_world_stability,foreground,406264,0.5083467892798771,0.04126156881573966,0.4240770570834618,0.43216950877310933,-0.13148411156553638
HEP_PA28.nii.gz,2,foreground,real_pairwise_world_stability,background,6671624,0.9979723077919259,0.5279344892218261,0.9960499235780265,0.9999919528899385,0.0772995526256855
HEP_PA28.nii.gz,2,foreground,real_gamma_joint_product,overall,7077888,0.9698682714391638,0.32864508407139825,0.9659644253616121,0.9988762738540145,0.27593829991822877
HEP_PA28.nii.gz,2,foreground,real_gamma_joint_product,foreground,406264,0.5083467892798771,0.003785768528913007,0.4373144331883012,0.43202123159231304,-0.10855945738882548
HEP_PA28.nii.gz,2,foreground,real_gamma_joint_product,background,6671624,0.9979723077919259,0.34842717085709723,0.9959493913658961,0.9999916774257912,0.07728380317666027
HEP_PA28.nii.gz,2,foreground,real_blur_joint_product,overall,7077888,0.9698682714391638,0.32265182496571976,0.9593210471892661,0.9985978060470924,0.27200425676565304
HEP_PA28.nii.gz,2,foreground,real_blur_joint_product,foreground,406264,0.5083467892798771,0.004685722871382559,0.2870191461187009,0.3763024038828757,-0.36884225558319733
HEP_PA28.nii.gz,2,foreground,real_blur_joint_product,background,6671624,0.9979723077919259,0.3420141542128797,0.998406189317507,0.9999967510912663,0.0776666740871118
HEP_PA28.nii.gz,2,foreground,real_pairwise_joint_product,overall,7077888,0.9698682714391638,0.32805200865346906,0.9634228349552221,0.9987925050654124,0.2744331387615278
HEP_PA28.nii.gz,2,foreground,real_pairwise_joint_product,foreground,406264,0.5083467892798771,0.0035327340543403144,0.3293601450641556,0.3911577696719005,-0.2955157134506993
HEP_PA28.nii.gz,2,foreground,real_pairwise_joint_product,background,6671624,0.9979723077919259,0.3478133888774956,0.9979505474421537,0.9999958310033112,0.07759562205213356
HEP_PA28.nii.gz,3,foreground,confidence_rank,overall,7077888,0.984599784568504,0.500000062908984,0.985544617327562,0.9997729850750329,0.20715345300642518
HEP_PA28.nii.gz,3,foreground,confidence_rank,foreground,177796,0.6867533577808275,0.0215647289645543,0.4144399731339192,0.5949327324003376,-0.13747032647957064
HEP_PA28.nii.gz,3,foreground,confidence_rank,background,6900092,0.9922744508334091,0.5123279983385384,0.9958902053034071,0.9999680474626906,0.1504326686709868
HEP_PA28.nii.gz,3,foreground,real_gamma_world_stability,overall,7077888,0.984599784568504,0.4999999283754564,0.9800256631524003,0.9994331214303408,0.20478813043532965
HEP_PA28.nii.gz,3,foreground,real_gamma_world_stability,foreground,177796,0.6867533577808275,0.03204229527237032,0.6017869118303818,0.7092284351735436,0.16354680432984364
HEP_PA28.nii.gz,3,foreground,real_gamma_world_stability,background,6900092,0.9922744508334091,0.5120578828687004,0.9819222953990641,0.999612674738477,0.14618708541421857
HEP_PA28.nii.gz,3,foreground,real_blur_world_stability,overall,7077888,0.984599784568504,0.49999992857872005,0.9807919546987289,0.9993999533858302,0.20509129577096566
HEP_PA28.nii.gz,3,foreground,real_blur_world_stability,foreground,177796,0.6867533577808275,0.032073369203982904,0.8960145910092399,0.9264692509032302,0.6362849117325141
HEP_PA28.nii.gz,3,foreground,real_blur_world_stability,background,6900092,0.9922744508334091,0.5120570823892187,0.9760631642907521,0.9995118733120429,0.14439175064469748
HEP_PA28.nii.gz,3,foreground,real_pairwise_world_stability,overall,7077888,0.984599784568504,0.4999999277126032,0.985880636331865,0.9997481126588609,0.20726025873377552
HEP_PA28.nii.gz,3,foreground,real_pairwise_world_stability,foreground,177796,0.6867533577808275,0.027518933738371408,0.899694982674468,0.9287501944463038,0.6421948774503125
HEP_PA28.nii.gz,3,foreground,real_pairwise_world_stability,background,6900092,0.9922744508334091,0.5121744365169267,0.9860786089310964,0.9998609927622747,0.1474281698703302
HEP_PA28.nii.gz,3,foreground,real_gamma_joint_product,overall,7077888,0.984599784568504,0.325481533846935,0.9847662543929236,0.9997596741771336,0.20678493564245037
HEP_PA28.nii.gz,3,foreground,real_gamma_joint_product,foreground,177796,0.6867533577808275,0.000882866878210084,0.5298139015836609,0.6521388441134941,0.04790193591616633
HEP_PA28.nii.gz,3,foreground,real_gamma_joint_product,background,6900092,0.9922744508334091,0.333845530238921,0.992193145269903,0.9999381028476689,0.14928274256814367
HEP_PA28.nii.gz,3,foreground,real_blur_joint_product,overall,7077888,0.984599784568504,0.30395018960515174,0.9868812646524003,0.9997932662238951,0.2076861334285993
HEP_PA28.nii.gz,3,foreground,real_blur_joint_product,foreground,177796,0.6867533577808275,0.0007928366226122221,0.7743405818084048,0.8406389888310786,0.4407824506201699
HEP_PA28.nii.gz,3,foreground,real_blur_joint_product,background,6900092,0.9922744508334091,0.3117617035285723,0.9901489987679344,0.9999223860967293,0.14866198246187898
HEP_PA28.nii.gz,3,foreground,real_pairwise_joint_product,overall,7077888,0.984599784568504,0.3083590441210646,0.9875509924670341,0.9998046692884729,0.2079717745631275
HEP_PA28.nii.gz,3,foreground,real_pairwise_joint_product,foreground,177796,0.6867533577808275,0.0006490850076363985,0.7700346600957315,0.8291638272884359,0.43386414041983346
HEP_PA28.nii.gz,3,foreground,real_pairwise_joint_product,background,6900092,0.9922744508334091,0.31628786592380737,0.9914981484830968,0.9999336686621283,0.14907114743325023
HEM_PA107.nii.gz,0,context,confidence_rank,overall,7077888,1.0,0.5000000596046448,,1.0,
HEM_PA107.nii.gz,0,context,confidence_rank,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,confidence_rank,background,7077888,1.0,0.5000000596046448,,1.0,
HEM_PA107.nii.gz,0,context,real_gamma_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_gamma_world_stability,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_gamma_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_blur_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_blur_world_stability,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_blur_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_pairwise_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_pairwise_world_stability,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_pairwise_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,0,context,real_gamma_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,0,context,real_gamma_joint_product,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_gamma_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,0,context,real_blur_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,0,context,real_blur_joint_product,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_blur_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,0,context,real_pairwise_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,0,context,real_pairwise_joint_product,foreground,0,,,,,
HEM_PA107.nii.gz,0,context,real_pairwise_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA107.nii.gz,1,context,confidence_rank,overall,7077888,0.9930939850983797,0.5000000710877577,0.9879663532676329,0.9999149589821912,0.13998817700454003
HEM_PA107.nii.gz,1,context,confidence_rank,foreground,241317,0.8403220659961793,0.02573206308901075,0.7069198632005093,0.9127460521824737,0.26263210077081756
HEM_PA107.nii.gz,1,context,confidence_rank,background,6836571,0.9984865219713216,0.5167407635908023,0.9973900248926333,0.9999960294089447,0.06698059226261525
HEM_PA107.nii.gz,1,context,real_gamma_world_stability,overall,7077888,0.9930939850983797,0.499999930135396,0.9835252245018714,0.9998251256746987,0.13873435562557862
HEM_PA107.nii.gz,1,context,real_gamma_world_stability,foreground,241317,0.8403220659961793,0.11950439230489547,0.729128711964264,0.9309731654656335,0.2913486326584532
HEM_PA107.nii.gz,1,context,real_gamma_world_stability,background,6836571,0.9984865219713216,0.5134306458703226,0.9863265593984849,0.9999335457569664,0.06550072977221381
HEM_PA107.nii.gz,1,context,real_blur_world_stability,overall,7077888,0.9930939850983797,0.49999992898724316,0.9771825563457502,0.9996887955605028,0.13689554833289064
HEM_PA107.nii.gz,1,context,real_blur_world_stability,foreground,241317,0.8403220659961793,0.05881528344651692,0.6589343226516,0.9059088933122745,0.2017126928344856
HEM_PA107.nii.gz,1,context,real_blur_world_stability,background,6836571,0.9984865219713216,0.5155728463324959,0.968798923814596,0.999805223169079,0.06313090181391573
HEM_PA107.nii.gz,1,context,real_pairwise_world_stability,overall,7077888,0.9930939850983797,0.4999999287111189,0.9835263292061838,0.9998581436295999,0.13871451419429714
HEM_PA107.nii.gz,1,context,real_pairwise_world_stability,foreground,241317,0.8403220659961793,0.03982105930200183,0.6777107828108586,0.9095201831045537,0.22552205143404738
HEM_PA107.nii.gz,1,context,real_pairwise_world_stability,background,6836571,0.9984865219713216,0.5162433033837728,0.9902177563804082,0.9999589330405795,0.0660147943286758
HEM_PA107.nii.gz,1,context,real_gamma_joint_product,overall,7077888,0.9930939850983797,0.31601008795863533,0.9875347707888551,0.9999115148221219,0.13986389853502387
HEM_PA107.nii.gz,1,context,real_gamma_joint_product,foreground,241317,0.8403220659961793,0.006618892185085988,0.7280437546218549,0.9266608849676374,0.2893905457011857
HEM_PA107.nii.gz,1,context,real_gamma_joint_product,background,6836571,0.9984865219713216,0.3269309655726447,0.9953038043628278,0.999992524540964,0.06669940763925786
HEM_PA107.nii.gz,1,context,real_blur_joint_product,overall,7077888,0.9930939850983797,0.31333837005297255,0.9861313607936069,0.9999016334617347,0.13946115457549904
HEM_PA107.nii.gz,1,context,real_blur_joint_product,foreground,241317,0.8403220659961793,0.0024671035845148844,0.6988540475883311,0.9119898879222663,0.25233169899512287
HEM_PA107.nii.gz,1,context,real_blur_joint_product,background,6836571,0.9984865219713216,0.324311491141069,0.9927202865206086,0.9999883671348878,0.06635143203451214
HEM_PA107.nii.gz,1,context,real_pairwise_joint_product,overall,7077888,0.9930939850983797,0.3191949848497422,0.987180657820324,0.9999095822806636,0.13976217400217547
HEM_PA107.nii.gz,1,context,real_pairwise_joint_product,foreground,241317,0.8403220659961793,0.0017498142762369972,0.7057146633542019,0.9112066353431536,0.2610372937179698
HEM_PA107.nii.gz,1,context,real_pairwise_joint_product,background,6836571,0.9984865219713216,0.3304001513326598,0.9956542148429277,0.9999932377662759,0.06674652375845931
HEM_PA107.nii.gz,2,foreground,confidence_rank,overall,7077888,0.9780300281665943,0.5000000700836776,0.9781849569365391,0.9994946766581445,0.2428201327910204
HEM_PA107.nii.gz,2,foreground,confidence_rank,foreground,329287,0.5512759386188948,0.028127193117461317,0.3840671380084259,0.4571474021202714,-0.19974393619357506
HEM_PA107.nii.gz,2,foreground,confidence_rank,background,6748601,0.9988527992690633,0.5230243389710476,0.998630949267529,0.9999984259125807,0.058472106720696825
HEM_PA107.nii.gz,2,foreground,real_gamma_world_stability,overall,7077888,0.9780300281665943,0.49999992915120484,0.9781434571870754,0.9994123086946473,0.24287849649158944
HEM_PA107.nii.gz,2,foreground,real_gamma_world_stability,foreground,329287,0.5512759386188948,0.043183129912025685,0.4853894992034491,0.5386898219521146,-0.02517347439433121
HEM_PA107.nii.gz,2,foreground,real_gamma_world_stability,background,6748601,0.9988527992690633,0.5222895612351096,0.9908021361434344,0.9999678996530177,0.05757561247154957
HEM_PA107.nii.gz,2,foreground,real_blur_world_stability,overall,7077888,0.9780300281665943,0.49999993039501467,0.9725288159303976,0.9993320244999597,0.2399596329345686
HEM_PA107.nii.gz,2,foreground,real_blur_world_stability,foreground,329287,0.5512759386188948,0.030014582454765258,0.23632380291858723,0.4042805179383043,-0.4542928924059353
HEM_PA107.nii.gz,2,foreground,real_blur_world_stability,background,6748601,0.9988527992690633,0.5229321003762005,0.9946053624681352,0.9999811918639793,0.05800329217986251
HEM_PA107.nii.gz,2,foreground,real_pairwise_world_stability,overall,7077888,0.9780300281665943,0.4999999297749161,0.9757152627448253,0.9994540013420632,0.24156684086134447
HEM_PA107.nii.gz,2,foreground,real_pairwise_world_stability,foreground,329287,0.5512759386188948,0.027464122560390214,0.2700221518601654,0.41317940556630445,-0.3962332514039442
HEM_PA107.nii.gz,2,foreground,real_pairwise_world_stability,background,6748601,0.9988527992690633,0.5230565452645931,0.9980026617799816,0.9999977029534773,0.05839865616140368
HEM_PA107.nii.gz,2,foreground,real_gamma_joint_product,overall,7077888,0.9780300281665943,0.3173184223651074,0.9796108351693286,0.9995292877459766,0.24354064454272556
HEM_PA107.nii.gz,2,foreground,real_gamma_joint_product,foreground,329287,0.5512759386188948,0.0022199762136396214,0.443990387570507,0.5000746873397839,-0.09650003557035554
HEM_PA107.nii.gz,2,foreground,real_gamma_joint_product,background,6748601,0.9988527992690633,0.33269313810810036,0.9970712579299209,0.9999964963840527,0.05828823117807717
HEM_PA107.nii.gz,2,foreground,real_blur_joint_product,overall,7077888,0.9780300281665943,0.31121526937656996,0.9763365424616516,0.9994665960187884,0.2418775110411935
HEM_PA107.nii.gz,2,foreground,real_blur_joint_product,foreground,329287,0.5512759386188948,0.0011291716266679543,0.2789232413343299,0.4135211541404128,-0.3808973132208657
HEM_PA107.nii.gz,2,foreground,real_blur_joint_product,background,6748601,0.9988527992690633,0.32634541573872294,0.9982453789552304,0.9999979465906438,0.05842577715893177
HEM_PA107.nii.gz,2,foreground,real_pairwise_joint_product,overall,7077888,0.9780300281665943,0.3193314507981517,0.9772612026545412,0.9994875757587947,0.24234703155992113
HEM_PA107.nii.gz,2,foreground,real_pairwise_joint_product,foreground,329287,0.5512759386188948,0.001045492504164106,0.2996172041753864,0.419755167439297,-0.3452432946906717
HEM_PA107.nii.gz,2,foreground,real_pairwise_joint_product,background,6748601,0.9988527992690633,0.3348616960073073,0.9986065924696612,0.9999983982036194,0.05846813139938245
HEM_PA107.nii.gz,3,context_fill,confidence_rank,overall,7077888,0.9998382285789207,0.5000000596046448,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,confidence_rank,foreground,1145,0.0,0.5000000596046448,,,
HEM_PA107.nii.gz,3,context_fill,confidence_rank,background,7076743,1.0,0.5000000596046448,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_gamma_world_stability,overall,7077888,0.9998382285789207,0.4999999403953552,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_gamma_world_stability,foreground,1145,0.0,0.4999999403953552,,,
HEM_PA107.nii.gz,3,context_fill,real_gamma_world_stability,background,7076743,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_blur_world_stability,overall,7077888,0.9998382285789207,0.4999999403953552,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_blur_world_stability,foreground,1145,0.0,0.4999999403953552,,,
HEM_PA107.nii.gz,3,context_fill,real_blur_world_stability,background,7076743,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_world_stability,overall,7077888,0.9998382285789207,0.4999999403953552,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_world_stability,foreground,1145,0.0,0.4999999403953552,,,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_world_stability,background,7076743,1.0,0.4999999403953552,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_gamma_joint_product,overall,7077888,0.9998382285789207,0.25,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_gamma_joint_product,foreground,1145,0.0,0.25,,,
HEM_PA107.nii.gz,3,context_fill,real_gamma_joint_product,background,7076743,1.0,0.25,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_blur_joint_product,overall,7077888,0.9998382285789207,0.25,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_blur_joint_product,foreground,1145,0.0,0.25,,,
HEM_PA107.nii.gz,3,context_fill,real_blur_joint_product,background,7076743,1.0,0.25,,1.0,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_joint_product,overall,7077888,0.9998382285789207,0.25,0.5,0.9998382285789207,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_joint_product,foreground,1145,0.0,0.25,,,
HEM_PA107.nii.gz,3,context_fill,real_pairwise_joint_product,background,7076743,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,confidence_rank,overall,7077888,1.0,0.5000000596046448,,1.0,
HEM_PA81.nii.gz,0,context,confidence_rank,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,confidence_rank,background,7077888,1.0,0.5000000596046448,,1.0,
HEM_PA81.nii.gz,0,context,real_gamma_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_gamma_world_stability,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_gamma_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_blur_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_blur_world_stability,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_blur_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_pairwise_world_stability,overall,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_pairwise_world_stability,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_pairwise_world_stability,background,7077888,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,0,context,real_gamma_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,real_gamma_joint_product,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_gamma_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,real_blur_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,real_blur_joint_product,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_blur_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,real_pairwise_joint_product,overall,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,0,context,real_pairwise_joint_product,foreground,0,,,,,
HEM_PA81.nii.gz,0,context,real_pairwise_joint_product,background,7077888,1.0,0.25,,1.0,
HEM_PA81.nii.gz,1,context,confidence_rank,overall,7077888,0.9999821980794271,0.5000000596046448,0.5,0.9999821980794271,
HEM_PA81.nii.gz,1,context,confidence_rank,foreground,126,0.0,0.5000000596046448,,,
HEM_PA81.nii.gz,1,context,confidence_rank,background,7077762,1.0,0.5000000596046448,,1.0,
HEM_PA81.nii.gz,1,context,real_gamma_world_stability,overall,7077888,0.9999821980794271,0.4999999403953552,0.5,0.9999821980794271,
HEM_PA81.nii.gz,1,context,real_gamma_world_stability,foreground,126,0.0,0.4999999403953552,,,
HEM_PA81.nii.gz,1,context,real_gamma_world_stability,background,7077762,1.0,0.4999999403953552,,1.0,
HEM_PA81.nii.gz,1,context,real_blur_world_stability,overall,7077888,0.9999821980794271,0.4999999290872539,0.9872320196425823,0.9999997711397283,0.00716534558969304
HEM_PA81.nii.gz,1,context,real_blur_world_stability,foreground,126,0.0,0.012776581067887564,,,
HEM_PA81.nii.gz,1,context,real_blur_world_stability,background,7077762,1.0,0.5000086027530045,,1.0,
HEM_PA81.nii.gz,1,context,real_pairwise_world_stability,overall,7077888,0.9999821980794271,0.4999999290872539,0.9872320196425823,0.9999997711397283,0.00716534558969304
HEM_PA81.nii.gz,1,context,real_pairwise_world_stability,foreground,126,0.0,0.012776581067887564,,,
HEM_PA81.nii.gz,1,context,real_pairwise_world_stability,background,7077762,1.0,0.5000086027530045,,1.0,
HEM_PA81.nii.gz,1,context,real_gamma_joint_product,overall,7077888,0.9999821980794271,0.25,0.5,0.9999821980794271,
HEM_PA81.nii.gz,1,context,real_gamma_joint_product,foreground,126,0.0,0.25,,,
HEM_PA81.nii.gz,1,context,real_gamma_joint_product,background,7077762,1.0,0.25,,1.0,
HEM_PA81.nii.gz,1,context,real_blur_joint_product,overall,7077888,0.9999821980794271,0.2499999969965626,0.9872320196425823,0.9999997711397283,0.00716534558969304
HEM_PA81.nii.gz,1,context,real_blur_joint_product,foreground,126,0.0,0.006388291347003173,,,
HEM_PA81.nii.gz,1,context,real_blur_joint_product,background,7077762,1.0,0.25000433383000115,,1.0,
HEM_PA81.nii.gz,1,context,real_pairwise_joint_product,overall,7077888,0.9999821980794271,0.2499999969965626,0.9872320196425823,0.9999997711397283,0.00716534558969304
HEM_PA81.nii.gz,1,context,real_pairwise_joint_product,foreground,126,0.0,0.006388291347003173,,,
HEM_PA81.nii.gz,1,context,real_pairwise_joint_product,background,7077762,1.0,0.25000433383000115,,1.0,
HEM_PA81.nii.gz,2,foreground,confidence_rank,overall,7077888,0.971954486988209,0.5000000706937526,0.9691647932358407,0.9991043966636924,0.26833486823116304
HEM_PA81.nii.gz,2,foreground,confidence_rank,foreground,547217,0.6388032535538918,0.04065849347216091,0.4490115187589321,0.5690815828951159,-0.08484410294754514
HEM_PA81.nii.gz,2,foreground,confidence_rank,background,6530671,0.999869844920989,0.5384891508912496,0.9998760288510565,0.9999999838512647,0.019754379461267752
HEM_PA81.nii.gz,2,foreground,real_gamma_world_stability,overall,7077888,0.971954486988209,0.49999992929175546,0.9839987680888024,0.9995088303041488,0.27681547295043935
HEM_PA81.nii.gz,2,foreground,real_gamma_world_stability,foreground,547217,0.6388032535538918,0.045098919682925044,0.7786040639195821,0.7818783554193958,0.46359517052259597
HEM_PA81.nii.gz,2,foreground,real_gamma_world_stability,background,6530671,0.999869844920989,0.5381169261172142,0.9973752668492658,0.9999996573992002,0.01965523064022485
HEM_PA81.nii.gz,2,foreground,real_blur_world_stability,overall,7077888,0.971954486988209,0.49999992987702374,0.9763403280017058,0.9992713445673506,0.27243700885059097
HEM_PA81.nii.gz,2,foreground,real_blur_world_stability,foreground,547217,0.6388032535538918,0.05218303382380251,0.6431326544639777,0.7348337203043959,0.23817411352246917
HEM_PA81.nii.gz,2,foreground,real_blur_world_stability,background,6530671,0.999869844920989,0.5375233357272887,0.9989748624493867,0.999999866295902,0.019718589729239542
HEM_PA81.nii.gz,2,foreground,real_pairwise_world_stability,overall,7077888,0.971954486988209,0.499999929934044,0.9851251249838333,0.9995691580459516,0.277459358204336
HEM_PA81.nii.gz,2,foreground,real_pairwise_world_stability,foreground,547217,0.6388032535538918,0.04428692729883663,0.7665773221837295,0.8220987489217744,0.4435800565580543
HEM_PA81.nii.gz,2,foreground,real_pairwise_world_stability,background,6530671,0.999869844920989,0.5381849651567693,0.9985842316171228,0.9999998154476987,0.019702978050649834
HEM_PA81.nii.gz,2,foreground,real_gamma_joint_product,overall,7077888,0.971954486988209,0.32467519694998814,0.9803135967628948,0.9994266075185844,0.27470741422385786
HEM_PA81.nii.gz,2,foreground,real_gamma_joint_product,foreground,547217,0.6388032535538918,0.002255888197025064,0.6727507729117479,0.713404621440722,0.2874526047740823
HEM_PA81.nii.gz,2,foreground,real_gamma_joint_product,background,6530671,0.999869844920989,0.3516913070675962,0.9995467213825167,0.999999940978771,0.019741007305003788
HEM_PA81.nii.gz,2,foreground,real_blur_joint_product,overall,7077888,0.971954486988209,0.3210037348127759,0.9753379081241973,0.9992839540146606,0.27186164676806385
HEM_PA81.nii.gz,2,foreground,real_blur_joint_product,foreground,547217,0.6388032535538918,0.002722450428658074,0.5763996959214484,0.6708661645017633,0.1271269816198007
HEM_PA81.nii.gz,2,foreground,real_blur_joint_product,background,6530671,0.999869844920989,0.34767311221623465,0.9998499964286022,0.9999999804699296,0.01975299165171846
HEM_PA81.nii.gz,2,foreground,real_pairwise_joint_product,overall,7077888,0.971954486988209,0.32791101528632544,0.9796101020283706,0.9994096355863669,0.2743050111575403
HEM_PA81.nii.gz,2,foreground,real_pairwise_joint_product,foreground,547217,0.6388032535538918,0.002192623034985401,0.6466112812508191,0.7220495829354124,0.24395714703742635
HEM_PA81.nii.gz,2,foreground,real_pairwise_joint_product,background,6530671,0.999869844920989,0.3552035617111265,0.9997766864287614,0.9999999709247192,0.019750090364537343
HEM_PA81.nii.gz,3,foreground,confidence_rank,overall,7077888,0.9927402072482638,0.500000070869894,0.9914659955962546,0.9999370274990202,0.14453467946445722
HEM_PA81.nii.gz,3,foreground,confidence_rank,foreground,307059,0.8678853249701197,0.041180495039539286,0.8407057186030691,0.9710478019188418,0.40014644982733744
HEM_PA81.nii.gz,3,foreground,confidence_rank,background,6770829,0.9984024112852355,0.5208076677143709,0.9974358713155075,0.9999958888210448,0.06882115806281092
HEM_PA81.nii.gz,3,foreground,real_gamma_world_stability,overall,7077888,0.9927402072482638,0.49999993120681446,0.9868675752812087,0.9998085609015515,0.14324014447924474
HEM_PA81.nii.gz,3,foreground,real_gamma_world_stability,foreground,307059,0.8678853249701197,0.10396295290348687,0.8645373864407526,0.9738858664961667,0.4295130351717813
HEM_PA81.nii.gz,3,foreground,real_gamma_world_stability,background,6770829,0.9984024112852355,0.517960319590695,0.9764547701427271,0.9998776067266744,0.06594755451776413
