method,case,scope,patch_count,valid_auroc_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman,aggregation
confidence_rank,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.5119928339083548,0.9343441840376829,0.9992832068625636,0.1055784166450916,case_patch_macro
confidence_rank,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.054453556157262974,0.5770763615102675,0.7663826347857899,0.10867217946770812,case_patch_macro
confidence_rank,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.5000000704897456,0.9253805485752352,0.9991285003899854,0.1667366984784256,case_patch_macro
real_blur_joint_product,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.3123292830597024,0.9769705678844927,0.9997741700852153,0.10858096811613491,case_patch_macro
real_blur_joint_product,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.0025704190919103166,0.565999822733668,0.7618846314554465,0.09371288816281209,case_patch_macro
real_blur_joint_product,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.30405401487907757,0.9674965264955805,0.9995997621609181,0.16930857465709542,case_patch_macro
real_blur_world_stability,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.5122348774189005,0.9726355114187887,0.9996827262111484,0.10775322374339266,case_patch_macro
real_blur_world_stability,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.04034013585525151,0.5317925574048702,0.7453150545680275,0.044590332223586805,case_patch_macro
real_blur_world_stability,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.49999993090003897,0.9634640221125197,0.9994431670922461,0.16760865229375324,case_patch_macro
real_gamma_joint_product,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.31378387435926014,0.930637471986054,0.9992617675959279,0.10299933308382289,case_patch_macro
real_gamma_joint_product,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.025784382944599133,0.648970792418836,0.817724528451866,0.2199520107439701,case_patch_macro
real_gamma_joint_product,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.3058802476739716,0.9246854653010878,0.999126205619083,0.16493074320224743,case_patch_macro
real_gamma_world_stability,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.5106122232159016,0.9069890554128675,0.9989413690973343,0.10023916103127345,case_patch_macro
real_gamma_world_stability,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.11072888881376843,0.6838454679593905,0.8421060830895181,0.2749077462564442,case_patch_macro
real_gamma_world_stability,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.4999999266992935,0.9100444960907641,0.9987938809079332,0.1634571773116647,case_patch_macro
real_pairwise_joint_product,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.3162568342221095,0.9774339770234202,0.999776000978081,0.10867824986861148,case_patch_macro
real_pairwise_joint_product,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.0023322200308745784,0.5845919496964256,0.7702509614910031,0.12190460372054117,case_patch_macro
real_pairwise_joint_product,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.30785034386622634,0.9685382151836635,0.9996154360773806,0.16972902456006697,case_patch_macro
real_pairwise_world_stability,HEM_PA89.nii.gz,background,4,4,0.995659557180025,0.5124452509748487,0.9784510756767344,0.9997714877578214,0.10909922921319416,case_patch_macro
real_pairwise_world_stability,HEM_PA89.nii.gz,foreground,4,3,0.7364061657392206,0.03285966634050683,0.5775783597166902,0.7674206388255157,0.11363468663194252,case_patch_macro
real_pairwise_world_stability,HEM_PA89.nii.gz,overall,4,4,0.9888075016163014,0.49999992868506354,0.9697933140419583,0.999591319080924,0.16982198519262226,case_patch_macro
confidence_rank,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.5113828984373768,0.9981071894987729,0.9999973234652636,0.062570738026252,case_patch_macro
confidence_rank,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.19428200323034617,0.5239910639868336,0.7337390768184271,0.023477305658668728,case_patch_macro
confidence_rank,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.5000000650686952,0.8104245659297907,0.9989709113832149,0.18509434767568345,case_patch_macro
real_blur_joint_product,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.2922318380701797,0.9968039788821734,0.9999951555800469,0.06230744152454098,case_patch_macro
real_blur_joint_product,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.08525358481178215,0.5474875077167987,0.7434088772078964,0.05785246343512108,case_patch_macro
real_blur_joint_product,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.28437938532634194,0.8142415197515066,0.9990235255294752,0.18726613974902426,case_patch_macro
real_blur_world_stability,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.511139402280409,0.9916877892969036,0.9999813685761625,0.0613583687559042,case_patch_macro
real_blur_world_stability,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.2010929195012917,0.5462044126363832,0.7704093864368159,0.05973097161691276,case_patch_macro
real_blur_world_stability,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.4999999345895937,0.8115397803272559,0.9989917918766268,0.18608999698359124,case_patch_macro
real_gamma_joint_product,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.2939613832353469,0.9967919716536049,0.9999960479371786,0.06239369452930691,case_patch_macro
