case_id,patch_index,patch_kind,action,layer,feature_shape,delta_norm,relative_delta,cosine_similarity,mse
HCC_10136895_20170421.nii.gz,1,context,blur,encoder_bottleneck_deepest,1x320x6x6x6,189.56593322753906,0.22278553247451782,0.9750328063964844,0.5198964476585388
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_stage_1,1x32x192x192x192,2128.82421875,0.16783098876476288,0.985940158367157,0.020009025931358337
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_stage_2,1x64x96x96x96,1443.52685546875,0.16540178656578064,0.9863445162773132,0.036800701171159744
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_stage_3,1x128x48x48x48,719.4722900390625,0.13967081904411316,0.990307629108429,0.036567434668540955
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_stage_4,1x256x24x24x24,453.64892578125,0.14163601398468018,0.9899634122848511,0.05815219134092331
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_stage_5,1x320x12x12x12,267.6268310546875,0.13279497623443604,0.9911670088768005,0.12952856719493866
HCC_10136895_20170421.nii.gz,2,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,100.04252624511719,0.11849907785654068,0.992969810962677,0.14479900896549225
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_stage_1,1x32x192x192x192,5981.52685546875,0.47156810760498047,0.8864727020263672,0.15796849131584167
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_stage_2,1x64x96x96x96,3962.10400390625,0.45398470759391785,0.8942232728004456,0.27724140882492065
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_stage_3,1x128x48x48x48,1866.845703125,0.36240988969802856,0.9338945746421814,0.24619723856449127
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_stage_4,1x256x24x24x24,1031.982177734375,0.32220032811164856,0.9484415054321289,0.3009336292743683
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_stage_5,1x320x12x12x12,616.8206176757812,0.3060630261898041,0.9528858661651611,0.6880563497543335
HCC_10136895_20170421.nii.gz,2,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,230.07212829589844,0.27251744270324707,0.9628521800041199,0.765815794467926
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_stage_1,1x32x192x192x192,1745.9698486328125,0.1422688364982605,0.9898307919502258,0.013459217734634876
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_stage_2,1x64x96x96x96,1131.5321044921875,0.13164784014225006,0.9913415908813477,0.022612059488892555
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_stage_3,1x128x48x48x48,566.919921875,0.11099638044834137,0.9938431978225708,0.022704385221004486
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_stage_4,1x256x24x24x24,351.3675537109375,0.1102466732263565,0.9939106106758118,0.03488587588071823
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_stage_5,1x320x12x12x12,243.19326782226562,0.120087631046772,0.9927873015403748,0.10695704072713852
HCC_10136895_20170421.nii.gz,3,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,95.7958984375,0.11333323270082474,0.9935812950134277,0.1327669769525528
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_stage_1,1x32x192x192x192,5343.10595703125,0.4353783428668976,0.9038525223731995,0.12604740262031555
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_stage_2,1x64x96x96x96,3689.753173828125,0.42928346991539,0.9054919481277466,0.24043680727481842
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_stage_3,1x128x48x48x48,1806.875732421875,0.35376542806625366,0.9369771480560303,0.23063376545906067
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_stage_4,1x256x24x24x24,1011.9932861328125,0.3175275921821594,0.9501562714576721,0.2893886864185333
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_stage_5,1x320x12x12x12,590.009033203125,0.2913435399532318,0.9572328925132751,0.6295403242111206
HCC_10136895_20170421.nii.gz,3,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,219.4279327392578,0.2595985531806946,0.9662939310073853,0.6965945363044739
MET_PA13.nii.gz,0,context,gamma,encoder_stage_1,1x32x192x192x192,1373.6258544921875,0.11670863628387451,0.9931768178939819,0.008330733515322208
MET_PA13.nii.gz,0,context,gamma,encoder_stage_2,1x64x96x96x96,1025.4898681640625,0.12480980157852173,0.992195725440979,0.01857244409620762
MET_PA13.nii.gz,0,context,gamma,encoder_stage_3,1x128x48x48x48,587.3445434570312,0.11928599327802658,0.9928731918334961,0.02436981350183487
MET_PA13.nii.gz,0,context,gamma,encoder_stage_4,1x256x24x24x24,416.00067138671875,0.13404619693756104,0.9909801483154297,0.04890061914920807
MET_PA13.nii.gz,0,context,gamma,encoder_stage_5,1x320x12x12x12,249.96072387695312,0.12425121665000916,0.9922842979431152,0.11299256235361099
MET_PA13.nii.gz,0,context,gamma,encoder_bottleneck_deepest,1x320x6x6x6,95.37287139892578,0.11239351332187653,0.9936829805374146,0.13159699738025665
MET_PA13.nii.gz,0,context,blur,encoder_stage_1,1x32x192x192x192,4752.298828125,0.4037739336490631,0.9176992774009705,0.09971345961093903
MET_PA13.nii.gz,0,context,blur,encoder_stage_2,1x64x96x96x96,3481.402099609375,0.42371273040771484,0.9082034230232239,0.21404972672462463
MET_PA13.nii.gz,0,context,blur,encoder_stage_3,1x128x48x48x48,1741.417724609375,0.35367101430892944,0.9368744492530823,0.21422603726387024
MET_PA13.nii.gz,0,context,blur,encoder_stage_4,1x256x24x24x24,1077.0205078125,0.3470439314842224,0.9408585429191589,0.3277738392353058
MET_PA13.nii.gz,0,context,blur,encoder_stage_5,1x320x12x12x12,658.6804809570312,0.32741886377334595,0.9460415840148926,0.7846136689186096
MET_PA13.nii.gz,0,context,blur,encoder_bottleneck_deepest,1x320x6x6x6,241.06520080566406,0.2840867042541504,0.9596299529075623,0.8407469391822815
MET_PA13.nii.gz,1,context,gamma,encoder_stage_1,1x32x192x192x192,1427.44140625,0.12304268777370453,0.9924057722091675,0.00899627897888422
MET_PA13.nii.gz,1,context,gamma,encoder_stage_2,1x64x96x96x96,1117.356201171875,0.1284341812133789,0.9917542338371277,0.022049034014344215
MET_PA13.nii.gz,1,context,gamma,encoder_stage_3,1x128x48x48x48,561.1071166992188,0.10905144363641739,0.9940559267997742,0.02224118262529373
MET_PA13.nii.gz,1,context,gamma,encoder_stage_4,1x256x24x24x24,321.8012390136719,0.09850640594959259,0.9951363205909729,0.029261846095323563
MET_PA13.nii.gz,1,context,gamma,encoder_stage_5,1x320x12x12x12,163.40097045898438,0.07959397882223129,0.9968340396881104,0.04828536882996559
MET_PA13.nii.gz,1,context,gamma,encoder_bottleneck_deepest,1x320x6x6x6,62.20146179199219,0.07287795096635818,0.9973462224006653,0.05597543343901634
MET_PA13.nii.gz,1,context,blur,encoder_stage_1,1x32x192x192x192,5906.6572265625,0.5091423988342285,0.8666499853134155,0.1540387123823166
MET_PA13.nii.gz,1,context,blur,encoder_stage_2,1x64x96x96x96,4231.27294921875,0.48636242747306824,0.878654956817627,0.3161902129650116
MET_PA13.nii.gz,1,context,blur,encoder_stage_3,1x128x48x48x48,1971.2010498046875,0.3831039071083069,0.9257283210754395,0.2744910418987274
MET_PA13.nii.gz,1,context,blur,encoder_stage_4,1x256x24x24x24,1132.59423828125,0.3466978073120117,0.9411013722419739,0.3624724745750427
MET_PA13.nii.gz,1,context,blur,encoder_stage_5,1x320x12x12x12,716.2693481445312,0.34890076518058777,0.9383657574653625,0.9278099536895752
MET_PA13.nii.gz,1,context,blur,encoder_bottleneck_deepest,1x320x6x6x6,274.8859558105469,0.32206839323043823,0.9479436278343201,1.0932044982910156
MET_PA13.nii.gz,2,foreground,gamma,encoder_stage_1,1x32x192x192x192,1387.0054931640625,0.11776179075241089,0.9930456280708313,0.008493812754750252
MET_PA13.nii.gz,2,foreground,gamma,encoder_stage_2,1x64x96x96x96,1023.8223876953125,0.11843572556972504,0.9929671883583069,0.018512094393372536
MET_PA13.nii.gz,2,foreground,gamma,encoder_stage_3,1x128x48x48x48,527.677978515625,0.10385038703680038,0.9946078658103943,0.019669994711875916
MET_PA13.nii.gz,2,foreground,gamma,encoder_stage_4,1x256x24x24x24,310.793701171875,0.09636282175779343,0.9953465461730957,0.0272942204028368
MET_PA13.nii.gz,2,foreground,gamma,encoder_stage_5,1x320x12x12x12,161.07891845703125,0.0790102556347847,0.9968875646591187,0.046922776848077774
MET_PA13.nii.gz,2,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,57.31003189086914,0.06730031967163086,0.9977403879165649,0.04751793295145035
MET_PA13.nii.gz,2,foreground,blur,encoder_stage_1,1x32x192x192x192,5757.5498046875,0.4888368248939514,0.8783612847328186,0.14635978639125824
MET_PA13.nii.gz,2,foreground,blur,encoder_stage_2,1x64x96x96x96,4274.09326171875,0.4944269061088562,0.8752654194831848,0.32262226939201355
MET_PA13.nii.gz,2,foreground,blur,encoder_stage_3,1x128x48x48x48,2073.532958984375,0.408084511756897,0.9156860709190369,0.3037303686141968
MET_PA13.nii.gz,2,foreground,blur,encoder_stage_4,1x256x24x24x24,1155.0880126953125,0.35813963413238525,0.9368661046028137,0.37701311707496643
MET_PA13.nii.gz,2,foreground,blur,encoder_stage_5,1x320x12x12x12,637.4166870117188,0.31265702843666077,0.9506694078445435,0.7347729802131653
MET_PA13.nii.gz,2,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,233.12673950195312,0.2737654149532318,0.962357759475708,0.7862857580184937
MET_PA13.nii.gz,3,foreground,gamma,encoder_stage_1,1x32x192x192x192,1465.7891845703125,0.12537850439548492,0.9921135306358337,0.009486136958003044
MET_PA13.nii.gz,3,foreground,gamma,encoder_stage_2,1x64x96x96x96,1081.810791015625,0.1245996505022049,0.9922284483909607,0.020668497309088707
MET_PA13.nii.gz,3,foreground,gamma,encoder_stage_3,1x128x48x48x48,518.2711791992188,0.10122092068195343,0.994879424571991,0.018974939361214638
MET_PA13.nii.gz,3,foreground,gamma,encoder_stage_4,1x256x24x24x24,288.9975891113281,0.08953124284744263,0.9959866404533386,0.023600149899721146
MET_PA13.nii.gz,3,foreground,gamma,encoder_stage_5,1x320x12x12x12,145.74349975585938,0.07042019814252853,0.9975241422653198,0.03841357305645943
MET_PA13.nii.gz,3,foreground,gamma,encoder_bottleneck_deepest,1x320x6x6x6,52.93728256225586,0.06160864606499672,0.9981023669242859,0.040543343871831894
MET_PA13.nii.gz,3,foreground,blur,encoder_stage_1,1x32x192x192x192,5872.083984375,0.5022776126861572,0.8701756000518799,0.15224072337150574
MET_PA13.nii.gz,3,foreground,blur,encoder_stage_2,1x64x96x96x96,4293.69384765625,0.4945344924926758,0.874734103679657,0.32558801770210266
MET_PA13.nii.gz,3,foreground,blur,encoder_stage_3,1x128x48x48x48,2043.8568115234375,0.3991753160953522,0.9192133545875549,0.2950986623764038
MET_PA13.nii.gz,3,foreground,blur,encoder_stage_4,1x256x24x24x24,1153.9754638671875,0.35750076174736023,0.9376587271690369,0.37628722190856934
MET_PA13.nii.gz,3,foreground,blur,encoder_stage_5,1x320x12x12x12,623.4772338867188,0.301251083612442,0.9540857672691345,0.7029873132705688
MET_PA13.nii.gz,3,foreground,blur,encoder_bottleneck_deepest,1x320x6x6x6,225.1900634765625,0.2620772123336792,0.9655215740203857,0.7336597442626953
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_stage_1,1x32x192x192x192,1436.1064453125,0.1173730343580246,0.9930998086929321,0.009105831384658813
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_stage_2,1x64x96x96x96,987.4216918945312,0.11604469269514084,0.993303656578064,0.017219146713614464
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_stage_3,1x128x48x48x48,501.1996765136719,0.09858962893486023,0.9951460957527161,0.01774548552930355
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_stage_4,1x256x24x24x24,303.135498046875,0.09388977289199829,0.9955834746360779,0.02596569061279297
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_stage_5,1x320x12x12x12,176.78750610351562,0.08712875843048096,0.9962089657783508,0.05652095004916191
HCC_10074592_20130816.nii.gz,0,context,gamma,encoder_bottleneck_deepest,1x320x6x6x6,66.45661163330078,0.07803290337324142,0.996956467628479,0.06389584392309189
HCC_10074592_20130816.nii.gz,0,context,blur,encoder_stage_1,1x32x192x192x192,4713.01025390625,0.3851945102214813,0.9248180389404297,0.09807156026363373
HCC_10074592_20130816.nii.gz,0,context,blur,encoder_stage_2,1x64x96x96x96,3511.936279296875,0.4127330482006073,0.9126136898994446,0.2178208976984024
HCC_10074592_20130816.nii.gz,0,context,blur,encoder_stage_3,1x128x48x48x48,1704.7957763671875,0.3353457450866699,0.9433364272117615,0.20531043410301208
HCC_10074592_20130816.nii.gz,0,context,blur,encoder_stage_4,1x256x24x24x24,973.8892822265625,0.3016414940357208,0.9550490379333496,0.2680065929889679
