split,case,patch_index,patch_kind,gamma_strength,input_normalized_mse,state_normalized_mse,mask_logit_normalized_mse
train,HEM_PA99.nii.gz,0,context,-0.3,0.02751365676522255,0.013785789720714092,0.002660923171788454
train,HEM_PA99.nii.gz,0,context,0.3,0.01715080998837948,0.008402649313211441,0.0013691640924662352
train,HEM_PA99.nii.gz,1,foreground,-0.3,0.03459705039858818,0.03359317407011986,0.006693914532661438
train,HEM_PA99.nii.gz,1,foreground,0.3,0.02029278129339218,0.02148616313934326,0.00532116461545229
val,CYST_PA62.nii.gz,0,context,-0.3,0.026293938979506493,0.013910060748457909,0.002555545186623931
val,CYST_PA62.nii.gz,0,context,0.3,0.016690442338585854,0.007353108376264572,0.0012494861148297787
val,CYST_PA62.nii.gz,1,foreground,-0.3,0.1226888969540596,0.050375647842884064,0.010868290439248085
val,CYST_PA62.nii.gz,1,foreground,0.3,0.10764104872941971,0.04503155127167702,0.01171952672302723
