variant,epoch,case_position,training_order_index,case,patch_count,mean_patch_loss,gradient_norm,update_delta_norm,optimizer_updates,learning_rate,weight_decay,initial_lora_state_digest
C_wp_hard_fusion,4,13,103,MET_PA25.nii.gz,20,0.004011160861409735,0.01997421309351921,0.003446251852437854,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,14,104,MET_PA19.nii.gz,20,0.004319387233590532,0.010746754705905914,0.0033786133863031864,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,15,105,HCC_10136895_20170421.nii.gz,15,0.01035533272176205,0.00629724794998765,0.0033532571978867054,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,16,106,HCC_10140276_20170721.nii.gz,15,0.007027665036730468,0.00253571686334908,0.003121707821264863,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,17,107,HEM_PA66.nii.gz,3,0.0027384123920152583,0.007852102629840374,0.003055803244933486,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,18,108,HEM_PA97.nii.gz,50,0.01042448374371915,0.0007395235006697476,0.0027917632833123207,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,19,109,HEM_PA56.nii.gz,3,0.003586740077783664,0.005749146919697523,0.0026273729745298624,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,20,110,CYST_PA53.nii.gz,2,0.004382950020954013,0.02713797055184841,0.0037024132907390594,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,21,111,HCC_10147777_20171222.nii.gz,12,0.0047583566726340605,0.0018248438136652112,0.003371000988408923,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,22,112,HEM_PA13.nii.gz,20,0.0054239766433965995,0.0005010073655284941,0.0030535326804965734,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,23,113,HCC_10076307_20130925.nii.gz,15,0.006437790618898968,0.010361422784626484,0.003037247806787491,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,24,114,CYST_PA56.nii.gz,20,0.004936010230449028,0.004595134407281876,0.0029564329888671637,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,25,115,HEM_PA24.nii.gz,16,0.0039767576517988346,0.004140669479966164,0.0027894231025129557,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,26,116,MET_PA13.nii.gz,20,0.0036202127055730672,0.0018275711918249726,0.0025886555667966604,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,27,117,CYST_PA69.nii.gz,60,0.009371016975880291,0.0016008447855710983,0.002368232235312462,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,28,118,HCC_10074592_20130816.nii.gz,15,0.00536368470590484,0.005034506320953369,0.002257253509014845,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,29,119,HEM_PA99.nii.gz,80,0.011571214842842893,0.003804323263466358,0.002186922123655677,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,30,120,CYST_PA54.nii.gz,2,0.0039214236894622445,0.01569419540464878,0.0028309854678809643,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,1,121,HEM_PA99.nii.gz,80,0.0115107551246183,0.003722806926816702,0.002737864153459668,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,2,122,CYST_PA19.nii.gz,20,0.0030236218037316574,0.0011175308609381318,0.002494495827704668,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,3,123,HEM_PA13.nii.gz,20,0.005337018164846085,0.0004631963383872062,0.002259643515571952,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,4,124,HCC_10076307_20130925.nii.gz,15,0.006354967085644603,0.00958304014056921,0.0025397890713065863,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,5,125,MET_PA25.nii.gz,20,0.0038172136337379925,0.016589108854532242,0.0033217896707355976,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,6,126,CYST_PA74.nii.gz,20,0.0027782049157394793,0.0021789600141346455,0.003046736354008317,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,7,127,MET_PA19.nii.gz,20,0.004270950095451554,0.009398570284247398,0.0029843859374523163,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,8,128,HCC_10081574_20140213.nii.gz,12,0.004339239933566886,0.008384871296584606,0.003085063537582755,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,9,129,HEM_PA97.nii.gz,50,0.010459911605402786,0.0005787508562207222,0.0028143387753516436,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,10,130,ICC_PA18.nii.gz,20,0.007978978989448748,0.005503633990883827,0.0028376569971442223,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,11,131,HEM_PA34.nii.gz,20,0.0037059328140458094,0.001238572527654469,0.002602196531370282,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,12,132,HEM_PA24.nii.gz,16,0.003996856978119467,0.0036997287534177303,0.0024184505455195904,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,13,133,MET_PA13.nii.gz,20,0.0036619579288526436,0.0016001667827367783,0.0022740853019058704,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,14,134,FNH_PA10.nii.gz,20,0.005453045637113974,0.0014421382220461965,0.002125826897099614,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,15,135,CYST_PA69.nii.gz,60,0.009561583933342869,0.0013833100674673915,0.002034671837463975,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,16,136,HCC_10142924_20170911.nii.gz,15,0.005899550086663415,0.007981990464031696,0.0017621929291635752,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,17,137,HCC_10136895_20170421.nii.gz,15,0.01039784875853608,0.00524694100022316,0.0018880816642194986,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,18,138,HCC_10140276_20170721.nii.gz,15,0.0070517905289307235,0.0018932567909359932,0.0017754801083356142,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,19,139,CYST_PA54.nii.gz,2,0.0037832576781511307,0.014323974028229713,0.0022289627231657505,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,20,140,CYST_PA37.nii.gz,16,0.003909815371457626,0.004115154035389423,0.0021873642690479755,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,21,141,HCC_10074592_20130816.nii.gz,15,0.0053354150164523165,0.004877349361777306,0.002127858344465494,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,22,142,HCC_PA0.nii.gz,25,0.011531759730991808,0.0017680168384686112,0.0019621755927801132,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,23,143,HCC_10147777_20171222.nii.gz,12,0.004735517121541004,0.001308669918216765,0.0018344633281230927,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,24,144,CYST_PA38.nii.gz,3,0.0027672636788338423,0.00894196331501007,0.001962673617526889,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,25,145,HEM_PA56.nii.gz,3,0.003403762122616172,0.005006380379199982,0.0019222184782847762,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,26,146,CYST_PA56.nii.gz,20,0.0049748865061701505,0.0038897825870662928,0.001986432122066617,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,27,147,CYST_PA20.nii.gz,12,0.007076587935443968,0.011161726899445057,0.0024712770245969296,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,28,148,FNH_PA32.nii.gz,3,0.003567444005360206,0.009125279262661934,0.0023732283152639866,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,29,149,HEM_PA66.nii.gz,3,0.0025695011330147586,0.004668839275836945,0.0023192064836621284,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,5,30,150,CYST_PA53.nii.gz,2,0.004033890785649419,0.019266972318291664,0.003224681131541729,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,1,1,CYST_PA69.nii.gz,60,0.0914941863467296,3.8990283012390137,0.03836522623896599,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,2,2,CYST_PA37.nii.gz,16,0.020321502973393635,0.04454055055975914,0.03866015002131462,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,3,3,CYST_PA53.nii.gz,2,0.014766572508960962,0.04469766467809677,0.03442414477467537,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,4,4,HEM_PA24.nii.gz,16,0.019633406853245106,0.05972878634929657,0.03342268988490105,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,5,5,CYST_PA74.nii.gz,20,0.021322476532441216,0.08660690486431122,0.03320533409714699,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,6,6,FNH_PA32.nii.gz,3,0.02727427954475085,0.1751379817724228,0.0310846958309412,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,7,7,HCC_10074592_20130816.nii.gz,15,0.046347765987350915,0.36497658491134644,0.02997048757970333,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,8,8,HCC_10142924_20170911.nii.gz,15,0.03143021153906981,0.23793016374111176,0.03227204084396362,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,9,9,ICC_PA18.nii.gz,20,0.025125792995095254,0.15173086524009705,0.03213682770729065,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,10,10,HCC_10081574_20140213.nii.gz,12,0.03462864443038901,0.20013202726840973,0.033310819417238235,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,11,11,FNH_PA10.nii.gz,20,0.021178755396977066,0.1744718849658966,0.033000677824020386,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,12,12,HEM_PA66.nii.gz,3,0.028034792592128117,0.2630845606327057,0.032560814172029495,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,13,13,CYST_PA54.nii.gz,2,0.017488680314272642,0.17136037349700928,0.031982116401195526,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,14,14,CYST_PA56.nii.gz,20,0.01348245759254496,0.08716084063053131,0.031052498146891594,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,15,15,HCC_10140276_20170721.nii.gz,15,0.017793588945642112,0.12339372932910919,0.03125191852450371,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,16,16,HEM_PA13.nii.gz,20,0.012665341488798276,0.08852146565914154,0.03063390962779522,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,17,17,HEM_PA99.nii.gz,80,0.021287935467589135,0.1607683002948761,0.030565226450562477,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,18,18,MET_PA25.nii.gz,20,0.013106196300520878,0.09669409692287445,0.030183160677552223,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,19,19,HEM_PA97.nii.gz,50,0.012847480555064976,0.05550459027290344,0.029065608978271484,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,20,20,HCC_PA0.nii.gz,25,0.015112242475152016,0.0729898139834404,0.028187023475766182,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,21,21,HCC_10147777_20171222.nii.gz,12,0.01091060492520531,0.06595893204212189,0.027506016194820404,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,22,22,HEM_PA34.nii.gz,20,0.007693316112272442,0.05618233233690262,0.026166779920458794,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,23,23,MET_PA13.nii.gz,20,0.006126002460950986,0.038577817380428314,0.02475380338728428,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,24,24,CYST_PA38.nii.gz,3,0.009357796981930733,0.15837259590625763,0.02489173412322998,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,25,25,MET_PA19.nii.gz,20,0.007315994019154459,0.06727920472621918,0.02384990081191063,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,26,26,CYST_PA20.nii.gz,12,0.012765016794825593,0.15909098088741302,0.02365209348499775,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,27,27,HEM_PA56.nii.gz,3,0.005835350602865219,0.04818271845579147,0.022548258304595947,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,28,28,HCC_10136895_20170421.nii.gz,15,0.01328025693849971,0.10937764495611191,0.023462064564228058,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,29,29,HCC_10076307_20130925.nii.gz,15,0.010598317580297589,0.06621222198009491,0.023116981610655785,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,1,30,30,CYST_PA19.nii.gz,20,0.004172374348854646,0.02214212529361248,0.021536923944950104,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,1,31,HEM_PA34.nii.gz,20,0.004831021977588534,0.030475977808237076,0.02018633298575878,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,2,32,HCC_PA0.nii.gz,25,0.012141135935244378,0.012261157855391502,0.018615076318383217,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,3,33,HEM_PA24.nii.gz,16,0.005841604930765243,0.061059072613716125,0.017693856731057167,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,4,34,CYST_PA37.nii.gz,16,0.005298423766219029,0.03348267078399658,0.01682053692638874,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,5,35,FNH_PA32.nii.gz,3,0.0051086571378012495,0.038235507905483246,0.016108816489577293,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,6,36,HCC_10142924_20170911.nii.gz,15,0.006434023263864219,0.02766340784728527,0.015301673673093319,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,7,37,HCC_10081574_20140213.nii.gz,12,0.007077794085705565,0.0597844235599041,0.015544232912361622,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,8,38,CYST_PA19.nii.gz,20,0.0033726960071362557,0.01093120127916336,0.014367473311722279,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,9,39,MET_PA13.nii.gz,20,0.003688381248502992,0.011014372110366821,0.013316321186721325,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,10,40,CYST_PA38.nii.gz,3,0.0038802051761498055,0.03945248946547508,0.012940678745508194,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,11,41,CYST_PA20.nii.gz,12,0.007649613136891276,0.05476131662726402,0.01264291163533926,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,12,42,HCC_10147777_20171222.nii.gz,12,0.005408699507825077,0.01299222931265831,0.011797038838267326,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,13,43,CYST_PA69.nii.gz,60,0.009029198774909849,0.004089303780347109,0.010782256722450256,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,14,44,HEM_PA99.nii.gz,80,0.01249363271269317,0.01680007390677929,0.010101502761244774,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,15,45,HEM_PA56.nii.gz,3,0.004437864602853854,0.015715621411800385,0.00939430296421051,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,16,46,HCC_10136895_20170421.nii.gz,15,0.0108170598357295,0.039843134582042694,0.009555197320878506,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,17,47,ICC_PA18.nii.gz,20,0.010210570693567433,0.007675573695451021,0.0088617829605937,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,18,48,HEM_PA66.nii.gz,3,0.004101727390661836,0.04901682958006859,0.008973127231001854,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,19,49,FNH_PA10.nii.gz,20,0.00723621515207924,0.005512454081326723,0.0082530053332448,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,20,50,CYST_PA56.nii.gz,20,0.005275840961621725,0.009644566103816032,0.007711312733590603,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,21,51,HCC_10074592_20130816.nii.gz,15,0.0065273180798006555,0.02691301517188549,0.007607563398778439,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,22,52,CYST_PA74.nii.gz,20,0.0030042003994601883,0.007754565216600895,0.007105933967977762,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,23,53,HEM_PA97.nii.gz,50,0.015084059066139162,0.004117269534617662,0.0065526459366083145,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,24,54,MET_PA25.nii.gz,20,0.004298334921259084,0.009327528066933155,0.006212576292455196,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,25,55,CYST_PA54.nii.gz,2,0.00516745843924582,0.02511540800333023,0.004999133292585611,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,26,56,HCC_10140276_20170721.nii.gz,15,0.007428638862135509,0.008661657571792603,0.004721297882497311,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,27,57,HEM_PA13.nii.gz,20,0.005640030503218441,0.0024272596929222345,0.004334999248385429,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,28,58,MET_PA19.nii.gz,20,0.005200447978131706,0.010571129620075226,0.004140935372561216,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,29,59,HCC_10076307_20130925.nii.gz,15,0.007428656176974376,0.012447841465473175,0.0041593643836677074,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,2,30,60,CYST_PA53.nii.gz,2,0.0059591400204226375,0.04124101996421814,0.003630037885159254,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,1,61,HEM_PA99.nii.gz,80,0.0135332628415199,0.007906236685812473,0.0034162234514951706,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,2,62,ICC_PA18.nii.gz,20,0.011351705424419833,0.004467798396945,0.003173467703163624,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,3,63,CYST_PA74.nii.gz,20,0.003048453202274004,0.005566671956330538,0.0030168911907821894,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,4,64,HEM_PA34.nii.gz,20,0.004216247206204571,0.003873372683301568,0.002827151445671916,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,5,65,HCC_10140276_20170721.nii.gz,15,0.00756940790064012,0.006956588942557573,0.0026967606972903013,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,6,66,HCC_PA0.nii.gz,25,0.016383094525621117,0.0011575034586712718,0.0024606254883110523,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,7,67,HEM_PA66.nii.gz,3,0.0036240265083809695,0.028612250462174416,0.002751462161540985,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,8,68,HCC_10136895_20170421.nii.gz,15,0.011466865714949866,0.02181830443441868,0.0030503321904689074,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,9,69,MET_PA19.nii.gz,20,0.005326234910899075,0.009039351716637611,0.002941880375146866,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,10,70,CYST_PA69.nii.gz,60,0.010195687771222595,0.0014336653985083103,0.0026881892699748278,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,11,71,CYST_PA37.nii.gz,16,0.004564228244369417,0.011697264388203621,0.002857595682144165,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,12,72,CYST_PA20.nii.gz,12,0.007895851915236562,0.02007879689335823,0.0029149854090064764,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,13,73,HCC_10074592_20130816.nii.gz,15,0.006623174693474235,0.01963108964264393,0.0030568046495318413,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,14,74,FNH_PA32.nii.gz,3,0.004506346303969622,0.013719066977500916,0.0027147356886416674,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,15,75,HCC_10142924_20170911.nii.gz,15,0.006476109622356793,0.005896470975130796,0.0025263684801757336,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
