case,action_type,action,prediction_mse,prediction_mae,mask_consistency,effective_voxel_weight,patch_voxel_observations,metric_scope,gt_used
HCC_10142924_20170911.nii.gz,real_mri,gamma:-0.30,0.0004455715500002802,0.0008115366901151305,0.999175926128706,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
HCC_10142924_20170911.nii.gz,real_mri,gamma:+0.30,0.00017993471845980638,0.0005037945266933448,0.999497605231529,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
HCC_10142924_20170911.nii.gz,real_mri,gaussian_noise:+0.02,0.00017755871131210768,0.0005163989220469099,0.9994885998864,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
HCC_10142924_20170911.nii.gz,real_mri,gaussian_noise:+0.05,0.0006375844402047101,0.0011872900623200115,0.9988472223348857,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
HCC_10142924_20170911.nii.gz,real_mri,bias_field:+0.05,0.0002953488686226588,0.0006957199545802919,0.9993178744575619,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
HCC_10142924_20170911.nii.gz,real_mri,bias_field:+0.15,0.0019892961795016113,0.0028762248314073207,0.9972835839513418,28746816.0625,106168320,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,gamma:-0.30,1.8877569296505316e-06,4.307850798295905e-05,0.9999581621466858,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,gamma:+0.30,1.3264826710121033e-06,3.3937828941255885e-05,0.9999658665737413,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,gaussian_noise:+0.02,3.4081046407089305e-06,5.4150503429489944e-05,0.9999466406861347,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,gaussian_noise:+0.05,7.102202685722262e-06,8.129836740298794e-05,0.9999207921574632,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,bias_field:+0.05,4.7315654559543015e-06,6.638735663926699e-05,0.9999372945242424,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,imagined_wp,bias_field:+0.15,1.5559014373095265e-05,0.00012174984835527579,0.9998839674587399,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,gamma:-0.30,6.38849776267565e-05,0.00023749559190692877,0.9997727311285387,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,gamma:+0.30,7.086747780457306e-05,0.00023247480922623052,0.9997653198684183,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,gaussian_noise:+0.02,3.048666141057769e-05,0.00016089283160911015,0.9998353486542159,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,gaussian_noise:+0.05,0.00025097946551821254,0.0005633432487080308,0.9994478435310138,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,bias_field:+0.05,4.35920938600363e-05,0.0001880078104986499,0.9998151934274249,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
MET_PA25.nii.gz,real_mri,bias_field:+0.15,0.0004627238939109139,0.0008309691280710392,0.9992005396312048,42637823.375,141557760,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,gamma:-0.30,3.6422899136330987e-06,8.481777471290907e-05,0.9999179853700576,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,gamma:+0.30,2.439164280399053e-06,6.65487859428388e-05,0.9999362954329727,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,gaussian_noise:+0.02,5.895113029543256e-06,0.00010091291403714446,0.9999025742929082,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,gaussian_noise:+0.05,1.2581469734397742e-05,0.00014803340145156716,0.9998572012946251,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,bias_field:+0.05,6.261113833014599e-06,0.00010526201952344851,0.9998980150571342,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,imagined_wp,bias_field:+0.15,3.185997929008733e-05,0.0002322569027294598,0.9997830620993075,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,gamma:-0.30,0.0001827408130288999,0.0006013247999770388,0.9994413473780448,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,gamma:+0.30,0.0001842550264601606,0.0005711924398970142,0.9994505088612511,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,gaussian_noise:+0.02,0.0001032866021406775,0.00043843005527294796,0.9995825374474013,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,gaussian_noise:+0.05,0.0007095789608549635,0.0014321609828766946,0.9986330120799748,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,bias_field:+0.05,0.00019835392014263121,0.000624082151269748,0.9994053466200934,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_10147777_20171222.nii.gz,real_mri,bias_field:+0.15,0.0024966409861727585,0.00351656628378346,0.9966786440514522,29061888.125,84934656,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,gamma:-0.30,6.144593462019066e-06,0.00021032650563703167,0.9998037976292391,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,gamma:+0.30,3.456794064880409e-06,0.00014160332287368863,0.9998633744411883,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,gaussian_noise:+0.02,2.6531455490192183e-06,0.00013076924029125365,0.9998840680604475,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,gaussian_noise:+0.05,3.987033205758458e-06,0.00015994940621819837,0.9998590968030234,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,bias_field:+0.05,5.838896523688404e-06,0.00019743555168849153,0.9998160077360202,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,imagined_wp,bias_field:+0.15,1.3684557945435477e-05,0.0003015360836465841,0.999727522906778,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,gamma:-0.30,0.0002893024848574783,0.001347852995551062,0.9987921272327573,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,gamma:+0.30,0.00018796541303514136,0.000979466610535704,0.9991135088279712,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,gaussian_noise:+0.02,0.00021845515856479928,0.001152436976358735,0.9989497129622775,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,gaussian_noise:+0.05,0.0014845650900863628,0.003595788206011931,0.9967661516812356,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,bias_field:+0.05,0.0001426711296785276,0.0009353215070338337,0.9991264391362649,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
HCC_PA0.nii.gz,real_mri,bias_field:+0.15,0.0006659426145914043,0.002087341133248715,0.9981217657153314,48771072.25,176947200,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,gamma:-0.30,2.002241722448808e-06,4.787741711342029e-05,0.9999528960928141,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,gamma:+0.30,1.2573596752408142e-06,3.574066320615669e-05,0.999965290406085,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,gaussian_noise:+0.02,2.6773078538771113e-06,5.1587700625012345e-05,0.9999496412063914,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,gaussian_noise:+0.05,5.298356673011094e-06,7.539766006500342e-05,0.9999285978446412,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,bias_field:+0.05,4.663941703000206e-06,7.298889776948241e-05,0.9999334801742753,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,imagined_wp,bias_field:+0.15,1.4574547948980882e-05,0.00013599254980147817,0.9998848254454982,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,gamma:-0.30,0.00013021291847621717,0.00038472775782986854,0.9996105752130298,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,gamma:+0.30,0.00015345351587962096,0.00042132740187710087,0.9995779435974523,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,gaussian_noise:+0.02,6.155414718147377e-05,0.00025084421712861724,0.99975003882111,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,gaussian_noise:+0.05,0.0007070481100009352,0.001083933246831106,0.99890992872945,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,bias_field:+0.05,9.591061762799361e-05,0.0002638809880186244,0.9997369794321765,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA37.nii.gz,real_mri,bias_field:+0.15,0.0014675520570849106,0.0018733477888491622,0.9981275392366598,40784833.25,113246208,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,gamma:-0.30,3.4105636413155347e-06,0.00013260044519539145,0.9998847635875185,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,gamma:+0.30,1.723602311977202e-06,8.528797187404238e-05,0.9999234837774607,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,gaussian_noise:+0.02,1.8307332096376025e-06,8.727314223627222e-05,0.9999242219588695,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,gaussian_noise:+0.05,2.8430463061385257e-06,0.00011027317296577092,0.9999051093549521,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,bias_field:+0.05,3.6301174431648174e-06,0.00013132816696587803,0.9998853758775242,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,imagined_wp,bias_field:+0.15,1.1879836395892345e-05,0.00023549198391410378,0.999794299169755,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,gamma:-0.30,0.00023166430976106846,0.0009863781705977753,0.9990934731736565,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,gamma:+0.30,0.00020416227842202234,0.0008681621404639501,0.999173934947214,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,gaussian_noise:+0.02,7.925574643534082e-05,0.0005475362336939931,0.9995031867448781,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,gaussian_noise:+0.05,0.00046389569808376655,0.0014120172587000904,0.9987251635681964,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,bias_field:+0.05,0.00015206509325179135,0.0007349085144672062,0.9993301719007338,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
ICC_PA18.nii.gz,real_mri,bias_field:+0.15,0.0009750176660418157,0.002152610717235566,0.9980114623149678,43688447.875,141557760,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,gamma:-0.30,3.008606623064323e-06,7.158632872145545e-05,0.9999305574092617,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,gamma:+0.30,2.0950568732477806e-06,5.640605470726864e-05,0.9999449186224971,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,gaussian_noise:+0.02,4.149135939552459e-06,7.84982166220894e-05,0.9999215957416621,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,gaussian_noise:+0.05,1.0081305527006586e-05,0.00012027217657552558,0.9998766671632595,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,bias_field:+0.05,5.464691565624525e-06,9.157781923764773e-05,0.9999079522133373,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,imagined_wp,bias_field:+0.15,4.4013344707034496e-05,0.0002534825256312841,0.999769788474284,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,gamma:-0.30,0.0002478385304529133,0.0006610254654218481,0.9993394555839162,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,gamma:+0.30,0.0002393807919319454,0.000660363901475902,0.9993177672210711,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,gaussian_noise:+0.02,0.00012171680567712193,0.00043812558877338577,0.9995422447825284,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,gaussian_noise:+0.05,0.0005743506106487781,0.0012093755345562584,0.9988034689536872,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,bias_field:+0.05,9.367439600764581e-05,0.0003851155478427126,0.9996104924842533,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
HCC_10081574_20140213.nii.gz,real_mri,bias_field:+0.15,0.0009142914387022582,0.001785969031355397,0.9983645463894693,33266688.0,84934656,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,gamma:-0.30,2.3955889336811487e-06,4.318313575596106e-05,0.9999590907019742,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,gamma:+0.30,1.695983570441282e-06,3.203089935507138e-05,0.9999694017052634,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,gaussian_noise:+0.02,3.4303762670588855e-06,5.4614371769988115e-05,0.9999477874016145,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,gaussian_noise:+0.05,8.208814821448185e-06,8.649995634338662e-05,0.9999144284475657,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,bias_field:+0.05,6.060119226486673e-06,6.730004448746941e-05,0.999933581262064,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,imagined_wp,bias_field:+0.15,2.059232331844298e-05,0.00013035137103489282,0.9998712087265105,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,gamma:-0.30,9.911298806263996e-05,0.0002779174792618949,0.999732254553772,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,gamma:+0.30,8.915327115001845e-05,0.00024978662670197514,0.9997580453913587,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,gaussian_noise:+0.02,6.606191944879975e-05,0.00019972200909395933,0.9998092805030779,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,gaussian_noise:+0.05,0.0023759215283718944,0.003338031248176139,0.9966716460528601,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,bias_field:+0.05,7.733046095994986e-05,0.00021664890905226204,0.9997899706982969,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
MET_PA19.nii.gz,real_mri,bias_field:+0.15,0.0007785203606334518,0.0011316413106628083,0.9988976734759879,42200064.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,gamma:-0.30,2.514417111203929e-06,5.635479933520434e-05,0.9999481578323643,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,gamma:+0.30,1.6351030479183226e-06,4.1704635992841886e-05,0.9999608589300251,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,gaussian_noise:+0.02,4.222284230685589e-06,6.943117391264472e-05,0.9999336145907682,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,gaussian_noise:+0.05,9.108794985654365e-06,0.00010189296557220214,0.99990071813737,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,bias_field:+0.05,5.483983126473875e-06,7.833856528282885e-05,0.9999257863767732,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,imagined_wp,bias_field:+0.15,2.3229351000997636e-05,0.000161244979961827,0.9998474431911178,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,gamma:-0.30,0.0002507356902577593,0.0004398817520768969,0.9995739763852517,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,gamma:+0.30,5.553428982681731e-05,0.00023935850998066063,0.9997650638070541,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,gaussian_noise:+0.02,4.48455792404379e-05,0.00022540068936552972,0.9997803395971159,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,gaussian_noise:+0.05,0.0003651769630005113,0.0007771407384901756,0.9992397260113611,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,bias_field:+0.05,5.082766226711425e-05,0.0002256844813754794,0.9997842788405803,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
HEM_PA24.nii.gz,real_mri,bias_field:+0.15,0.0006274683772430752,0.0010622545664776245,0.9989687692612667,34809983.5,113246208,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,gamma:-0.30,1.7977970390982634e-06,3.9271376837329046e-05,0.9999608103122575,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,gamma:+0.30,9.66566413611444e-07,2.6310316763902618e-05,0.9999737822726056,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,gaussian_noise:+0.02,2.945538738439825e-06,4.9572006933394315e-05,0.9999501789575554,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,gaussian_noise:+0.05,6.912960451942672e-06,7.551736013263242e-05,0.9999262930033329,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,bias_field:+0.05,4.905815981976456e-06,6.348175159447987e-05,0.9999376486209142,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,imagined_wp,bias_field:+0.15,1.787901636680528e-05,0.0001194086439149335,0.9998836321532548,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,gamma:-0.30,4.212826952020237e-05,0.0001864272293787472,0.9998195437209222,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,gamma:+0.30,3.426993164786903e-05,0.0001636803834754871,0.9998423256158776,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,gaussian_noise:+0.02,3.404880101049665e-05,0.00016210248857134713,0.9998393372954615,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,gaussian_noise:+0.05,0.0002464872038915625,0.0006102851029171286,0.9994892710155451,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,bias_field:+0.05,4.41160777813971e-05,0.00016942253890252413,0.9998298306091329,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA74.nii.gz,real_mri,bias_field:+0.15,0.0002079793608770157,0.00046643874148346,0.9995569601531673,42456959.875,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,gamma:-0.30,1.781829031220034e-06,4.3817602565863895e-05,0.9999572808064676,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,gamma:+0.30,9.818980805198615e-07,3.126298734706795e-05,0.9999694957807373,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,gaussian_noise:+0.02,3.0205847348742602e-06,5.7123129652183644e-05,0.9999448838640308,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,gaussian_noise:+0.05,7.262393424625228e-06,9.145083033179502e-05,0.999916161777453,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,bias_field:+0.05,4.52814357966174e-06,7.406790620505171e-05,0.999934560781023,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,imagined_wp,bias_field:+0.15,2.5376036518560788e-05,0.00017137207348767147,0.9998658143628173,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,gamma:-0.30,5.7030864428484225e-05,0.00023701593788738687,0.999775044019616,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,gamma:+0.30,0.00012477706567751422,0.00029401589100076406,0.9997094863769113,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,gaussian_noise:+0.02,7.399623127146066e-05,0.00022116748376475686,0.9997851418087025,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,gaussian_noise:+0.05,0.00035435600828358124,0.0006802227556961518,0.9993463645667356,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,bias_field:+0.05,9.126924918272351e-05,0.000237144549540433,0.9997705236992727,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
HEM_PA34.nii.gz,real_mri,bias_field:+0.15,0.0003454186160831438,0.0007079605646509988,0.9993142053036668,43276800.125,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,gamma:-0.30,2.490844300042081e-06,8.46493996705844e-05,0.9999188961646837,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,gamma:+0.30,1.6203826870805596e-06,5.7811190769811934e-05,0.9999433229816636,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,gaussian_noise:+0.02,2.534735550718945e-06,7.211417042412228e-05,0.9999293982078412,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,gaussian_noise:+0.05,5.286216795892468e-06,9.792264574445239e-05,0.9999052265012214,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,bias_field:+0.05,3.43894179158195e-06,9.006185730097636e-05,0.9999110302619137,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,imagined_wp,bias_field:+0.15,1.0137856308697456e-05,0.00014572277517859664,0.9998595617467627,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,gamma:-0.30,0.00018567992580695818,0.0006141505799078354,0.999398237178908,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,gamma:+0.30,9.213510453197163e-05,0.0004374776401001124,0.9995715846685986,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,gaussian_noise:+0.02,0.00011702914244462448,0.0005132126874381516,0.9995070842658857,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,gaussian_noise:+0.05,0.0006199958520882409,0.0013449814199504029,0.9986826313596195,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,bias_field:+0.05,3.373485825996892e-05,0.0002602501212410326,0.9997476958538571,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA32.nii.gz,real_mri,bias_field:+0.15,0.0004055357074758906,0.0009720689930097583,0.999072801396202,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,gamma:-0.30,2.2499144216777093e-06,8.738840995745217e-05,0.9999203811028573,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,gamma:+0.30,1.2679567453490192e-06,6.0457067968091225e-05,0.9999432523966278,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,gaussian_noise:+0.02,1.9481666993632186e-06,7.400785262124899e-05,0.9999323256773521,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,gaussian_noise:+0.05,3.071125000313369e-06,9.2312277947255e-05,0.9999172028426858,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,bias_field:+0.05,2.4669420714524933e-06,9.063652204922524e-05,0.9999168200595264,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,imagined_wp,bias_field:+0.15,8.185066911998503e-06,0.00016256431884161785,0.9998546583943475,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,gamma:-0.30,0.00013162488475656594,0.0005679275119231595,0.9994871430632948,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,gamma:+0.30,8.170800910487989e-05,0.00040946702225372203,0.9996253944808822,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,gaussian_noise:+0.02,0.00010518777528402786,0.000529796129001567,0.9995099099616582,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,gaussian_noise:+0.05,0.00045647274853378506,0.0012161395935578194,0.9988677390141617,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,bias_field:+0.05,3.32722946942998e-05,0.00027359672603426355,0.9997376311429966,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
FNH_PA10.nii.gz,real_mri,bias_field:+0.15,0.00032125684530760583,0.0009462959926131304,0.9991209732730446,43105344.625,141557760,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,imagined_wp,gamma:-0.30,2.8676637121976384e-06,9.092285625531953e-05,0.9999161715343895,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,imagined_wp,gamma:+0.30,2.19974458815157e-06,6.931351746381253e-05,0.9999368348594406,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,imagined_wp,gaussian_noise:+0.02,3.510484665381861e-06,8.927530448751799e-05,0.9999213618482649,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,imagined_wp,gaussian_noise:+0.05,6.526769176052048e-06,0.0001199842217614149,0.9998933047742025,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
