variant,order,step,case,scope,tp,fp,tn,fn,dice,precision,recall,foreground_iou
A1_world_pairwise,forward,8,CYST_PA19.nii.gz,full_volume,241495,30330,5682611,30708,0.887803568933952,0.8884208590085533,0.887187136071241,0.798243497403589
A1_world_pairwise,forward,8,HEM_PA13.nii.gz,full_volume,387402,54740,5755230,47458,0.883468908850835,0.8761936210538696,0.8908660258473992,0.7912622549019608
A1_world_pairwise,forward,12,HEM_PA81.nii.gz,full_volume,1077844,229071,13513738,464595,0.7565532397869833,0.8247238726313494,0.698791978159266,0.6084323543191966
A1_world_pairwise,forward,12,HEM_PA89.nii.gz,full_volume,497003,151187,6933559,161224,0.7608642569715489,0.7667551180980885,0.7550632228699218,0.614028173468707
A1_world_pairwise,forward,12,HEM_PA101.nii.gz,full_volume,790893,140098,13296294,228905,0.8108442276432767,0.8495173422729113,0.7755388812294199,0.6818654431086925
A1_world_pairwise,forward,12,HCC_10020116_20180118.nii.gz,full_volume,229678,79660,2967245,27965,0.8101788243345015,0.7424823332406623,0.8914583357591707,0.6809248657735033
A1_world_pairwise,forward,12,MET_PA13.nii.gz,full_volume,204316,32820,5068808,23784,0.8783327171586034,0.8615984076647999,0.8957299430074529,0.783059941744596
A1_world_pairwise,forward,12,HCC_10074592_20130816.nii.gz,full_volume,257610,65505,3867360,9525,0.8728843710292249,0.7972703217120839,0.964343871076422,0.774440836940837
A1_world_pairwise,forward,12,CYST_PA19.nii.gz,full_volume,242802,32237,5680704,29401,0.8873661012860855,0.8827911677980214,0.8919886996102174,0.797536460386283
A1_world_pairwise,forward,12,HEM_PA13.nii.gz,full_volume,391495,58843,5751127,43365,0.8845365669601604,0.8693359210193232,0.9002782504714161,0.7929767491791624
A1_world_pairwise,forward,16,HEM_PA81.nii.gz,full_volume,1131143,278182,13464627,411296,0.7664183179956121,0.8026133077891898,0.733346991355898,0.6212951514895192
A1_world_pairwise,forward,16,HEM_PA89.nii.gz,full_volume,506254,163131,6921615,151973,0.7626535463674627,0.7562971981744437,0.7691176448246577,0.6163621709412948
A1_world_pairwise,forward,16,HEM_PA101.nii.gz,full_volume,810140,161669,13274723,209658,0.8135540796954419,0.8336411784620229,0.7944122267350985,0.6857068373471286
A1_world_pairwise,forward,16,HCC_10020116_20180118.nii.gz,full_volume,233943,86753,2960152,23700,0.8090168568953503,0.7294852445930102,0.9080122495080402,0.6792848929720439
A1_world_pairwise,forward,16,MET_PA13.nii.gz,full_volume,209473,36020,5065608,18627,0.884611892489965,0.8532748387937742,0.9183384480491013,0.7930978343177344
A1_world_pairwise,forward,16,HCC_10074592_20130816.nii.gz,full_volume,258689,71056,3861809,8446,0.8668040477147836,0.7845122746364616,0.9683830273082898,0.7649198234133966
A1_world_pairwise,forward,16,CYST_PA19.nii.gz,full_volume,244483,35110,5677831,27720,0.8861354558568746,0.8744246100581917,0.898164237719643,0.795550464835526
A1_world_pairwise,forward,16,HEM_PA13.nii.gz,full_volume,396396,64864,5745106,38464,0.8846940141945275,0.8593764904825911,0.911548544359104,0.7932298628843122
A1_world_pairwise,forward,20,HEM_PA81.nii.gz,full_volume,1197634,357322,13385487,344805,0.7733169324545304,0.7702044302218198,0.7764546928598148,0.630412983527928
A1_world_pairwise,forward,20,HEM_PA89.nii.gz,full_volume,518684,202755,6881991,139543,0.7518979231205234,0.7189575279406852,0.7880017076175848,0.6024330357661368
A1_world_pairwise,forward,20,HEM_PA101.nii.gz,full_volume,832720,193339,13243053,187078,0.814054941278887,0.811571264420467,0.8165538665500423,0.6864187639153698
