stage,state_shape,state_mb,identity_normalized_mse,intermediate_prediction_normalized_mse
decoder_stage_1_low_to_high,1x1x288x24x24x24,7.59375,0.013784971088171005,0.0026563964784145355
decoder_stage_2_low_to_high,1x1x160x48x48x48,33.75,0.0044608768075704575,0.0021172768902033567
