variant,reliability_source,epoch,step,case,patch_index,augmentation,pseudo_positive_voxels,pseudo_negative_voxels,positive_fraction,positive_weight_sum,positive_weight_mean,L_pos,negative_weight_sum,negative_weight_mean,L_neg,total_loss
A1_world_pairwise,world_pairwise,3,147,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,148,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,15787.39453125,0.08091328293085098,0.0009081221651285887,3523156.0,0.5118802785873413,0.00213659112341702,0.0015223566442728043
A1_world_pairwise,world_pairwise,3,149,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,685.155029296875,0.014240833930671215,0.00823439471423626,3538258.5,0.5033245086669922,0.0036693871952593327,0.005951890721917152
A1_world_pairwise,world_pairwise,3,150,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,6420.3046875,0.0280524343252182,0.1459161341190338,3532523.0,0.5157705545425415,0.003992699086666107,0.07495442032814026
A1_world_pairwise,world_pairwise,3,151,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,152,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,233705.40625,0.20576046407222748,0.0037400478031486273,3305238.25,0.5562431216239929,0.00807239394634962,0.005906220991164446
A1_world_pairwise,world_pairwise,3,153,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,154,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,6388.48046875,0.03160267323255539,0.026556573808193207,3532555.0,0.5137709975242615,0.006411466747522354,0.01648402027785778
A1_world_pairwise,world_pairwise,3,155,ICC_PA18.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,156,ICC_PA18.nii.gz,1,gamma:0.3,831496,6246392,0.11747798323631287,111593.1015625,0.134207621216774,0.0034377346746623516,3427350.5,0.5486928224563599,0.005179466679692268,0.004308600910007954
A1_world_pairwise,world_pairwise,3,157,HCC_10081574_20140213.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0031626273412257433,0.0031626273412257433
A1_world_pairwise,world_pairwise,3,158,HCC_10081574_20140213.nii.gz,1,blur:1.5,217923,6859965,0.030789269134402275,24412.60546875,0.11202400177717209,0.004851038102060556,3514531.0,0.5123249292373657,0.007883412763476372,0.0063672251999378204
A1_world_pairwise,world_pairwise,3,159,MET_PA19.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,160,MET_PA19.nii.gz,1,gamma:0.3,183634,6894254,0.025944745168089867,4251.65625,0.023152880370616913,0.004466742742806673,3534692.0,0.512701153755188,0.0025348030030727386,0.003500772872939706
A1_world_pairwise,world_pairwise,3,161,HEM_PA24.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,162,HEM_PA24.nii.gz,1,blur:1.5,241542,6836346,0.03412628173828125,15455.71875,0.06398770958185196,0.021950162947177887,3523487.75,0.5154051184654236,0.003942764829844236,0.012946464121341705
A1_world_pairwise,world_pairwise,3,163,CYST_PA74.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,164,CYST_PA74.nii.gz,1,gamma:0.3,258931,6818957,0.03658308833837509,21137.8515625,0.08163508027791977,0.0008382162195630372,3517805.75,0.5158861875534058,0.003017301205545664,0.00192775868345052
A1_world_pairwise,world_pairwise,3,165,HEM_PA34.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,166,HEM_PA34.nii.gz,1,blur:1.5,293538,6784350,0.04147254303097725,23292.2109375,0.07934989780187607,0.0046962350606918335,3515651.25,0.518200159072876,0.008683356456458569,0.006689795758575201
A1_world_pairwise,world_pairwise,3,167,FNH_PA32.nii.gz,0,blur:1.5,82806,6995082,0.011699252761900425,929.2833251953125,0.0112224156036973,0.03465260565280914,3538014.0,0.5057858824729919,0.00037105882074683905,0.01751183159649372
A1_world_pairwise,world_pairwise,3,168,FNH_PA32.nii.gz,1,gamma:0.3,284258,6793630,0.04016141593456268,9192.279296875,0.03233780339360237,0.003164321184158325,3529751.25,0.5195677876472473,0.0006627993425354362,0.0019135603215545416
A1_world_pairwise,world_pairwise,3,169,FNH_PA10.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,3,170,FNH_PA10.nii.gz,1,blur:1.5,863052,6214836,0.1219363734126091,102486.40625,0.11874882131814957,0.00214705360122025,3436457.25,0.5529441237449646,0.010827282443642616,0.006487167906016111
A1_world_pairwise,world_pairwise,3,171,CYST_PA54.nii.gz,0,blur:1.5,84090,6993798,0.011880663223564625,976.3438110351562,0.011610700748860836,0.06251538544893265,3537967.25,0.5058720707893372,0.0003843287122435868,0.03144985809922218
A1_world_pairwise,world_pairwise,3,172,CYST_PA54.nii.gz,1,gamma:0.3,231321,6846567,0.032682206481695175,7679.634765625,0.03319903835654259,0.0016133416211232543,3531263.75,0.5157714486122131,0.0008685625507496297,0.0012409520568326116
A1_world_pairwise,world_pairwise,3,173,CYST_PA53.nii.gz,0,gamma:0.3,256227,6821661,0.036201052367687225,10742.318359375,0.04192500188946724,0.0008690531831234694,3528201.0,0.517205536365509,0.0007764128386043012,0.0008227330399677157
A1_world_pairwise,world_pairwise,3,174,CYST_PA53.nii.gz,1,blur:1.5,395200,6682688,0.05583586543798447,20610.1484375,0.052151184529066086,0.01895131915807724,3518333.5,0.5264847874641418,0.0010141839738935232,0.009982751682400703
A1_world_pairwise,world_pairwise,3,175,CYST_PA38.nii.gz,0,blur:1.5,48054,7029834,0.0067893136292696,651.4760131835938,0.01355716586112976,0.06194277107715607,3538292.0,0.5033251047134399,0.00016494629380758852,0.031053857877850533
A1_world_pairwise,world_pairwise,3,176,CYST_PA38.nii.gz,1,gamma:0.3,227620,6850268,0.03215930983424187,6529.5556640625,0.02868621051311493,0.0013715192908421159,3532414.0,0.5156607031822205,0.0004195818619336933,0.0008955505909398198
A1_world_pairwise,world_pairwise,3,177,HEM_PA66.nii.gz,0,gamma:0.3,50026,7027862,0.007067927625030279,479.9033203125,0.009593077935278416,0.004685321357101202,3538463.5,0.5034907460212708,0.0003772144264075905,0.002531267935410142
A1_world_pairwise,world_pairwise,3,178,HEM_PA66.nii.gz,1,blur:1.5,240303,6837585,0.033951230347156525,6830.3447265625,0.028423884883522987,0.014157205820083618,3532113.25,0.5165732502937317,0.0007304252940230072,0.007443815469741821
A1_world_pairwise,world_pairwise,3,179,HEM_PA56.nii.gz,0,blur:1.5,84305,6993583,0.011911039240658283,762.3397827148438,0.009042640216648579,0.01976783573627472,3538181.0,0.5059182047843933,0.0003508623340167105,0.010059349238872528
A1_world_pairwise,world_pairwise,3,180,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,22954.4296875,0.059425096958875656,0.0011308880057185888,3515989.0,0.5254321694374084,0.0007921388023532927,0.0009615133749321103
A1_world_pairwise,world_pairwise,4,181,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,182,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,46993.02734375,0.1186644658446312,0.012099968269467354,3491950.5,0.5226006507873535,0.004319893196225166,0.00820993073284626
A1_world_pairwise,world_pairwise,4,183,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,315.52691650390625,0.01014719158411026,0.24478808045387268,3538628.0,0.5021615028381348,0.0018994549755007029,0.12334376573562622
A1_world_pairwise,world_pairwise,4,184,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,4559.4814453125,0.024927731603384018,0.005267719272524118,3534384.0,0.5126025080680847,0.005224112421274185,0.005245915614068508
A1_world_pairwise,world_pairwise,4,185,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,151.93206787109375,0.005150588694959879,0.010609095916152,3538791.5,0.5020709037780762,0.00398981710895896,0.007299456745386124
A1_world_pairwise,world_pairwise,4,186,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,8671.908203125,0.031001882627606392,0.10690692812204361,3530271.5,0.5192975997924805,0.009003414772450924,0.057955171912908554
A1_world_pairwise,world_pairwise,4,187,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,188,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,36552.5,0.08386505395174026,0.004497780464589596,3502391.0,0.5273066163063049,0.007034285459667444,0.005766033194959164
A1_world_pairwise,world_pairwise,4,189,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,39.891441345214844,0.0027186970692127943,0.010617283172905445,3538903.5,0.5010329484939575,0.0013543147360906005,0.00598579877987504
A1_world_pairwise,world_pairwise,4,190,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,6219.9970703125,0.026962578296661377,0.05024673417210579,3532723.5,0.515937089920044,0.012047321535646915,0.031147027388215065
A1_world_pairwise,world_pairwise,4,191,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,184.90977478027344,0.02454989030957222,0.019438093528151512,3538758.5,0.5005064010620117,0.01108053419739008,0.015259314328432083
A1_world_pairwise,world_pairwise,4,192,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,13663.71484375,0.05923079326748848,0.0005932438652962446,3525279.75,0.5148496627807617,0.0038906605914235115,0.0022419523447752
A1_world_pairwise,world_pairwise,4,193,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,194,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,11297.291015625,0.04354960843920708,0.016003701835870743,3527646.25,0.5173658132553101,0.009780330583453178,0.01289201620966196
A1_world_pairwise,world_pairwise,4,195,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,1048.1015625,0.0338042750954628,0.06732363998889923,3537895.5,0.5020511150360107,0.026264773681759834,0.04679420590400696
A1_world_pairwise,world_pairwise,4,196,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,12111.0546875,0.04708295315504074,0.0043043531477451324,3526832.5,0.5170807838439941,0.004270364064723253,0.004287358373403549
A1_world_pairwise,world_pairwise,4,197,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,198,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,8861.8203125,0.041435740888118744,0.00982234813272953,3530081.5,0.5142878293991089,0.016779040917754173,0.013300694525241852
A1_world_pairwise,world_pairwise,4,199,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,28.816486358642578,0.007390737999230623,0.1315927505493164,3538914.75,0.5002714395523071,0.023617234081029892,0.0776049941778183
A1_world_pairwise,world_pairwise,4,200,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,27101.84765625,0.10674221813678741,0.0020527385640889406,3511841.5,0.5146318674087524,0.0035719925072044134,0.002812365535646677
A1_world_pairwise,world_pairwise,4,201,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,202,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,14790.138671875,0.06792350113391876,0.00492764450609684,3524153.5,0.5137144327163696,0.010037923231720924,0.007482783868908882
A1_world_pairwise,world_pairwise,4,203,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,204,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,14898.2998046875,0.043097034096717834,0.0015114507405087352,3524045.25,0.5234614610671997,0.007011371199041605,0.004261410795152187
A1_world_pairwise,world_pairwise,4,205,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,60.40468978881836,0.005480374675244093,0.004985291976481676,3538883.0,0.500771164894104,0.005257805809378624,0.005121548660099506
A1_world_pairwise,world_pairwise,4,206,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,7809.24365234375,0.04351523518562317,0.023264378309249878,3531134.25,0.5118752121925354,0.010532671585679054,0.01689852401614189
A1_world_pairwise,world_pairwise,4,207,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,208,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,15787.39453125,0.08091328293085098,0.0007376635912805796,3523156.0,0.5118802785873413,0.003881563665345311,0.0023096136283129454
A1_world_pairwise,world_pairwise,4,209,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,685.155029296875,0.014240833930671215,0.00445807259529829,3538258.5,0.5033245086669922,0.007951422594487667,0.006204747594892979
A1_world_pairwise,world_pairwise,4,210,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,6420.3046875,0.0280524343252182,0.08873441070318222,3532523.0,0.5157705545425415,0.006069166120141745,0.0474017895758152
A1_world_pairwise,world_pairwise,4,211,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,212,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,233705.40625,0.20576046407222748,0.0025182946119457483,3305238.25,0.5562431216239929,0.0089249974116683,0.005721645895391703
A1_world_pairwise,world_pairwise,4,213,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,214,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,6388.48046875,0.03160267323255539,0.013162166811525822,3532555.0,0.5137709975242615,0.013712813146412373,0.013437489978969097
A1_world_pairwise,world_pairwise,4,215,ICC_PA18.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,216,ICC_PA18.nii.gz,1,gamma:0.3,831496,6246392,0.11747798323631287,111593.1015625,0.134207621216774,0.0020890531595796347,3427350.5,0.5486928224563599,0.010650800541043282,0.00636992696672678
A1_world_pairwise,world_pairwise,4,217,HCC_10081574_20140213.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.003107449971139431,0.003107449971139431
A1_world_pairwise,world_pairwise,4,218,HCC_10081574_20140213.nii.gz,1,blur:1.5,217923,6859965,0.030789269134402275,24412.60546875,0.11202400177717209,0.002204200252890587,3514531.0,0.5123249292373657,0.01172888744622469,0.006966543849557638
A1_world_pairwise,world_pairwise,4,219,MET_PA19.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,220,MET_PA19.nii.gz,1,gamma:0.3,183634,6894254,0.025944745168089867,4251.65625,0.023152880370616913,0.0015585660003125668,3534692.0,0.512701153755188,0.004956160206347704,0.0032573631033301353
A1_world_pairwise,world_pairwise,4,221,HEM_PA24.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,222,HEM_PA24.nii.gz,1,blur:1.5,241542,6836346,0.03412628173828125,15455.71875,0.06398770958185196,0.018618274480104446,3523487.75,0.5154051184654236,0.005154188256710768,0.01188623160123825
A1_world_pairwise,world_pairwise,4,223,CYST_PA74.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,224,CYST_PA74.nii.gz,1,gamma:0.3,258931,6818957,0.03658308833837509,21137.8515625,0.08163508027791977,0.00034656384377740324,3517805.75,0.5158861875534058,0.005212320014834404,0.002779441885650158
A1_world_pairwise,world_pairwise,4,225,HEM_PA34.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,226,HEM_PA34.nii.gz,1,blur:1.5,293538,6784350,0.04147254303097725,23292.2109375,0.07934989780187607,0.0011761459754779935,3515651.25,0.518200159072876,0.013654720969498158,0.007415433414280415
A1_world_pairwise,world_pairwise,4,227,FNH_PA32.nii.gz,0,blur:1.5,82806,6995082,0.011699252761900425,929.2833251953125,0.0112224156036973,0.015617864206433296,3538014.0,0.5057858824729919,0.0007777958526276052,0.008197830058634281
A1_world_pairwise,world_pairwise,4,228,FNH_PA32.nii.gz,1,gamma:0.3,284258,6793630,0.04016141593456268,9192.279296875,0.03233780339360237,0.0009636831237003207,3529751.25,0.5195677876472473,0.0017313550924882293,0.001347519108094275
A1_world_pairwise,world_pairwise,4,229,FNH_PA10.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,4,230,FNH_PA10.nii.gz,1,blur:1.5,863052,6214836,0.1219363734126091,102486.40625,0.11874882131814957,0.0012932396493852139,3436457.25,0.5529441237449646,0.01826423592865467,0.009778738021850586
A1_world_pairwise,world_pairwise,4,231,CYST_PA54.nii.gz,0,blur:1.5,84090,6993798,0.011880663223564625,976.3438110351562,0.011610700748860836,0.02279532700777054,3537967.25,0.5058720707893372,0.0008750733686611056,0.011835199780762196
A1_world_pairwise,world_pairwise,4,232,CYST_PA54.nii.gz,1,gamma:0.3,231321,6846567,0.032682206481695175,7679.634765625,0.03319903835654259,0.0020547814201563597,3531263.75,0.5157714486122131,0.0011912789195775986,0.0016230301698669791
A1_world_pairwise,world_pairwise,4,233,CYST_PA53.nii.gz,0,gamma:0.3,256227,6821661,0.036201052367687225,10742.318359375,0.04192500188946724,0.0006284723058342934,3528201.0,0.517205536365509,0.001491608563810587,0.0010600404348224401
A1_world_pairwise,world_pairwise,4,234,CYST_PA53.nii.gz,1,blur:1.5,395200,6682688,0.05583586543798447,20610.1484375,0.052151184529066086,0.007830854505300522,3518333.5,0.5264847874641418,0.0026702580507844687,0.005250556394457817
A1_world_pairwise,world_pairwise,4,235,CYST_PA38.nii.gz,0,blur:1.5,48054,7029834,0.0067893136292696,651.4760131835938,0.01355716586112976,0.04616133123636246,3538292.0,0.5033251047134399,0.0003255585324950516,0.02324344404041767
A1_world_pairwise,world_pairwise,4,236,CYST_PA38.nii.gz,1,gamma:0.3,227620,6850268,0.03215930983424187,6529.5556640625,0.02868621051311493,0.0010126563720405102,3532414.0,0.5156607031822205,0.0007849524263292551,0.0008988043991848826
A1_world_pairwise,world_pairwise,4,237,HEM_PA66.nii.gz,0,gamma:0.3,50026,7027862,0.007067927625030279,479.9033203125,0.009593077935278416,0.0027378175873309374,3538463.5,0.5034907460212708,0.000848311057779938,0.0017930642934516072
A1_world_pairwise,world_pairwise,4,238,HEM_PA66.nii.gz,1,blur:1.5,240303,6837585,0.033951230347156525,6830.3447265625,0.028423884883522987,0.009444747120141983,3532113.25,0.5165732502937317,0.0011386045953258872,0.005291675683110952
A1_world_pairwise,world_pairwise,4,239,HEM_PA56.nii.gz,0,blur:1.5,84305,6993583,0.011911039240658283,762.3397827148438,0.009042640216648579,0.006251686718314886,3538181.0,0.5059182047843933,0.000872515607625246,0.003562101162970066
A1_world_pairwise,world_pairwise,4,240,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,22954.4296875,0.059425096958875656,0.0005931987543590367,3515989.0,0.5254321694374084,0.0016602708492428064,0.001126734772697091
A1_world_pairwise,world_pairwise,5,241,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,242,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,46993.02734375,0.1186644658446312,0.0072909812442958355,3491950.5,0.5226006507873535,0.006289194338023663,0.006790087558329105
A1_world_pairwise,world_pairwise,5,243,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,315.52691650390625,0.01014719158411026,0.36098068952560425,3538628.0,0.5021615028381348,0.0018929002108052373,0.18143679201602936
A1_world_pairwise,world_pairwise,5,244,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,4559.4814453125,0.024927731603384018,0.003697939682751894,3534384.0,0.5126025080680847,0.006407446227967739,0.00505269318819046
A1_world_pairwise,world_pairwise,5,245,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,151.93206787109375,0.005150588694959879,0.006689589936286211,3538791.5,0.5020709037780762,0.005531576462090015,0.006110583432018757
A1_world_pairwise,world_pairwise,5,246,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,8671.908203125,0.031001882627606392,0.05795016139745712,3530271.5,0.5192975997924805,0.012267990037798882,0.03510907664895058
A1_world_pairwise,world_pairwise,5,247,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,248,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,36552.5,0.08386505395174026,0.0024607458617538214,3502391.0,0.5273066163063049,0.011492245830595493,0.006976495962589979
A1_world_pairwise,world_pairwise,5,249,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,39.891441345214844,0.0027186970692127943,0.003971955273300409,3538903.5,0.5010329484939575,0.0021210620179772377,0.0030465086456388235
A1_world_pairwise,world_pairwise,5,250,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,6219.9970703125,0.026962578296661377,0.023570168763399124,3532723.5,0.515937089920044,0.016968581825494766,0.020269375294446945
A1_world_pairwise,world_pairwise,5,251,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,184.90977478027344,0.02454989030957222,0.009621535427868366,3538758.5,0.5005064010620117,0.015935396775603294,0.012778466567397118
A1_world_pairwise,world_pairwise,5,252,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,13663.71484375,0.05923079326748848,0.0004967220011167228,3525279.75,0.5148496627807617,0.005699430592358112,0.003098076209425926
A1_world_pairwise,world_pairwise,5,253,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,254,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,11297.291015625,0.04354960843920708,0.007984568364918232,3527646.25,0.5173658132553101,0.014578813686966896,0.011281691491603851
A1_world_pairwise,world_pairwise,5,255,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,1048.1015625,0.0338042750954628,0.02268429845571518,3537895.5,0.5020511150360107,0.04207272827625275,0.03237851336598396
A1_world_pairwise,world_pairwise,5,256,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,12111.0546875,0.04708295315504074,0.0033591333776712418,3526832.5,0.5170807838439941,0.007494524121284485,0.005426828749477863
A1_world_pairwise,world_pairwise,5,257,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,258,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,8861.8203125,0.041435740888118744,0.003669337136670947,3530081.5,0.5142878293991089,0.03759632259607315,0.020632829517126083
A1_world_pairwise,world_pairwise,5,259,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,28.816486358642578,0.007390737999230623,0.1472771167755127,3538914.75,0.5002714395523071,0.02531817927956581,0.0862976461648941
A1_world_pairwise,world_pairwise,5,260,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,27101.84765625,0.10674221813678741,0.0011965056182816625,3511841.5,0.5146318674087524,0.006754503585398197,0.003975504543632269
A1_world_pairwise,world_pairwise,5,261,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,262,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,14790.138671875,0.06792350113391876,0.0019029496470466256,3524153.5,0.5137144327163696,0.019429722800850868,0.010666335932910442
A1_world_pairwise,world_pairwise,5,263,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,264,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,14898.2998046875,0.043097034096717834,0.0010989195434376597,3524045.25,0.5234614610671997,0.01286435779184103,0.006981638725847006
A1_world_pairwise,world_pairwise,5,265,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,60.40468978881836,0.005480374675244093,0.0014855852350592613,3538883.0,0.500771164894104,0.013286828063428402,0.007386206649243832
A1_world_pairwise,world_pairwise,5,266,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,7809.24365234375,0.04351523518562317,0.008941258303821087,3531134.25,0.5118752121925354,0.01924143172800541,0.01409134455025196
A1_world_pairwise,world_pairwise,5,267,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,5,268,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,15787.39453125,0.08091328293085098,0.0003457661368884146,3523156.0,0.5118802785873413,0.004622530657798052,0.0024841483682394028
A1_world_pairwise,world_pairwise,5,269,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,685.155029296875,0.014240833930671215,0.002631549257785082,3538258.5,0.5033245086669922,0.013217743486166,0.007924646139144897
