variant,reliability_source,epoch,step,step_in_epoch,case,patch_index,patch_kind,augmentation,loss,gradient_norm,update_delta_norm,learning_rate,weight_decay,test_labels_used_in_loss,pseudo_positive_voxels_value,pseudo_negative_voxels_value,positive_fraction_value,positive_weight_sum_value,positive_weight_mean_value,L_pos_value,negative_weight_sum_value,negative_weight_mean_value,L_neg_value,total_loss_value
A0_confidence_rank,confidence_rank,1,15,15,HCC_10136895_20170421.nii.gz,0,context,blur:1.5,0.07740101963281631,0.4065524935722351,0.010657453909516335,0.0001,0.0,False,31005,7046883,0.0043805441819131374,105.49566650390625,0.003402537200599909,0.14745329320430756,3538839.25,0.502185046672821,0.007348752114921808,0.07740101963281631
A0_confidence_rank,confidence_rank,1,16,16,HCC_10136895_20170421.nii.gz,1,foreground,gamma:0.3,0.008973097428679466,0.029240265488624573,0.00972751621156931,0.0001,0.0,False,257228,6820660,0.03634247928857803,9439.25390625,0.03669605776667595,0.017873408272862434,3529505.25,0.5174726843833923,7.278667908394709e-05,0.008973097428679466
A0_confidence_rank,confidence_rank,1,17,17,MET_PA13.nii.gz,0,context,gamma:0.3,0.0,6.785060809285027e-17,0.00882571842521429,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,18,18,MET_PA13.nii.gz,1,foreground,blur:1.5,0.0256759375333786,0.09308769553899765,0.008221850730478764,0.0001,0.0,False,213869,6864019,0.030216500163078308,5752.94091796875,0.026899367570877075,0.050614673644304276,3533191.5,0.5147408843040466,0.0007371999090537429,0.0256759375333786
A0_confidence_rank,confidence_rank,1,19,19,HCC_10074592_20130816.nii.gz,0,context,blur:1.5,0.008448965847492218,0.009891950525343418,0.007483827415853739,0.0001,0.0,False,3899,7073989,0.0005508705507963896,14.086027145385742,0.003612728090956807,0.010447466745972633,3538931.0,0.5002737641334534,0.00645046541467309,0.008448965847492218
A0_confidence_rank,confidence_rank,1,20,20,HCC_10074592_20130816.nii.gz,1,foreground,gamma:0.3,0.00337772024795413,0.014867344871163368,0.006831841077655554,0.0001,0.0,False,253900,6823988,0.035872284322977066,13222.333984375,0.05207693576812744,0.006708498578518629,3525722.25,0.5166659355163574,4.694211747846566e-05,0.00337772024795413
A0_confidence_rank,confidence_rank,1,21,21,CYST_PA19.nii.gz,0,context,gamma:0.3,0.0,2.634379337696016e-17,0.006216040346771479,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,22,22,CYST_PA19.nii.gz,1,foreground,blur:1.5,0.012862169183790684,0.03017062321305275,0.005746377166360617,0.0001,0.0,False,217747,6860141,0.030764402821660042,8968.357421875,0.04118705540895462,0.02538417838513851,3529976.0,0.5145632028579712,0.0003401601279620081,0.012862169183790684
A0_confidence_rank,confidence_rank,1,23,23,HEM_PA13.nii.gz,0,context,blur:1.5,0.0,5.4951580090477955e-17,0.005232140421867371,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,24,24,HEM_PA13.nii.gz,1,foreground,gamma:0.3,0.0036737823393195868,0.02095411904156208,0.004819332621991634,0.0001,0.0,False,345692,6732196,0.048841122537851334,14172.2685546875,0.04099680855870247,0.007270749658346176,3524772.25,0.5235694646835327,7.681508577661589e-05,0.0036737823393195868
A0_confidence_rank,confidence_rank,1,25,25,HCC_10142924_20170911.nii.gz,0,context,gamma:0.3,0.010615997016429901,0.14143411815166473,0.004688848741352558,0.0001,0.0,False,11022,7066866,0.0015572442207485437,16.235227584838867,0.001472983742132783,0.02117273397743702,3538928.25,0.5007776021957397,5.926018639001995e-05,0.010615997016429901
A0_confidence_rank,confidence_rank,1,26,26,HCC_10142924_20170911.nii.gz,1,foreground,blur:1.5,0.01659720577299595,0.05158195272088051,0.00442457664757967,0.0001,0.0,False,179460,6898428,0.02535502053797245,11688.35546875,0.06513070315122604,0.03276539221405983,3527256.0,0.5113130211830139,0.0004290189826861024,0.01659720577299595
A0_confidence_rank,confidence_rank,1,27,27,MET_PA25.nii.gz,0,context,blur:1.5,0.0,6.7470589408042585e-16,0.004031146876513958,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,28,28,MET_PA25.nii.gz,1,foreground,gamma:0.3,0.0015001946594566107,0.006822869181632996,0.0036991441156715155,0.0001,0.0,False,195115,6882773,0.02756683900952339,6746.33984375,0.03457622602581978,0.0029867705889046192,3532198.25,0.5131940245628357,1.361867725790944e-05,0.0015001946594566107
A0_confidence_rank,confidence_rank,1,29,29,HCC_10147777_20171222.nii.gz,0,context,gamma:0.3,0.024387819692492485,0.4658792018890381,0.004671252798289061,0.0001,0.0,False,48112,7029776,0.006797507870942354,337.4471435546875,0.007013783324509859,0.04877495393157005,3538607.0,0.5033740997314453,6.855636911495822e-07,0.024387819692492485
A0_confidence_rank,confidence_rank,1,30,30,HCC_10147777_20171222.nii.gz,1,foreground,blur:1.5,0.18278828263282776,0.6758143305778503,0.0063057830557227135,0.0001,0.0,False,228868,6849020,0.032335635274648666,8984.70703125,0.03925715759396553,0.3630451261997223,3529960.0,0.5153963565826416,0.0025314386002719402,0.18278828263282776
A0_confidence_rank,confidence_rank,1,31,31,HCC_PA0.nii.gz,0,context,blur:1.5,0.0,5.768105376575429e-16,0.005745023023337126,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,32,32,HCC_PA0.nii.gz,1,foreground,gamma:0.3,0.0024878294207155704,0.007409576792269945,0.005249855574220419,0.0001,0.0,False,1135813,5942075,0.16047343611717224,188333.0,0.1658133864402771,0.004637356381863356,3350611.5,0.5638790130615234,0.0003383023722562939,0.0024878294207155704
A0_confidence_rank,confidence_rank,1,33,33,CYST_PA37.nii.gz,0,context,gamma:0.3,0.0,1.5693385724897308e-16,0.004782320931553841,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,34,34,CYST_PA37.nii.gz,1,foreground,blur:1.5,0.04917982965707779,0.19337573647499084,0.005210131406784058,0.0001,0.0,False,202150,6875738,0.028560779988765717,6514.08544921875,0.03222401812672615,0.09812929481267929,3532430.5,0.5137529373168945,0.00023036357015371323,0.04917982965707779
A0_confidence_rank,confidence_rank,1,35,35,ICC_PA18.nii.gz,0,context,blur:1.5,0.0,8.47772830533727e-16,0.004745189566165209,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,36,36,ICC_PA18.nii.gz,1,foreground,gamma:0.3,0.0024476456455886364,0.01180540956556797,0.004364865366369486,0.0001,0.0,False,831496,6246392,0.11747798323631287,121992.3671875,0.14671431481838226,0.004708414897322655,3416952.0,0.5470280647277832,0.00018687626288738102,0.0024476456455886364
A0_confidence_rank,confidence_rank,1,37,37,HCC_10081574_20140213.nii.gz,0,context,gamma:0.3,0.0,1.2425072536533516e-17,0.0039744009263813496,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,38,38,HCC_10081574_20140213.nii.gz,1,foreground,blur:1.5,0.006681971251964569,0.025426866486668587,0.003737150691449642,0.0001,0.0,False,217923,6859965,0.030789269134402275,10461.2939453125,0.04800454527139664,0.012393694370985031,3528483.25,0.5143588185310364,0.0009702483657747507,0.006681971251964569
A0_confidence_rank,confidence_rank,1,39,39,MET_PA19.nii.gz,0,context,blur:1.5,0.0,1.5581308707596784e-16,0.003401932306587696,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,40,40,MET_PA19.nii.gz,1,foreground,gamma:0.3,0.00568708311766386,0.04502265527844429,0.003307080827653408,0.0001,0.0,False,183634,6894254,0.025944745168089867,4219.3125,0.022976748645305634,0.011361583136022091,3534725.25,0.5127059817314148,1.2582661838678177e-05,0.00568708311766386
A0_confidence_rank,confidence_rank,1,41,41,HEM_PA24.nii.gz,0,context,gamma:0.3,0.0,6.27366119322167e-18,0.003009586129337549,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,42,42,HEM_PA24.nii.gz,1,foreground,blur:1.5,0.026177939027547836,0.08530858904123306,0.003247960237786174,0.0001,0.0,False,241542,6836346,0.03412628173828125,6929.01220703125,0.02868657372891903,0.05162074789404869,3532015.5,0.516652524471283,0.0007351309177465737,0.026177939027547836
A0_confidence_rank,confidence_rank,1,43,43,CYST_PA74.nii.gz,0,context,blur:1.5,0.0,1.5959172752344887e-16,0.002954917959868908,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,44,44,CYST_PA74.nii.gz,1,foreground,gamma:0.3,0.0009693608735688031,0.004878368228673935,0.0027146770153194666,0.0001,0.0,False,258931,6818957,0.03658308833837509,11661.591796875,0.04503745213150978,0.0019224893767386675,3527283.0,0.5172760486602783,1.6232324924203567e-05,0.0009693608735688031
A0_confidence_rank,confidence_rank,1,45,45,HEM_PA34.nii.gz,0,context,gamma:0.3,0.0,2.5258722664831474e-17,0.0024690174032002687,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,46,46,HEM_PA34.nii.gz,1,foreground,blur:1.5,0.004620664287358522,0.017864292487502098,0.00234425812959671,0.0001,0.0,False,293538,6784350,0.04147254303097725,14137.564453125,0.048162635415792465,0.00885755568742752,3524807.0,0.5195496678352356,0.00038377271266654134,0.004620664287358522
A0_confidence_rank,confidence_rank,1,47,47,FNH_PA32.nii.gz,0,context,blur:1.5,0.050048232078552246,0.23797966539859772,0.0030124527402222157,0.0001,0.0,False,82806,6995082,0.011699252761900425,931.338134765625,0.01124723069369793,0.10008838772773743,3538013.0,0.5057857632637024,8.075945515884086e-06,0.050048232078552246
A0_confidence_rank,confidence_rank,1,48,48,FNH_PA32.nii.gz,1,foreground,gamma:0.3,0.002031069016084075,0.01550019159913063,0.0027938284911215305,0.0001,0.0,False,284258,6793630,0.04016141593456268,9376.482421875,0.03298581764101982,0.004058001562952995,3529568.0,0.5195407867431641,4.136554252909264e-06,0.002031069016084075
A0_confidence_rank,confidence_rank,1,49,49,FNH_PA10.nii.gz,0,context,gamma:0.3,0.0,1.092088115398891e-16,0.002539511537179351,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,1,50,50,FNH_PA10.nii.gz,1,foreground,blur:1.5,0.002453885041177273,0.00532228359952569,0.002333259442821145,0.0001,0.0,False,863052,6214836,0.1219363734126091,110851.6875,0.12844149768352509,0.003898399416357279,3428093.0,0.551598310470581,0.0010093707824125886,0.002453885041177273
A0_confidence_rank,confidence_rank,1,51,51,CYST_PA54.nii.gz,0,context,blur:1.5,0.025985080748796463,0.12426406145095825,0.0027696220204234123,0.0001,0.0,False,84090,6993798,0.011880663223564625,1204.2921142578125,0.014321466907858849,0.05195856839418411,3537740.25,0.5058396458625793,1.1594024726946373e-05,0.025985080748796463
A0_confidence_rank,confidence_rank,1,52,52,CYST_PA54.nii.gz,1,foreground,gamma:0.3,0.0018189845141023397,0.012785091996192932,0.0025660584215074778,0.0001,0.0,False,231321,6846567,0.032682206481695175,7036.67822265625,0.030419539660215378,0.0036305130925029516,3531907.5,0.5158654451370239,7.45602437746129e-06,0.0018189845141023397
A0_confidence_rank,confidence_rank,1,53,53,CYST_PA53.nii.gz,0,context,gamma:0.3,0.0010819294257089496,0.006239757407456636,0.002360760932788253,0.0001,0.0,False,256227,6821661,0.036201052367687225,10988.005859375,0.042883869260549545,0.0021541311871260405,3527956.5,0.517169713973999,9.727753422339447e-06,0.0010819294257089496
A0_confidence_rank,confidence_rank,1,54,54,CYST_PA53.nii.gz,1,foreground,blur:1.5,0.012432255782186985,0.0421375073492527,0.0023993714712560177,0.0001,0.0,False,395200,6682688,0.05583586543798447,20415.50390625,0.051658663898706436,0.02482229471206665,3518529.0,0.5265140533447266,4.221632480039261e-05,0.012432255782186985
A0_confidence_rank,confidence_rank,1,55,55,CYST_PA38.nii.gz,0,context,blur:1.5,0.03211771324276924,0.13628335297107697,0.0028002832550555468,0.0001,0.0,False,48054,7029834,0.0067893136292696,471.3070068359375,0.009807862341403961,0.06423263251781464,3538473.25,0.5033509135246277,2.79132291325368e-06,0.03211771324276924
A0_confidence_rank,confidence_rank,1,56,56,CYST_PA38.nii.gz,1,foreground,gamma:0.3,0.0007423741044476628,0.004289759323000908,0.0025640493258833885,0.0001,0.0,False,227620,6850268,0.03215930983424187,6472.423828125,0.02843521535396576,0.0014783126534894109,3532472.0,0.5156691670417786,6.435529940063134e-06,0.0007423741044476628
A0_confidence_rank,confidence_rank,1,57,57,HEM_PA66.nii.gz,0,context,gamma:0.3,0.0019869033712893724,0.01910836435854435,0.0024014576338231564,0.0001,0.0,False,50026,7027862,0.007067927625030279,434.0385437011719,0.008676259778439999,0.00397142581641674,3538510.5,0.5034974217414856,2.380935029577813e-06,0.0019869033712893724
A0_confidence_rank,confidence_rank,1,58,58,HEM_PA66.nii.gz,1,foreground,blur:1.5,0.005981299560517073,0.021291285753250122,0.0023302389308810234,0.0001,0.0,False,240303,6837585,0.033951230347156525,6582.3681640625,0.027391953393816948,0.011946005746722221,3532362.0,0.5166096091270447,1.6593068721704185e-05,0.005981299560517073
A0_confidence_rank,confidence_rank,1,59,59,HEM_PA56.nii.gz,0,context,blur:1.5,0.012724567204713821,0.08846347779035568,0.002656314754858613,0.0001,0.0,False,84305,6993583,0.011911039240658283,890.8877563476562,0.010567436926066875,0.025443758815526962,3538053.75,0.5059000253677368,5.3759404181619175e-06,0.012724567204713821
A0_confidence_rank,confidence_rank,1,60,60,HEM_PA56.nii.gz,1,foreground,gamma:0.3,0.0011638504220172763,0.005664887372404337,0.002449652412906289,0.0001,0.0,False,386275,6691613,0.05457489565014839,17199.609375,0.0445268489420414,0.0023184004239737988,3521745.0,0.5262923836708069,9.30031637835782e-06,0.0011638504220172763
A0_confidence_rank,confidence_rank,2,61,1,HEM_PA99.nii.gz,0,context,gamma:0.3,0.0,3.928391425632623e-15,0.002223140327259898,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,62,2,HEM_PA99.nii.gz,1,foreground,blur:1.5,0.0283689945936203,0.08963176608085632,0.002494505140930414,0.0001,0.0,False,396016,6681872,0.055951155722141266,19013.6796875,0.04801240190863609,0.05643583834171295,3519931.0,0.5267881751060486,0.0003021491866093129,0.0283689945936203
A0_confidence_rank,confidence_rank,2,63,3,HCC_10140276_20170721.nii.gz,0,context,blur:1.5,0.09474927932024002,0.39005178213119507,0.004243242554366589,0.0001,0.0,False,31095,7046793,0.0043932595290243626,163.19268798828125,0.005248196888715029,0.18945014476776123,3538781.25,0.5021832585334778,4.8412261094199494e-05,0.09474927932024002
A0_confidence_rank,confidence_rank,2,64,4,HCC_10140276_20170721.nii.gz,1,foreground,gamma:0.3,0.009920062497258186,0.0585048608481884,0.004256364423781633,0.0001,0.0,False,182908,6894980,0.025842173025012016,6179.546875,0.03378500044345856,0.019816160202026367,3532765.0,0.5123677253723145,2.3964608772075735e-05,0.009920062497258186
A0_confidence_rank,confidence_rank,2,65,5,HEM_PA97.nii.gz,0,context,gamma:0.3,2.4064643383026123,85.2833023071289,0.03496403619647026,0.0001,0.0,False,29498,7048390,0.004167627543210983,102.88675689697266,0.0034879231825470924,4.812928199768066,3538841.75,0.5020779967308044,3.5052786984124396e-07,2.4064643383026123
A0_confidence_rank,confidence_rank,2,66,6,HEM_PA97.nii.gz,1,foreground,blur:1.5,0.2005222886800766,0.9366388916969299,0.03240925073623657,0.0001,0.0,False,279722,6798166,0.03952054679393768,8251.091796875,0.029497472569346428,0.4006269872188568,3530693.5,0.5193597078323364,0.0004175984358880669,0.2005222886800766
A0_confidence_rank,confidence_rank,2,67,7,CYST_PA69.nii.gz,0,context,blur:1.5,0.0,4.04754058570757e-15,0.029393086209893227,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,68,8,CYST_PA69.nii.gz,1,foreground,gamma:0.3,0.010006162337958813,0.04837680608034134,0.02669536881148815,0.0001,0.0,False,435849,6642039,0.061578962951898575,21243.61328125,0.04874076321721077,0.0197161715477705,3517701.0,0.5296115875244141,0.0002961524005513638,0.010006162337958813
A0_confidence_rank,confidence_rank,2,69,9,HCC_10076307_20130925.nii.gz,0,context,gamma:0.3,0.048148710280656815,0.5288732647895813,0.02439071424305439,0.0001,0.0,False,14673,7063215,0.0020730760879814625,24.969104766845703,0.001701704110018909,0.09628207981586456,3538920.0,0.5010352730751038,1.534379589429591e-05,0.048148710280656815
A0_confidence_rank,confidence_rank,2,70,10,HCC_10076307_20130925.nii.gz,1,foreground,blur:1.5,0.0615789033472538,0.4000243842601776,0.022345971316099167,0.0001,0.0,False,230690,6847198,0.03259305655956268,7284.2744140625,0.03157602995634079,0.12157044559717178,3531660.0,0.5157817602157593,0.00158736074808985,0.0615789033472538
A0_confidence_rank,confidence_rank,2,71,11,CYST_PA20.nii.gz,0,context,blur:1.5,0.15255482494831085,0.8845261931419373,0.02056220918893814,0.0001,0.0,False,7532,7070356,0.001064159208908677,8.132865905761719,0.0010797750437632203,0.3037135601043701,3538935.75,0.5005314946174622,0.0013960781507194042,0.15255482494831085
A0_confidence_rank,confidence_rank,2,72,12,CYST_PA20.nii.gz,1,foreground,gamma:0.3,0.0014003522228449583,0.011034558527171612,0.018648484721779823,0.0001,0.0,False,230686,6847202,0.03259249031543732,10475.728515625,0.04541120305657387,0.002774881897494197,3528468.75,0.5153154134750366,2.582248635008e-05,0.0014003522228449583
A0_confidence_rank,confidence_rank,2,73,13,CYST_PA56.nii.gz,0,context,gamma:0.3,0.0,1.768820654919631e-16,0.01690320484340191,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,74,14,CYST_PA56.nii.gz,1,foreground,blur:1.5,0.021882642060518265,0.13086798787117004,0.015437399037182331,0.0001,0.0,False,259412,6818476,0.036651045083999634,12435.20703125,0.047936130315065384,0.04277264326810837,3526509.25,0.5171990394592285,0.0009926415514200926,0.021882642060518265
A0_confidence_rank,confidence_rank,2,75,15,HCC_10136895_20170421.nii.gz,0,context,blur:1.5,0.041429366916418076,0.31223592162132263,0.014252078719437122,0.0001,0.0,False,31005,7046883,0.0043805441819131374,105.49566650390625,0.003402537200599909,0.0736611858010292,3538839.25,0.502185046672821,0.009197546169161797,0.041429366916418076
A0_confidence_rank,confidence_rank,2,76,16,HCC_10136895_20170421.nii.gz,1,foreground,gamma:0.3,0.004692009650170803,0.027378330007195473,0.012947918847203255,0.0001,0.0,False,257228,6820660,0.03634247928857803,9439.25390625,0.03669605776667595,0.00925484299659729,3529505.25,0.5174726843833923,0.00012917598360218108,0.004692009650170803
A0_confidence_rank,confidence_rank,2,77,17,MET_PA13.nii.gz,0,context,gamma:0.3,0.0,1.0856791200128301e-16,0.011732119135558605,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,78,18,MET_PA13.nii.gz,1,foreground,blur:1.5,0.014837155118584633,0.09390071779489517,0.01073275227099657,0.0001,0.0,False,213869,6864019,0.030216500163078308,5752.94091796875,0.026899367570877075,0.02832905389368534,3533191.5,0.5147408843040466,0.0013452568091452122,0.014837155118584633
A0_confidence_rank,confidence_rank,2,79,19,HCC_10074592_20130816.nii.gz,0,context,blur:1.5,0.010010072030127048,0.02639470435678959,0.009738835506141186,0.0001,0.0,False,3899,7073989,0.0005508705507963896,14.086027145385742,0.003612728090956807,0.013867947272956371,3538931.0,0.5002737641334534,0.006152197252959013,0.010010072030127048
A0_confidence_rank,confidence_rank,2,80,20,HCC_10074592_20130816.nii.gz,1,foreground,gamma:0.3,0.002980364253744483,0.025615520775318146,0.008842387236654758,0.0001,0.0,False,253900,6823988,0.035872284322977066,13222.333984375,0.05207693576812744,0.005892119836062193,3525722.25,0.5166659355163574,6.860874418634921e-05,0.002980364253744483
A0_confidence_rank,confidence_rank,2,81,21,CYST_PA19.nii.gz,0,context,gamma:0.3,0.0,2.3111884572790948e-17,0.008009584620594978,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,82,22,CYST_PA19.nii.gz,1,foreground,blur:1.5,0.008538595400750637,0.040622785687446594,0.007302429061383009,0.0001,0.0,False,217747,6860141,0.030764402821660042,8968.357421875,0.04118705540895462,0.01632079854607582,3529976.0,0.5145632028579712,0.0007563916151411831,0.008538595400750637
A0_confidence_rank,confidence_rank,2,83,23,HEM_PA13.nii.gz,0,context,blur:1.5,0.0,2.1822537307053107e-16,0.0066137006506323814,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,2,84,24,HEM_PA13.nii.gz,1,foreground,gamma:0.3,0.001860666903667152,0.014789370819926262,0.006008544936776161,0.0001,0.0,False,345692,6732196,0.048841122537851334,14172.2685546875,0.04099680855870247,0.0035775320138782263,3524772.25,0.5235694646835327,0.00014380173524841666,0.001860666903667152
A0_confidence_rank,confidence_rank,2,85,25,HCC_10142924_20170911.nii.gz,0,context,gamma:0.3,0.010077760554850101,0.21140849590301514,0.005631777457892895,0.0001,0.0,False,11022,7066866,0.0015572442207485437,16.235227584838867,0.001472983742132783,0.020080337300896645,3538928.25,0.5007776021957397,7.518314669141546e-05,0.010077760554850101
A0_confidence_rank,confidence_rank,2,86,26,HCC_10142924_20170911.nii.gz,1,foreground,blur:1.5,0.009258093312382698,0.0657665878534317,0.0051702349446713924,0.0001,0.0,False,179460,6898428,0.02535502053797245,11688.35546875,0.06513070315122604,0.017810558900237083,3527256.0,0.5113130211830139,0.0007056269096210599,0.009258093312382698
A0_confidence_rank,confidence_rank,2,87,27,MET_PA25.nii.gz,0,context,blur:1.5,0.0,2.390299183883054e-16,0.004681320395320654,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
