case,patch_count,action_count,mean_normalized_mse,gradient_norm,optimizer_updates,gamma_minus0.30_mean_normalized_mse,gamma_plus0.30_mean_normalized_mse,gaussian_noise_plus0.02_mean_normalized_mse,gaussian_noise_plus0.05_mean_normalized_mse,bias_field_plus0.05_mean_normalized_mse,bias_field_plus0.15_mean_normalized_mse,epoch,case_position,epoch_mean_normalized_mse
HEM_PA56.nii.gz,3,6,0.019262424256238673,0.004687422886490822,1,0.016507909012337525,0.011207572805384794,0.005145060985038678,0.03225773759186268,0.007355633657425642,0.043100631485382714,1,27,0.0354493199072927
HCC_10136895_20170421.nii.gz,15,6,0.03496233982344468,0.002893685596063733,1,0.021609387857218585,0.01752221118658781,0.008782554355760416,0.04920389006535212,0.013392654744287332,0.09926334073146184,1,28,0.0354493199072927
HCC_10076307_20130925.nii.gz,15,6,0.04299001912586391,0.00409289076924324,1,0.022427784154812495,0.01675298549234867,0.010511364818861087,0.05557582105199496,0.021208572946488858,0.1314635862906774,1,29,0.0354493199072927
CYST_PA19.nii.gz,20,6,0.04669761664311712,0.00616407347843051,1,0.018435016646981238,0.01156599447131157,0.013212483027018607,0.06497853109613061,0.03037200989201665,0.14162166472524404,1,30,0.0354493199072927
HEM_PA34.nii.gz,20,6,0.04682893484714441,0.004648823756724596,1,0.016592784970998763,0.011474755918607115,0.01132252620300278,0.05663958517834544,0.0359951936872676,0.14894876312464475,2,1,0.03491486853053384
HCC_PA0.nii.gz,25,6,0.03987594418538114,0.004219325724989176,1,0.026775143146514892,0.016559054777026176,0.024966661408543585,0.09573588326573372,0.013666906077414751,0.06155201643705368,2,2,0.03491486853053384
HEM_PA24.nii.gz,16,6,0.03374988381498648,0.003558809868991375,1,0.013307119545061141,0.010526315832976252,0.006194722198415548,0.03683992032893002,0.021551192417973652,0.1140800325665623,2,3,0.03491486853053384
CYST_PA37.nii.gz,16,6,0.036387266588765975,0.003469098126515746,1,0.015081878867931664,0.012312836479395628,0.007848760273191147,0.042395054595544934,0.021686593943741173,0.11899847537279129,2,4,0.03491486853053384
FNH_PA32.nii.gz,3,6,0.018247728779291112,0.00538094574585557,1,0.014864832783738771,0.009332912663618723,0.0078029946113626165,0.040402538453539215,0.005411039261768262,0.03167205490171909,2,5,0.03491486853053384
HCC_10142924_20170911.nii.gz,15,6,0.05196269638836384,0.0043312059715390205,1,0.01912150823821624,0.014941172177592913,0.010731798845032852,0.05366714994112651,0.03277595986922582,0.1805385892589887,2,6,0.03491486853053384
HCC_10081574_20140213.nii.gz,12,6,0.029424686916172504,0.003966973628848791,1,0.018828496259326737,0.01422976003959775,0.0073375529221569495,0.04130833114807805,0.010973796830512583,0.08387018429736297,2,7,0.03491486853053384
CYST_PA19.nii.gz,20,6,0.046218070085160434,0.004315239377319813,1,0.01847427706234157,0.012114445958286525,0.013290836452506482,0.06402571406215429,0.029984076623804867,0.13941907035186887,2,8,0.03491486853053384
MET_PA13.nii.gz,20,6,0.053941722095866375,0.005629546474665403,1,0.0191589739639312,0.013933168444782495,0.011962347908411174,0.05959818079136312,0.047567910398356616,0.17142975106835365,2,9,0.03491486853053384
CYST_PA38.nii.gz,3,6,0.012151608075429168,0.0037489309906959534,1,0.013217193074524403,0.007067270111292601,0.004524670308455825,0.02664930559694767,0.002839374355971813,0.018611835005382698,2,10,0.03491486853053384
CYST_PA20.nii.gz,12,6,0.014775766247314297,0.0028039610479027033,1,0.012891234364360571,0.00854368379805237,0.0035242355661466718,0.02172569977119565,0.004678358750728269,0.03729138523340225,2,11,0.03491486853053384
HCC_10147777_20171222.nii.gz,12,6,0.03211042763238462,0.0021745702251791954,1,0.017636975273489952,0.01340280861283342,0.007015559026816239,0.03802428301423788,0.014620534299562374,0.10196240556736787,2,12,0.03491486853053384
CYST_PA69.nii.gz,60,6,0.03982007111577938,0.002308568684384227,1,0.027003330488999683,0.017798177525401117,0.013726795231923461,0.06780794942751527,0.014582198082158963,0.0980019759386778,2,13,0.03491486853053384
HEM_PA99.nii.gz,80,6,0.04292523283220362,0.0021149474196135998,1,0.03154530418105424,0.019110923924017698,0.013693503016838804,0.06780172327999026,0.018322922650258987,0.10707701994106174,2,14,0.03491486853053384
HEM_PA56.nii.gz,3,6,0.019127685628417466,0.0031543755903840065,1,0.016280595523615677,0.010798086412250996,0.004898525308817625,0.032519458482662834,0.007059820772459109,0.04320962727069855,2,15,0.03491486853053384
HCC_10136895_20170421.nii.gz,15,6,0.03476536893803212,0.002122152829542756,1,0.02136825378984213,0.017440067107478776,0.008595755820473035,0.048903376112381616,0.013277724509437878,0.0990070362885793,2,16,0.03491486853053384
ICC_PA18.nii.gz,20,6,0.04344305830697218,0.003697030246257782,1,0.028084536967799067,0.020305477315559983,0.014410700649023056,0.06825378416106105,0.024833099264651538,0.10477075148373842,2,17,0.03491486853053384
HEM_PA66.nii.gz,3,6,0.017057848900246125,0.002738873241469264,1,0.014459835986296335,0.008592183701694012,0.004683012065167229,0.03153773210942745,0.0055927943127850694,0.037481535226106644,2,18,0.03491486853053384
FNH_PA10.nii.gz,20,6,0.050524518636909,0.00515684112906456,1,0.023537025880068542,0.014512409176677465,0.038561917911283675,0.1203423292376101,0.021774663135875016,0.08441876647993922,2,19,0.03491486853053384
CYST_PA56.nii.gz,20,6,0.037367969726134716,0.00416996655985713,1,0.013744752295315266,0.010877006920054555,0.006407606450375169,0.03960710885003209,0.02672465187497437,0.12684669196605683,2,20,0.03491486853053384
HCC_10074592_20130816.nii.gz,15,6,0.02945020691388183,0.002161306794732809,1,0.019888686761260033,0.013859006017446518,0.007113106890271107,0.0412704819192489,0.010633876081556082,0.08393608381350835,2,21,0.03491486853053384
CYST_PA74.nii.gz,20,6,0.04922371723611529,0.005733182653784752,1,0.014498084783554077,0.010001917160116136,0.011111487005837261,0.05545081882737577,0.042745014955289665,0.16153498068451883,2,22,0.03491486853053384
HEM_PA97.nii.gz,50,6,0.054733376307412984,0.0032373524736613035,1,0.029737937673926355,0.0217171960696578,0.01770231857895851,0.07869886301457882,0.029808743204921485,0.15073519930243492,2,23,0.03491486853053384
MET_PA25.nii.gz,20,6,0.04666976166384605,0.00434834836050868,1,0.016807895014062525,0.012832260131835938,0.008485066972207278,0.04642356801778078,0.03801088235341012,0.15745889749377967,2,24,0.03491486853053384
CYST_PA54.nii.gz,2,6,0.0117798862241519,0.004466657526791096,1,0.011543314903974533,0.007433902006596327,0.0031728565227240324,0.018783877603709698,0.0038660633144900203,0.025879302993416786,2,25,0.03491486853053384
HCC_10140276_20170721.nii.gz,15,6,0.024315320133852462,0.0023591285571455956,1,0.017171764684220155,0.012932489688197771,0.006010371120646596,0.03614695991079012,0.0086060737259686,0.06502426167329152,2,26,0.03491486853053384
HEM_PA13.nii.gz,20,6,0.03156387598331397,0.002541992347687483,1,0.014545467542484402,0.01178012895397842,0.008209867915138603,0.044934581592679025,0.015337093430571259,0.0945761164650321,2,27,0.03491486853053384
MET_PA19.nii.gz,20,6,0.04502244518177274,0.004981416743248701,1,0.01488532111980021,0.010454598837532103,0.010174998862203211,0.051436027185991405,0.036989167984575036,0.14619455710053444,2,28,0.03491486853053384
HCC_10076307_20130925.nii.gz,15,6,0.04236944909724924,0.0028877179138362408,1,0.022374693304300308,0.016999122500419617,0.010598846400777498,0.054805935670932136,0.021025694037477175,0.12841240266958873,2,29,0.03491486853053384
CYST_PA53.nii.gz,2,6,0.011611527433463683,0.004535908345133066,1,0.01283547980710864,0.007089172722771764,0.003136592567898333,0.017881030682474375,0.004210973158478737,0.024515915662050247,2,30,0.03491486853053384
HEM_PA99.nii.gz,80,6,0.04283503917395137,0.003931431099772453,1,0.03155381486285478,0.019271288276650013,0.01388515643775463,0.0676469877595082,0.01867015123134479,0.10598283647559584,3,1,0.034370755975085085
ICC_PA18.nii.gz,20,6,0.043550067057367414,0.004443319048732519,1,0.02803584411740303,0.020920293172821403,0.014607112226076423,0.0676416963338852,0.02550250864587724,0.10459294784814119,3,2,0.034370755975085085
CYST_PA74.nii.gz,20,6,0.048084897600347176,0.005458024796098471,1,0.014568171789869666,0.010117401066236199,0.011147250805515796,0.054643559968099,0.041678792191669346,0.15635420978069306,3,3,0.034370755975085085
HEM_PA34.nii.gz,20,6,0.04567152606517387,0.004593635443598032,1,0.016625015437602995,0.01144954226911068,0.011353488464374095,0.0557034308090806,0.03512818701565266,0.1437694923952222,3,4,0.034370755975085085
HCC_10140276_20170721.nii.gz,15,6,0.024164209892559383,0.002751413267105818,1,0.01706620678305626,0.012775133239726226,0.005931734635184208,0.0360259797424078,0.008709371959169706,0.0644768329958121,3,5,0.034370755975085085
HCC_PA0.nii.gz,25,6,0.03975219634982447,0.003745490685105324,1,0.026746755316853523,0.016313803382217884,0.024818564653396605,0.0953585758060217,0.013776864912360907,0.0614986140280962,3,6,0.034370755975085085
HEM_PA66.nii.gz,3,6,0.01714461765045093,0.004314437508583069,1,0.01441182599713405,0.00870130273203055,0.004837183592220147,0.031185186778505642,0.006086443395664294,0.0376457634071509,3,7,0.034370755975085085
HCC_10136895_20170421.nii.gz,15,6,0.034542086156499056,0.002868771320208907,1,0.0212580056861043,0.017359302068750065,0.00864046070103844,0.0486513689160347,0.013561213264862697,0.09778216630220413,3,8,0.034370755975085085
MET_PA19.nii.gz,20,6,0.04456137334927916,0.006114423740655184,1,0.014799529919400811,0.009881158755160869,0.00992852293420583,0.05136274206452072,0.03666209583170712,0.14473419059067966,3,9,0.034370755975085085
CYST_PA69.nii.gz,60,6,0.0395204144976257,0.002616749843582511,1,0.02674435987137258,0.017496706110735734,0.013533002607679616,0.06754715694114566,0.01459386758506298,0.09720739386975766,3,10,0.034370755975085085
CYST_PA37.nii.gz,16,6,0.03535365241259569,0.0036815302446484566,1,0.014694661716930568,0.011257847596425563,0.007426562733598985,0.04196533013600856,0.02155819398467429,0.11521931830793619,3,11,0.034370755975085085
CYST_PA20.nii.gz,12,6,0.014531339499323318,0.005378083325922489,1,0.012531365500763059,0.008121539217730364,0.0033975874345439174,0.021575285432239372,0.005116016662213951,0.036446242748449244,3,12,0.034370755975085085
HCC_10074592_20130816.nii.gz,15,6,0.02913860681777199,0.001842791331000626,1,0.01983204794426759,0.013640767335891724,0.007075695010523002,0.041010479380687075,0.01077776700258255,0.08249488423268,3,13,0.034370755975085085
FNH_PA32.nii.gz,3,6,0.01795803652041488,0.0021492710802704096,1,0.014525029187401136,0.008661370413998762,0.007459736118714015,0.0405608881264925,0.004985076375305653,0.031556118900577225,3,14,0.034370755975085085
HCC_10142924_20170911.nii.gz,15,6,0.05104814416521953,0.008139489218592644,1,0.01822884604334831,0.014011578944822153,0.010176651521275441,0.05349568699796994,0.032438002278407416,0.17793809920549392,3,15,0.034370755975085085
HCC_10147777_20171222.nii.gz,12,6,0.03164630484146377,0.0033092494122684,1,0.017191860902433593,0.013013265638922652,0.006795155815780163,0.03772836613158385,0.014671367748330036,0.10047781281173229,3,16,0.034370755975085085
CYST_PA53.nii.gz,2,6,0.011502306481512884,0.004426094703376293,1,0.01278529828414321,0.006816152483224869,0.0030704624950885773,0.017733541782945395,0.0041632738430053,0.024445110000669956,3,17,0.034370755975085085
MET_PA13.nii.gz,20,6,0.052263491579409065,0.0064449068158864975,1,0.019116635248064996,0.013995724264532328,0.012151138915214688,0.05826416774652898,0.04616912337951362,0.1638841599225998,3,18,0.034370755975085085
HEM_PA56.nii.gz,3,6,0.01903397056998478,0.0034733652137219906,1,0.016202771415313084,0.01070914976298809,0.004949756742765506,0.031904965018232666,0.007400363218039274,0.04303681726257006,3,19,0.034370755975085085
HEM_PA97.nii.gz,50,6,0.053946741285423434,0.0043662916868925095,1,0.02960831478238106,0.02149266339838505,0.017728214245289566,0.07798638239502907,0.029796610940247773,0.14706826195120812,3,20,0.034370755975085085
MET_PA25.nii.gz,20,6,0.045283968898002055,0.007006816565990448,1,0.016937045846134424,0.012153809983283281,0.008425229159183801,0.04586579091846943,0.0372393858153373,0.1510825516656041,3,21,0.034370755975085085
HCC_10076307_20130925.nii.gz,15,6,0.04184481433799697,0.003874506102874875,1,0.022046181807915368,0.01670620155831178,0.01044039890790979,0.054426189760367075,0.021051432564854623,0.1263984814286232,3,22,0.034370755975085085
HEM_PA13.nii.gz,20,6,0.031047227319019537,0.00694540748372674,1,0.014467836730182171,0.011327426740899682,0.008171017398126423,0.044655015133321284,0.016153009957633913,0.09150905795395374,3,23,0.034370755975085085
CYST_PA56.nii.gz,20,6,0.035962382876702274,0.0066282181069254875,1,0.013833988085389137,0.010879349638707935,0.00671157882316038,0.038844142016023396,0.026557698100805282,0.11894754059612751,3,24,0.034370755975085085
CYST_PA54.nii.gz,2,6,0.011649602965917438,0.0028878306038677692,1,0.011412308551371098,0.007007410051301122,0.0030151231912896037,0.018837515264749527,0.0037428936921060085,0.02588236704468727,3,25,0.034370755975085085
CYST_PA38.nii.gz,3,6,0.012022947349275151,0.0022606072016060352,1,0.012998151903351149,0.006715052605917056,0.004382431507110596,0.02652277114490668,0.0028055651734272638,0.018713711760938168,3,26,0.034370755975085085
FNH_PA10.nii.gz,20,6,0.05048411431489512,0.005823667161166668,1,0.023601348232477903,0.014432219509035348,0.03853760133497417,0.11955681843683123,0.022256035706959665,0.08452066266909242,3,27,0.034370755975085085
HEM_PA24.nii.gz,16,6,0.03284916383321009,0.007853417657315731,1,0.012986265734070912,0.0090642579307314,0.00562321454344783,0.036734276392962784,0.021571956778643653,0.11111501161940396,3,28,0.034370755975085085
HCC_10081574_20140213.nii.gz,12,6,0.02892380956715594,0.003072728170081973,1,0.01826326719795664,0.013352897095804414,0.0069261552998796105,0.04109907460709413,0.010943637268307308,0.08295782593389352,3,29,0.034370755975085085
CYST_PA19.nii.gz,20,6,0.04480562582418012,0.009122563526034355,1,0.018486816762015225,0.011163686588406562,0.01308453738456592,0.06327777961269021,0.029721347149461508,0.13309958744794131,3,30,0.034370755975085085
ICC_PA18.nii.gz,20,6,0.043204598280135544,0.0035357498563826084,1,0.028067934932187198,0.020299978274852037,0.014285005978308618,0.06695730946958064,0.02539360788650811,0.10422375313937664,4,1,0.03391016689491678
HEM_PA34.nii.gz,20,6,0.04456320884443509,0.004395668860524893,1,0.01659037987701595,0.01107092285528779,0.011515147041063756,0.054874842334538695,0.034967396920546887,0.13836056403815747,4,2,0.03391016689491678
CYST_PA37.nii.gz,16,6,0.034910061935079284,0.007534280885010958,1,0.014648936688899994,0.011222451867070049,0.007872760761529207,0.04182750335894525,0.02233862251159735,0.11155009642243385,4,3,0.03391016689491678
CYST_PA74.nii.gz,20,6,0.046601222317743426,0.007502157706767321,1,0.014493106119334697,0.00981939802877605,0.011394088610541076,0.053892082814127204,0.041023408598266545,0.148985249735415,4,4,0.03391016689491678
HCC_10142924_20170911.nii.gz,15,6,0.05016366005357769,0.007121141068637371,1,0.01815143469721079,0.014000855324169,0.010318089028199513,0.05287746662894885,0.03237540125846863,0.17325871338446935,4,5,0.03391016689491678
FNH_PA32.nii.gz,3,6,0.018068151936555903,0.003799972590059042,1,0.014490957682331404,0.00867881067097187,0.007546029364069303,0.040059312557180725,0.005542261370768149,0.03209153997401396,4,6,0.03391016689491678
CYST_PA20.nii.gz,12,6,0.014735767659860559,0.010574305430054665,1,0.012437431995446483,0.008045455091632903,0.0035536835979049406,0.021809322759509087,0.005769635414859901,0.03679907709981004,4,7,0.03391016689491678
FNH_PA10.nii.gz,20,6,0.05021982125666303,0.005509790498763323,1,0.023522121971473096,0.01451900233514607,0.038174710352905095,0.1180980616249144,0.022658232168760152,0.08434679908677936,4,8,0.03391016689491678
CYST_PA19.nii.gz,20,6,0.04440224155938874,0.012959600426256657,1,0.018478134647011757,0.011117271753028036,0.013157272548414766,0.06341179311275483,0.02970403272192925,0.1305449445731938,4,9,0.03391016689491678
HCC_10081574_20140213.nii.gz,12,6,0.02871557638152606,0.002961014397442341,1,0.018189243351419766,0.013364113091180721,0.006935772369615734,0.040971617524822555,0.010946112490879992,0.0818865994612376,4,10,0.03391016689491678
CYST_PA38.nii.gz,3,6,0.012021867028023634,0.003915248438715935,1,0.012941088217000166,0.006729575339704752,0.004447952456151445,0.02607043149570624,0.003038021270185709,0.01890413338939349,4,11,0.03391016689491678
HCC_PA0.nii.gz,25,6,0.03951947880598406,0.003694380633533001,1,0.026726095750927926,0.016036841981112958,0.024499856904149055,0.09437327437102795,0.013922261800616979,0.0615585420280695,4,12,0.03391016689491678
MET_PA25.nii.gz,20,6,0.044667159634021424,0.007185752037912607,1,0.016991928499192,0.011465717642568051,0.008350965776480734,0.04599495735019445,0.03702179049141705,0.14817759804427624,4,13,0.03391016689491678
MET_PA19.nii.gz,20,6,0.04306091440957971,0.0046222456730902195,1,0.014798463322222233,0.009437804669141769,0.009954879654105752,0.050607022689655425,0.03604716286063194,0.13752015326172112,4,14,0.03391016689491678
HCC_10136895_20170421.nii.gz,15,6,0.03425594772108727,0.004842965863645077,1,0.0210759112611413,0.01713068423171838,0.008588149150212606,0.04840680286288261,0.013856581598520278,0.09647755722204844,4,15,0.03391016689491678
HCC_10140276_20170721.nii.gz,15,6,0.024006960103805694,0.006004416849464178,1,0.016871421163280807,0.012447137199342252,0.00584647188273569,0.0359318853666385,0.009226518124341965,0.06371832688649495,4,16,0.03391016689491678
HEM_PA66.nii.gz,3,6,0.017105631181038916,0.004679849371314049,1,0.014337544639905294,0.008360342588275671,0.004771170128757755,0.030891425907611847,0.0060828011482954025,0.03819050267338753,4,17,0.03391016689491678
HEM_PA97.nii.gz,50,6,0.053560375541759034,0.004139685537666082,1,0.02947937885299325,0.02133650965988636,0.017710255468264224,0.07786137089133263,0.03023185523226857,0.1447428831458092,4,18,0.03391016689491678
HEM_PA56.nii.gz,3,6,0.018908065381563373,0.002815593034029007,1,0.01614574094613393,0.010470342201491198,0.004881826850275199,0.03148483857512474,0.007371432147920132,0.043094211568435035,4,19,0.03391016689491678
CYST_PA53.nii.gz,2,6,0.01137839372192199,0.0033221386838704348,1,0.012692369520664215,0.006546440534293652,0.0029498019721359015,0.01754338713362813,0.003961038892157376,0.024577324278652668,4,20,0.03391016689491678
HCC_10147777_20171222.nii.gz,12,6,0.031355222874683224,0.003979107365012169,1,0.01702059207794567,0.0128754162384818,0.006770374369807541,0.03774419721836845,0.014712852813924352,0.09900790452957153,4,21,0.03391016689491678
HEM_PA13.nii.gz,20,6,0.030593396961921825,0.005366671364754438,1,0.014410587074235082,0.010798518685624004,0.00787203892832622,0.044471862353384496,0.015551862958818673,0.09045551177114249,4,22,0.03391016689491678
HCC_10076307_20130925.nii.gz,15,6,0.04158499639791747,0.005943472031503916,1,0.021882578233877816,0.01643444721897443,0.010318380004415909,0.05439114471276601,0.021015940544505913,0.12546748767296473,4,23,0.03391016689491678
CYST_PA56.nii.gz,20,6,0.03530728279535348,0.004547202959656715,1,0.013823518017306923,0.010204124497249722,0.006338164140470326,0.038738493248820303,0.026018250128254296,0.11672114674001932,4,24,0.03391016689491678
HEM_PA24.nii.gz,16,6,0.03171110788874406,0.0034544067457318306,1,0.01289784099208191,0.008913508267141879,0.00553599996783305,0.03615782916313037,0.021144545054994524,0.10561692388728261,4,25,0.03391016689491678
MET_PA13.nii.gz,20,6,0.05060063967830501,0.004931616596877575,1,0.019289495516568424,0.012676552939228713,0.011763006204273552,0.05778941600583494,0.04543265923857689,0.15665270816534757,4,26,0.03391016689491678
CYST_PA69.nii.gz,60,6,0.039348673995118585,0.007073546294122934,1,0.02649918811706205,0.017323219031095505,0.013518941837052505,0.06719988711799184,0.015416889552337427,0.09613391831517219,4,27,0.03391016689491678
HCC_10074592_20130816.nii.gz,15,6,0.028869436376003754,0.005016314331442118,1,0.01962312820057074,0.013421505192915599,0.007069629337638617,0.04070807186265787,0.011306816587845485,0.08108746707439422,4,28,0.03391016689491678
HEM_PA99.nii.gz,80,6,0.04230606686032843,0.004485256504267454,1,0.031173820421099663,0.018650540278758853,0.013537079282104968,0.06722576378379017,0.01898581629502587,0.10426338110119104,4,29,0.03391016689491678
CYST_PA54.nii.gz,2,6,0.011559079265377173,0.002453365596011281,1,0.011301325634121895,0.0068466258235275745,0.0029881756054237485,0.018625382333993912,0.003627398516982794,0.02596556767821312,4,30,0.03391016689491678
HEM_PA99.nii.gz,80,6,0.04216915812770215,0.0033017059322446585,1,0.03116497164592147,0.018624070391524583,0.013478986348491161,0.0671862888848409,0.0184952960931696,0.10406533540226519,5,1,0.033516179782010755
CYST_PA19.nii.gz,20,6,0.04361736163070115,0.009081746451556683,1,0.018448408506810666,0.010856061428785323,0.013016733818221837,0.06266460465267301,0.02953255269676447,0.12718580868095158,5,2,0.033516179782010755
HEM_PA13.nii.gz,20,6,0.030330653151031582,0.005686677526682615,1,0.014385049464181066,0.01064557139761746,0.0078463553218171,0.04435260444879532,0.015327754290774464,0.0894265839830041,5,3,0.033516179782010755
HCC_10076307_20130925.nii.gz,15,6,0.04130804545970427,0.006255561951547861,1,0.021838463097810745,0.016356035818656287,0.010285864832500618,0.05415909936030706,0.02090051161746184,0.12430829803148906,5,4,0.033516179782010755
MET_PA25.nii.gz,20,6,0.043786931253271176,0.005943800788372755,1,0.016958145471289755,0.011300810426473618,0.008138695440720767,0.045576919242739676,0.036788731487467884,0.14395828545093536,5,5,0.033516179782010755
CYST_PA74.nii.gz,20,6,0.04533312980978129,0.006325388792902231,1,0.014492849819362164,0.00904938243329525,0.010939891182351858,0.05332255624234676,0.04060256930533797,0.14359152987599372,5,6,0.033516179782010755
MET_PA19.nii.gz,20,6,0.04219507254116858,0.004930300638079643,1,0.01472838600166142,0.009350830735638738,0.009891476389020682,0.04990223399363458,0.03623368197586387,0.1330638261511922,5,7,0.033516179782010755
HCC_10081574_20140213.nii.gz,12,6,0.028554726967639808,0.0058275312185287476,1,0.018059144417444866,0.013284270418807864,0.006946789760453005,0.04076898656785488,0.01160178791421155,0.08066738272706668,5,8,0.033516179782010755
