level,case,uncertainty_variant,score_metric,scope,num_voxels,positive_voxels,error_prevalence,pr_random_baseline,roc_auc,pr_auc,excluded_both_empty
case,HEM_PA29.nii.gz,language_only,std,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.3821800175338711,0.3314071763146928,True
case,HEM_PA29.nii.gz,language_only,std,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5334123957304842,0.06550023639362773,True
case,HEM_PA29.nii.gz,language_only,std,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9274600128769751,0.35145546152700535,True
case,HEM_PA29.nii.gz,language_only,pairwise_abs,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9379308085037147,0.19971816257577427,False
case,HEM_PA29.nii.gz,language_only,pairwise_abs,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.38218269293919965,0.331408337461519,True
case,HEM_PA29.nii.gz,language_only,pairwise_abs,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5334123957304842,0.06550023639362773,True
case,HEM_PA29.nii.gz,language_only,pairwise_abs,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9274700496094601,0.35145563760256904,True
case,HEM_PA29.nii.gz,visual_language,mean_probability,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9361693473506282,0.14162662357310965,False
case,HEM_PA29.nii.gz,visual_language,mean_probability,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.12824797584363773,0.23800277673548828,True
case,HEM_PA29.nii.gz,visual_language,mean_probability,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.47465191417398617,0.057810474915455205,True
case,HEM_PA29.nii.gz,visual_language,mean_probability,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9296978906707696,0.33313870135786,True
case,HEM_PA29.nii.gz,visual_language,variance,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9419821761815831,0.2211199302849853,False
case,HEM_PA29.nii.gz,visual_language,variance,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.41974249783680895,0.3763634325606128,True
case,HEM_PA29.nii.gz,visual_language,variance,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.571460759762991,0.14078725227883793,True
case,HEM_PA29.nii.gz,visual_language,variance,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9315343558216258,0.3324780544428081,True
case,HEM_PA29.nii.gz,visual_language,std,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9419821762344075,0.2211199294747841,False
case,HEM_PA29.nii.gz,visual_language,std,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.4197424977736579,0.37636343125882166,True
case,HEM_PA29.nii.gz,visual_language,std,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5714607591472871,0.14078724914004734,True
case,HEM_PA29.nii.gz,visual_language,std,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9315343559147746,0.3324780535460922,True
case,HEM_PA29.nii.gz,visual_language,pairwise_abs,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9418830220291339,0.22069786177639053,False
case,HEM_PA29.nii.gz,visual_language,pairwise_abs,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.41716803659742896,0.3731920098508307,True
case,HEM_PA29.nii.gz,visual_language,pairwise_abs,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5727066693561387,0.13259798199256737,True
case,HEM_PA29.nii.gz,visual_language,pairwise_abs,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9314283960905766,0.33419459345168,True
case,HEM_PA29.nii.gz,visual_only,mean_probability,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9364642578504805,0.14196212937891214,False
case,HEM_PA29.nii.gz,visual_only,mean_probability,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.12897376263472016,0.23814608329410958,True
case,HEM_PA29.nii.gz,visual_only,mean_probability,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.47505038627376195,0.05798063600552718,True
case,HEM_PA29.nii.gz,visual_only,mean_probability,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.930104416723109,0.3337946533720372,True
case,HEM_PA29.nii.gz,visual_only,variance,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9422273230465603,0.22365333414491192,False
case,HEM_PA29.nii.gz,visual_only,variance,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.42503276461494266,0.379226978007925,True
case,HEM_PA29.nii.gz,visual_only,variance,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5752001489621983,0.13889189885121803,True
case,HEM_PA29.nii.gz,visual_only,variance,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9317201647754191,0.33514558188731003,True
case,HEM_PA29.nii.gz,visual_only,std,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9422273231105612,0.22365333428151943,False
case,HEM_PA29.nii.gz,visual_only,std,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.4250327605073828,0.3792269737076377,True
case,HEM_PA29.nii.gz,visual_only,std,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5752001077635717,0.13889189293736118,True
case,HEM_PA29.nii.gz,visual_only,std,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9317201648667921,0.33514558154194124,True
case,HEM_PA29.nii.gz,visual_only,pairwise_abs,all_voxels,28311552,339056,0.011975888852719907,0.011975888852719907,0.9422041120715572,0.22319358458612282,False
case,HEM_PA29.nii.gz,visual_only,pairwise_abs,foreground_union,876145,339056,0.38698617238014255,0.38698617238014255,0.4237196213945591,0.3785178421104083,True
case,HEM_PA29.nii.gz,visual_only,pairwise_abs,predicted_positive,571865,34776,0.0608115551747353,0.0608115551747353,0.5768384419317717,0.14109048159522242,True
case,HEM_PA29.nii.gz,visual_only,pairwise_abs,predicted_negative,20661799,304280,0.01472669441804172,0.01472669441804172,0.9316921953869568,0.3344693971511498,True
case,HEP_PA28.nii.gz,language_only,mean_probability,all_voxels,28311552,500127,0.017665121290418837,0.017665121290418837,0.9258832107074617,0.489814200489516,False
case,HEP_PA28.nii.gz,language_only,mean_probability,foreground_union,757464,500127,0.6602650422990399,0.6602650422990399,0.38265083103442527,0.6728561682142591,True
case,HEP_PA28.nii.gz,language_only,mean_probability,predicted_positive,494245,236908,0.47933312426023533,0.47933312426023533,0.6877531572728369,0.7382175132530208,True
case,HEP_PA28.nii.gz,language_only,mean_probability,predicted_negative,27817307,263219,0.009462418486448023,0.009462418486448023,0.8705424092132352,0.1855102360495672,True
case,HEP_PA28.nii.gz,language_only,variance,all_voxels,28311552,500127,0.017665121290418837,0.017665121290418837,0.8800958426006613,0.2774073147838552,False
case,HEP_PA28.nii.gz,language_only,variance,foreground_union,757464,500127,0.6602650422990399,0.6602650422990399,0.2715471101468281,0.5472802582824926,True
case,HEP_PA28.nii.gz,language_only,variance,predicted_positive,494245,236908,0.47933312426023533,0.47933312426023533,0.37950477131292354,0.4285250685353142,True
case,HEP_PA28.nii.gz,language_only,variance,predicted_negative,27817307,263219,0.009462418486448023,0.009462418486448023,0.8718141311284101,0.186524397000013,True
case,HEP_PA28.nii.gz,language_only,std,all_voxels,28311552,500127,0.017665121290418837,0.017665121290418837,0.8800958426006613,0.2774073147838552,False
case,HEP_PA28.nii.gz,language_only,std,foreground_union,757464,500127,0.6602650422990399,0.6602650422990399,0.2715471101468281,0.5472802582824926,True
case,HEP_PA28.nii.gz,language_only,std,predicted_positive,494245,236908,0.47933312426023533,0.47933312426023533,0.37950477131292354,0.4285250685353142,True
case,HEP_PA28.nii.gz,language_only,std,predicted_negative,27817307,263219,0.009462418486448023,0.009462418486448023,0.8718141311284101,0.186524397000013,True
case,HEP_PA28.nii.gz,language_only,pairwise_abs,all_voxels,28311552,500127,0.017665121290418837,0.017665121290418837,0.8774546079849089,0.27735963192068125,False
case,HEP_PA28.nii.gz,language_only,pairwise_abs,foreground_union,757464,500127,0.6602650422990399,0.6602650422990399,0.27154717016570196,0.5472318725598974,True
case,HEP_PA28.nii.gz,language_only,pairwise_abs,predicted_positive,494245,236908,0.47933312426023533,0.47933312426023533,0.37950477131292354,0.4285250685353142,True
case,HEP_PA28.nii.gz,language_only,pairwise_abs,predicted_negative,27817307,263219,0.009462418486448023,0.009462418486448023,0.8720284755260562,0.18652655217992106,True
case,HEP_PA28.nii.gz,visual_language,mean_probability,all_voxels,28311552,500127,0.017665121290418837,0.017665121290418837,0.9263723330101912,0.4859127945846549,False
