case,patch_index,patch_kind,action,comparison_group,state_shape,channels,spatial_resolution,normalized_mse_to_real_A,group_delta_norm,true_delta_norm,predicted_delta_norm,magnitude_ratio,delta_cosine_to_true,delta_cosine_valid,group_delta_rms,true_delta_rms
HEM_PA97.nii.gz,1,context,gamma,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,388.9452209472656,388.9452209472656,388.9452209472656,1.0,0.9999998807907104,True,0.19492848217487335,0.19492848217487335
HEM_PA97.nii.gz,1,context,blur,identity_source,1x288x24x24x24,288,24x24x24,0.1347196400165558,0.0,893.6390991210938,0.0,0.0,,False,0.0,0.4478669762611389
HEM_PA97.nii.gz,1,context,blur,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.12066735327243805,336.44012451171875,893.6390991210938,336.44012451171875,0.3764832188325379,0.326770544052124,True,0.16861440241336823,0.4478669762611389
HEM_PA97.nii.gz,1,context,blur,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,893.6390991210938,893.6390991210938,893.6390991210938,1.0,1.0,True,0.4478669762611389,0.4478669762611389
HEM_PA97.nii.gz,2,foreground,gamma,identity_source,1x288x24x24x24,288,24x24x24,0.044732362031936646,0.0,531.5584106445312,0.0,0.0,,False,0.0,0.2664022445678711
HEM_PA97.nii.gz,2,foreground,gamma,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.044362615793943405,17.48897933959961,531.5584106445312,17.48897933959961,0.03290133123543972,0.1420665979385376,True,0.008764988742768764,0.2664022445678711
HEM_PA97.nii.gz,2,foreground,gamma,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,531.5584106445312,531.5584106445312,531.5584106445312,1.0,1.0,True,0.2664022445678711,0.2664022445678711
HEM_PA97.nii.gz,2,foreground,blur,identity_source,1x288x24x24x24,288,24x24x24,0.13099952042102814,0.0,915.236328125,0.0,0.0,,False,0.0,0.45869091153144836
HEM_PA97.nii.gz,2,foreground,blur,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.11341197788715363,342.57012939453125,915.236328125,342.57012939453125,0.3742969098444092,0.36649319529533386,True,0.171686589717865,0.45869091153144836
HEM_PA97.nii.gz,2,foreground,blur,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,915.236328125,915.236328125,915.236328125,1.0,0.9999999403953552,True,0.45869091153144836,0.45869091153144836
HEM_PA97.nii.gz,3,context_fill,gamma,identity_source,1x288x24x24x24,288,24x24x24,0.008715607225894928,0.0,416.17462158203125,0.0,0.0,,False,0.0,0.20857511460781097
HEM_PA97.nii.gz,3,context_fill,gamma,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.008708867244422436,14.831395149230957,416.17462158203125,14.831395149230957,0.035637432894998315,0.028670242056250572,True,0.007433081511408091,0.20857511460781097
HEM_PA97.nii.gz,3,context_fill,gamma,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,416.17462158203125,416.17462158203125,416.17462158203125,1.0,1.0000001192092896,True,0.20857511460781097,0.20857511460781097
HEM_PA97.nii.gz,3,context_fill,blur,identity_source,1x288x24x24x24,288,24x24x24,2.1485674381256104,0.0,3592.316162109375,0.0,0.0,,False,0.0,1.8003686666488647
HEM_PA97.nii.gz,3,context_fill,blur,existing_WP_predicted,1x288x24x24x24,288,24x24x24,1.8230979442596436,402.4423828125,3592.316162109375,402.4423828125,0.11202866469753862,0.732100784778595,True,0.20169289410114288,1.8003686666488647
HEM_PA97.nii.gz,3,context_fill,blur,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,3592.316162109375,3592.316162109375,3592.316162109375,1.0,1.0000001192092896,True,1.8003686666488647,1.8003686666488647
CYST_PA69.nii.gz,0,context,gamma,identity_source,1x288x24x24x24,288,24x24x24,0.0076834652572870255,0.0,382.8065490722656,0.0,0.0,,False,0.0,0.19185195863246918
CYST_PA69.nii.gz,0,context,gamma,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.00771561311557889,19.7025203704834,382.8065490722656,19.7025203704834,0.05146860840869258,-0.014910760335624218,True,0.009874353185296059,0.19185195863246918
CYST_PA69.nii.gz,0,context,gamma,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,382.8065490722656,382.8065490722656,382.8065490722656,1.0,1.0,True,0.19185195863246918,0.19185195863246918
CYST_PA69.nii.gz,0,context,blur,identity_source,1x288x24x24x24,288,24x24x24,0.036530137062072754,0.0,827.9601440429688,0.0,0.0,,False,0.0,0.41495051980018616
CYST_PA69.nii.gz,0,context,blur,existing_WP_predicted,1x288x24x24x24,288,24x24x24,0.03997888043522835,335.24835205078125,827.9601440429688,335.24835205078125,0.4049088044428656,0.08587495982646942,True,0.16801711916923523,0.41495051980018616
CYST_PA69.nii.gz,0,context,blur,real_A_state_oracle,1x288x24x24x24,288,24x24x24,0.0,827.9601440429688,827.9601440429688,827.9601440429688,1.0,1.0,True,0.41495051980018616,0.41495051980018616
CYST_PA69.nii.gz,1,context,gamma,identity_source,1x288x24x24x24,288,24x24x24,0.0041345651261508465,0.0,278.8692932128906,0.0,0.0,,False,0.0,0.13976150751113892
