candidate_state,case,scope,method,patch_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman,aggregation
existing_WP_imagined,HEM_PA99.nii.gz,background,blur_joint_product,4,0.9979863384552112,0.30540071462648405,0.9888887567321291,0.9999672530955,0.0828601435316571,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,blur_joint_product,4,0.9205747479776805,0.0837468839323523,0.9133360890003545,0.9914064926991335,0.38599268023566563,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,blur_joint_product,4,0.995020831072772,0.2960616650440759,0.9879527635543467,0.9999305199406066,0.13616496877905956,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,blur_world_stability,4,0.9979863384552112,0.5060623138982789,0.9559069062542024,0.9995475933571887,0.07615818719137653,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,blur_world_stability,4,0.9205747479776805,0.35265052145531434,0.9089901213007145,0.9912135923753681,0.3938805286198093,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,blur_world_stability,4,0.995020831072772,0.49999993117980546,0.9728545751496603,0.9995625401859112,0.13168631414912754,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,confidence_rank,4,0.9979863384552112,0.5154404113881093,0.9951098569833018,0.9999861331953921,0.08414244961458112,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,confidence_rank,4,0.9205747479776805,0.12357756743833333,0.9055099693032238,0.9895668085235383,0.37956628487673977,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,confidence_rank,4,0.995020831072772,0.5000000682405586,0.9905923804306566,0.9999475390656605,0.13696389054470112,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,gamma_joint_product,4,0.9979863384552112,0.29145740456419444,0.9761809027801629,0.9999352915134797,0.08048535972661354,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,gamma_joint_product,4,0.9205747479776805,0.09750260413912816,0.9168308679055114,0.9922032000687393,0.39009552605386727,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,gamma_joint_product,4,0.995020831072772,0.28338302966123563,0.9817547091364177,0.9998955604833262,0.13440840249575778,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,gamma_world_stability,4,0.9979863384552112,0.49596942296565943,0.8501253190688786,0.9991161012379007,0.05810051783051964,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,gamma_world_stability,4,0.9205747479776805,0.5955414871622996,0.8853472454913119,0.9878301373248765,0.45852349681729593,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,gamma_world_stability,4,0.995020831072772,0.4999999328671033,0.9153125522525679,0.9989483131701942,0.11821959207686068,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,pairwise_joint_product,4,0.9979863384552112,0.3065032476670889,0.9898583147384875,0.999969999064086,0.08305536236713339,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,pairwise_joint_product,4,0.9205747479776805,0.0833822284934761,0.912981110076872,0.9913589200726225,0.3856453036816187,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,pairwise_joint_product,4,0.995020831072772,0.2970932874808115,0.9883987868028594,0.999933419041777,0.13630015246295468,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,background,pairwise_world_stability,4,0.9979863384552112,0.5063216043147206,0.9641161240580005,0.9996196022696489,0.07776253673494103,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,foreground,pairwise_world_stability,4,0.9205747479776805,0.34605039768087265,0.9092744714649212,0.9912831864425162,0.39358581761129036,case_patch_macro
existing_WP_imagined,HEM_PA99.nii.gz,overall,pairwise_world_stability,4,0.995020831072772,0.49999993188351854,0.9763253168456746,0.9996320501551106,0.13272496288755795,case_patch_macro
full_real,HEM_PA99.nii.gz,background,blur_joint_product,4,0.9979863384552112,0.3109813631268218,0.9951656196078903,0.999986914661986,0.08414350550941667,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,blur_joint_product,4,0.9205747479776805,0.05434362252303796,0.8971781526112349,0.9897884715655699,0.3706979614571864,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,blur_joint_product,4,0.995020831072772,0.3002776214036723,0.9904312149854716,0.9999481898141471,0.13692476839221812,case_patch_macro
full_real,HEM_PA99.nii.gz,background,blur_world_stability,4,0.9979863384552112,0.513480295736338,0.9905131486393403,0.9999365884900211,0.08322826090937822,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,blur_world_stability,4,0.9205747479776805,0.16971426270327106,0.8655087973397836,0.9867921741285537,0.34296935040128823,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,blur_world_stability,4,0.995020831072772,0.4999999324737048,0.9860115718806174,0.9998872411468241,0.13567153416280658,case_patch_macro
full_real,HEM_PA99.nii.gz,background,confidence_rank,4,0.9979863384552112,0.5154404113881093,0.9951098569833018,0.9999861331953921,0.08414244961458112,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,confidence_rank,4,0.9205747479776805,0.12357756743833333,0.9055099693032238,0.9895668085235383,0.37956628487673977,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,confidence_rank,4,0.995020831072772,0.5000000682405586,0.9905923804306566,0.9999475390656605,0.13696389054470112,case_patch_macro
full_real,HEM_PA99.nii.gz,background,gamma_joint_product,4,0.9979863384552112,0.31213258395255467,0.9916329967616568,0.9999771663554988,0.08347138220393653,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,gamma_joint_product,4,0.9205747479776805,0.08183427270223396,0.904420096802722,0.9901653060016051,0.3773273390927921,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,gamma_joint_product,4,0.995020831072772,0.302356280535398,0.988880375903117,0.9999376034289194,0.13645902397195422,case_patch_macro
full_real,HEM_PA99.nii.gz,background,gamma_world_stability,4,0.9979863384552112,0.508136654084248,0.9691918465768671,0.9996982307425505,0.07923532771613027,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,gamma_world_stability,4,0.9205747479776805,0.3024075635958487,0.8907367421777455,0.9889060825281809,0.37167040400084944,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,gamma_world_stability,4,0.995020831072772,0.49999993188527225,0.9780449776016518,0.9996811579276083,0.13330290926262878,case_patch_macro
full_real,HEM_PA99.nii.gz,background,pairwise_joint_product,4,0.9979863384552112,0.3163322796135921,0.9956292511057842,0.9999882733658318,0.08423931885491624,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,pairwise_joint_product,4,0.9205747479776805,0.04600926717405684,0.8999771258057887,0.9900593827878174,0.37325607295696467,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,pairwise_joint_product,4,0.995020831072772,0.3050018382570645,0.9908564327747437,0.9999504780104063,0.137044954221787,case_patch_macro
full_real,HEM_PA99.nii.gz,background,pairwise_world_stability,4,0.9979863384552112,0.5150859639467567,0.9944717901257506,0.9999804440816105,0.08402160803987728,case_patch_macro
full_real,HEM_PA99.nii.gz,foreground,pairwise_world_stability,4,0.9205747479776805,0.13102441960064018,0.8759393417224085,0.9882797484054654,0.3524345661104393,case_patch_macro
full_real,HEM_PA99.nii.gz,overall,pairwise_world_stability,4,0.995020831072772,0.4999999320456928,0.9888951197207786,0.9999358118581275,0.13649750550937945,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,background,blur_joint_product,4,0.9979863384552112,0.3077306986749142,0.9941569552499173,0.9999842286445817,0.08394736778483063,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,foreground,blur_joint_product,4,0.9205747479776805,0.052770820213186485,0.8994830977223014,0.9894547847939088,0.37233135348170193,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,overall,blur_joint_product,4,0.995020831072772,0.2970831541442458,0.989827220650592,0.9999444657180526,0.13674323749052397,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,background,blur_world_stability,4,0.9979863384552112,0.5110962167038237,0.9853620371113387,0.9998869162830835,0.08224886246999988,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,foreground,blur_world_stability,4,0.9205747479776805,0.2274330854531258,0.8769815860005593,0.9870510790157355,0.35514129183747833,case_patch_macro
real_A_state_oracle,HEM_PA99.nii.gz,overall,blur_world_stability,4,0.995020831072772,0.4999999316507679,0.9837055361486646,0.9998378228920524,0.13497604898036097,case_patch_macro
