step,split,group,group_value,model,state_normalized_mse,mask_logit_normalized_mse
0,train,action_families,contrast,identity,0.006993488420655164,0.0017778487864439792
0,train,action_families,contrast,action_agnostic,0.006993488420655164,0.0017778487864439792
0,train,action_families,contrast,action_conditioned,0.006993488420655164,0.0017778487864439792
0,train,action_families,contrast,action_conditioned_wrong_strength,0.006993488420655164,0.0017778487864439792
0,train,action_families,contrast,action_conditioned_wrong_type,0.006993488420655164,0.0017778487864439792
0,train,strengths,+0.15,identity,0.005871067507168794,0.001225832886371613
0,train,strengths,+0.15,action_agnostic,0.005871067507168794,0.001225832886371613
0,train,strengths,+0.15,action_conditioned,0.005871067507168794,0.001225832886371613
0,train,strengths,+0.15,action_conditioned_wrong_strength,0.005871067507168794,0.001225832886371613
0,train,strengths,+0.15,action_conditioned_wrong_type,0.005871067507168794,0.001225832886371613
0,train,strengths,+0.30,identity,0.02159583383450945,0.005636764425580959
0,train,strengths,+0.30,action_agnostic,0.02159583383450945,0.005636764425580959
0,train,strengths,+0.30,action_conditioned,0.02159583383450945,0.005636764425580959
0,train,strengths,+0.30,action_conditioned_wrong_strength,0.02159583383450945,0.005636764425580959
0,train,strengths,+0.30,action_conditioned_wrong_type,0.02159583383450945,0.005636764425580959
0,train,strengths,-0.15,identity,1.9619635998214367e-06,4.2814316646308415e-07
0,train,strengths,-0.15,action_agnostic,1.9619635998214367e-06,4.2814316646308415e-07
0,train,strengths,-0.15,action_conditioned,1.9619635998214367e-06,4.2814316646308415e-07
0,train,strengths,-0.15,action_conditioned_wrong_strength,1.9619635998214367e-06,4.2814316646308415e-07
0,train,strengths,-0.15,action_conditioned_wrong_type,1.9619635998214367e-06,4.2814316646308415e-07
0,train,strengths,-0.30,identity,3.0557404021144876e-06,6.456375786170767e-07
0,train,strengths,-0.30,action_agnostic,3.0557404021144876e-06,6.456375786170767e-07
0,train,strengths,-0.30,action_conditioned,3.0557404021144876e-06,6.456375786170767e-07
0,train,strengths,-0.30,action_conditioned_wrong_strength,3.0557404021144876e-06,6.456375786170767e-07
0,train,strengths,-0.30,action_conditioned_wrong_type,3.0557404021144876e-06,6.456375786170767e-07
0,train,case_names,HEM_PA99.nii.gz,identity,0.006993488420655164,0.0017778487864439792
0,train,case_names,HEM_PA99.nii.gz,action_agnostic,0.006993488420655164,0.0017778487864439792
0,train,case_names,HEM_PA99.nii.gz,action_conditioned,0.006993488420655164,0.0017778487864439792
0,train,case_names,HEM_PA99.nii.gz,action_conditioned_wrong_strength,0.006993488420655164,0.0017778487864439792
0,train,case_names,HEM_PA99.nii.gz,action_conditioned_wrong_type,0.006993488420655164,0.0017778487864439792
0,val,action_families,contrast,identity,0.08796238549643498,0.03463096721756802
0,val,action_families,contrast,action_agnostic,0.08796238549643498,0.03463096721756802
0,val,action_families,contrast,action_conditioned,0.08796238549643498,0.03463096721756802
0,val,action_families,contrast,action_conditioned_wrong_strength,0.08796238549643498,0.03463096721756802
0,val,action_families,contrast,action_conditioned_wrong_type,0.08796238549643498,0.03463096721756802
0,val,strengths,+0.15,identity,0.15477465675031948,0.0640342587601484
0,val,strengths,+0.15,action_agnostic,0.15477465675031948,0.0640342587601484
0,val,strengths,+0.15,action_conditioned,0.15477465675031948,0.0640342587601484
0,val,strengths,+0.15,action_conditioned_wrong_strength,0.15477465675031948,0.0640342587601484
0,val,strengths,+0.15,action_conditioned_wrong_type,0.15477465675031948,0.0640342587601484
0,val,strengths,+0.30,identity,0.16096743538495226,0.05902578320225112
0,val,strengths,+0.30,action_agnostic,0.16096743538495226,0.05902578320225112
0,val,strengths,+0.30,action_conditioned,0.16096743538495226,0.05902578320225112
0,val,strengths,+0.30,action_conditioned_wrong_strength,0.16096743538495226,0.05902578320225112
0,val,strengths,+0.30,action_conditioned_wrong_type,0.16096743538495226,0.05902578320225112
0,val,strengths,-0.15,identity,2.375718317468446e-06,5.655103808578925e-07
0,val,strengths,-0.15,action_agnostic,2.375718317468446e-06,5.655103808578925e-07
0,val,strengths,-0.15,action_conditioned,2.375718317468446e-06,5.655103808578925e-07
0,val,strengths,-0.15,action_conditioned_wrong_strength,2.375718317468446e-06,5.655103808578925e-07
0,val,strengths,-0.15,action_conditioned_wrong_type,2.375718317468446e-06,5.655103808578925e-07
0,val,strengths,-0.30,identity,5.189013629417544e-06,1.0173423721095713e-06
0,val,strengths,-0.30,action_agnostic,5.189013629417544e-06,1.0173423721095713e-06
0,val,strengths,-0.30,action_conditioned,5.189013629417544e-06,1.0173423721095713e-06
0,val,strengths,-0.30,action_conditioned_wrong_strength,5.189013629417544e-06,1.0173423721095713e-06
0,val,strengths,-0.30,action_conditioned_wrong_type,5.189013629417544e-06,1.0173423721095713e-06
0,val,case_names,CYST_PA62.nii.gz,identity,0.08796238549643498,0.03463096721756802
0,val,case_names,CYST_PA62.nii.gz,action_agnostic,0.08796238549643498,0.03463096721756802
0,val,case_names,CYST_PA62.nii.gz,action_conditioned,0.08796238549643498,0.03463096721756802
0,val,case_names,CYST_PA62.nii.gz,action_conditioned_wrong_strength,0.08796238549643498,0.03463096721756802
0,val,case_names,CYST_PA62.nii.gz,action_conditioned_wrong_type,0.08796238549643498,0.03463096721756802
